"Row_Name","Nose_Poke #1: On","Nose_Poke #1: Off"
"N","242","243"
"Mean","8.258","8.225"
"Median","0.568","0.612"
"Mode","0.090, 0.285, 0.330","0.075, 0.120"
"SD","27.230","27.165"
"Min","0.030","0.030"
"Max","298.109","298.710"
"Blank",,
"1","13.596","13.597"
"2","1.001","0.942"
"3","0.135","0.074"
"4","6.899","7.080"
"5","0.344","0.224"
"6","0.330","0.315"
"7","0.179","0.149"
"8","6.298","6.358"
"9","0.314","0.314"
"10","0.164","0.059"
"11","0.164","0.223"
"12","0.104","0.121"
"13","5.814","5.783"
"14","0.269","0.389"
"15","1.152","1.182"
"16","0.239","0.089"
"17","0.119","0.103"
"18","0.074","0.105"
"19","0.164","0.134"
"20","3.084","3.264"
"21","6.170","6.722"
"22","0.852","0.059"
"23","0.344","0.060"
"24","0.539","0.673"
"25","0.194","0.329"
"26","0.149","0.090"
"27","0.194","0.193"
"28","0.344","0.375"
"29","3.012","0.239"
"30","0.793","3.312"
"31","1.634","0.807"
"32","0.134","1.243"
"33","0.090","0.090"
"34","10.691","0.195"
"35","0.403","10.705"
"36","0.120","0.284"
"37","0.119","0.075"
"38","0.045","0.119"
"39","0.088","0.075"
"40","0.225","0.149"
"41","0.164","0.209"
"42","0.329","0.314"
"43","0.375","0.390"
"44","0.179","0.179"
"45","0.914","0.795"
"46","0.254","0.418"
"47","0.134","0.090"
"48","6.968","0.119"
"49","0.373","7.192"
"50","0.255","0.209"
"51","0.134","0.239"
"52","0.045","0.075"
"53","0.388","0.388"
"54","0.045","0.045"
"55","0.090","0.075"
"56","0.373","0.388"
"57","1.049","0.239"
"58","0.195","0.915"
"59","0.119","0.164"
"60","0.180","0.120"
"61","0.299","0.375"
"62","0.030","0.060"
"63","0.105","0.060"
"64","0.179","0.164"
"65","0.088","0.149"
"66","0.030","0.030"
"67","0.090","0.075"
"68","5.882","0.045"
"69","0.284","6.001"
"70","0.584","0.195"
"71","0.074","0.554"
"72","0.179","0.074"
"73","0.284","0.224"
"74","0.628","0.358"
"75","1.392","1.856"
"76","0.284","0.254"
"77","0.808","0.388"
"78","0.238","0.643"
"79","0.164","0.105"
"80","0.256","0.299"
"81","0.463","0.120"
"82","0.284","0.612"
"83","2.739","0.120"
"84","0.435","2.935"
"85","0.463","0.673"
"86","0.135","0.075"
"87","0.208","0.135"
"88","0.285","0.238"
"89","22.577","0.390"
"90","6.077","23.670"
"91","7.619","5.044"
"92","0.509","7.798"
