"Row_Name","Nose_Poke #1: On","Nose_Poke #1: Off"
"420","0.345","0.465"
"421","7.980","0.029"
"422","0.240","7.455"
"423","0.044","0.375"
"424","0.030","0.480"
"425","0.149","0.224"
"426","0.044","0.375"
"427","0.315","6.810"
"428","0.044","0.314"
"429","7.620","8.009"
"430","0.299","0.210"
"431","0.075","0.044"
"432","0.210","0.135"
"433","0.194","0.044"
"434","0.225","0.044"
"435","0.225","0.315"
"436","0.149","0.059"
"437","7.169","7.605"
"438","0.240","0.315"
"439","0.210","0.104"
"440","0.044","0.315"
"441","0.420","0.059"
"442","7.213","0.254"
"443","0.134","0.195"
"444","0.315","0.134"
"445","0.329","7.200"
"446","0.225","0.225"
"447","7.500","0.194"
"448","0.269","0.060"
"449","0.030","0.404"
"450","0.209","7.303"
"451","0.315","0.164"
"452","6.809","0.165"
"453","0.195","0.044"
"454","0.029","0.330"
"455","0.254","0.209"
"456","0.180","7.500"
"457","0.044","0.270"
"458","0.254","0.044"
"459","0.419","0.210"
"460","6.960","0.314"
"461","0.240","6.825"
"462","0.028","0.164"
"463","0.285","0.044"
"464","0.225","0.254"
"465","7.138","0.180"
"466","0.240","0.074"
"467","0.044","0.225"
"468","0.060","0.404"
"469","0.344","6.960"
"470","0.060","0.239"
"471","0.450","0.105"
"472","7.544","0.225"
"473","0.299","0.225"
"474","0.225","7.122"
"475","0.210","0.240"
"476","0.044","0.044"
"477","0.375","0.090"
"478","7.455","0.330"
"479","0.134","0.044"
"480","0.074","0.450"
"481","0.060","7.559"
"482","0.225","0.300"
"483","0.269","0.254"
"484","0.254","0.164"
"485","0.193","0.044"
"486","0.134","0.389"
"487","7.350","7.470"
"488","0.360","0.134"
"489","0.254","0.060"
"490","0.044","0.044"
"491","0.270","0.240"
"492","0.194","0.284"
"493","0.029","0.240"
"494","0.390","0.178"
"495","7.769","0.135"
"496","0.269","7.364"
"497","0.044","0.360"
"498","7.274","0.254"
"499","0.420","0.044"
"500","0.569","0.285"
"501","7.725","0.164"
"502","0.554","0.030"
"503","0.315","0.389"
"504","0.029","7.784"
"505","0.180","0.269"
"506","0.359","0.044"
"507","60.643","7.199"
"508","1.095","0.074"
"509","1.830","0.420"
"510","0.674","0.554"
"511","9.644","0.060"
"512","0.225","7.694"
"513","0.090","0.764"
"514","0.105","0.075"
"515","0.208","0.105"
"516","0.046","0.149"
"517","8.038","0.375"
"518","0.254","60.822"
"519","0.089","1.004"
"520","0.405","1.769"
"521","7.289","0.614"
"522","0.330","9.615"
"523","0.240","0.225"
"524","0.269","0.149"
"525","8.009","0.090"
"526","0.300","0.164"
"527","0.194","0.060"
"528","0.044","8.038"
"529","0.120","0.239"
"530","0.044","0.240"
"531","0.210","0.254"
"532","0.029","7.319"
"533","0.210","0.315"
"534","8.865","0.225"
"535","0.283","0.269"
"536","0.270","8.038"
"537","0.045","0.284"
"538","0.254","0.180"
"539","7.200","0.059"
"540","0.225","0.105"
"541","0.075","0.059"
"542","0.240","0.195"
"543","0.029","0.029"
"544","0.389","0.225"
"545","7.424","8.851"
"546","0.360","0.329"
"547","0.300","0.225"
"548","0.028","0.058"
"549","10.919","0.240"
"550","0.286","7.214"
"551","0.088","0.225"
"552","0.300","0.090"
"553","6.899","0.210"
"554","0.494","0.044"
"555","0.180","0.374"
"556","0.029","7.441"
"557","0.736","0.344"
"558","7.932","0.300"
"559","0.329","0.028"
"560","0.315","10.921"
"561","0.045","0.283"
"562","0.119","0.105"
"563","0.029","0.299"
"564","0.240","7.035"
"565","10.288","0.375"
"566","0.480","0.150"
"567","0.329","0.060"
"568","0.240","0.778"
"569","0.165","7.874"
"570","0.180","0.315"
"571","8.489","0.314"
"572","0.330","0.075"
"573","0.239","0.090"
"574","0.180","0.090"
"575","7.559","0.179"
"576","0.240","10.453"
"577","0.075","0.586"
"578","0.059","0.118"
"579","0.436","0.255"
"580","7.813","0.089"
"581","0.451","0.180"
"582","0.210","8.490"
"583","0.284","0.404"
"584","6.899","0.286"
"585","0.314","0.058"
"586","0.059","7.559"
"587","0.330","0.240"
"588","8.609","0.105"
"589","0.359","0.058"
"590","0.315","0.420"
"591","0.194","7.815"
"592","0.030","0.450"
"593","0.434","0.210"
"594","0.224","0.314"
"595","8.985","6.854"
"596","0.089","0.315"
"597","0.825","0.104"
"598","0.224","0.240"
"599","6.735","0.045"
"600","0.269","8.730"
"601","0.044","0.254"
"602","0.195","0.314"
"603","7.409","0.180"
"604","0.299","0.029"
"605","0.330","0.434"
"606","7.514","0.225"
"607","1.230","9.014"
"608","0.644","0.075"
"609","7.005","0.809"
"610","0.405","0.225"
"611","0.584","6.733"
"612","0.224","0.269"
"613","0.045","0.075"
"614","0.180","0.194"
"615","7.515","7.380"
"616","0.554","0.299"
"617","0.045","0.359"
"618","0.224","7.440"
"619","0.194","0.045"
"620","6.807","1.230"
"621","0.315","0.644"
"622","0.404","7.095"
"623","0.240","0.316"
"624","7.365","0.598"
"625","0.329","0.210"
"626","0.240","0.059"
"627","6.225","0.164"
"628","0.480","7.530"
"629","0.434","0.538"
"630","0.224","0.045"
"631","7.065","0.240"
"632","0.404","0.180"
"633","0.075","6.837"
"634","0.254","0.285"
"635","0.450","0.419"
"636","7.109","0.225"
"637","4.799","7.394"
"638","1.154","0.329"
"639","0.194","0.224"
"640","0.045","6.255"
"641","6.599","0.434"
"642","0.390","0.465"
"643","6.389","0.254"
"644","0.631","7.019"
"645","0.269","0.465"
"646","0.029","0.269"
"647","10.019","0.434"
"648","0.570","7.243"
"649","0.314","5.174"
"650","7.409","0.720"
"651","7.559","0.120"
"652","0.420","0.044"
"653","0.389","6.660"
"654","0.630","0.329"
"655","6.899","6.390"
"656","0.990","0.631"
"657","6.555","0.269"
"658","0.434","0.029"
"659","0.810","10.049"
"660","0.240","0.555"
"661","41.759","0.299"
"662","0.179","7.408"
"663","13.634","7.590"
"664","0.480","0.615"
"665","0.945","0.179"
"666","0.149","0.630"
"667","9.914","6.884"
"668","0.299","0.990"
"669","0.255","6.585"
"670","8.727","0.404"
"671","0.344","0.839"
"672","0.210","0.225"
"673","0.285","41.849"
"674","7.575","0.329"
"675","0.224","13.410"
"676","7.545","0.464"
"677","0.359","1.019"
"678","8.955","0.075"
"679","0.449","9.930"
"680","1.605","0.345"
"681","0.435","0.194"
"682","8.849","8.787"
"683","0.254","0.299"
"684","0.314","0.210"
"685","0.045","0.269"
"686","94.826","7.589"
"687","15.284","0.210"
"688","0.509","7.590"
"689","0.855","0.314"
"690","0.060","8.955"
"691","17.324","0.464"
"692","0.479","1.799"
"693","0.405","0.210"
"694","0.405","8.850"
"695","19.152","0.283"
"696","0.134","0.285"
"697","9.331","0.059"
"698","0.284","95.306"
"699","0.165","14.940"
"700","10.709","0.359"
"701","0.285","0.855"
"702","0.075","0.059"
"703","692.087","17.400"
"704","1.260","0.434"
"705","21.012","0.390"
"706","0.209","0.389"
"707","0.194","19.241"
"708","0.045","0.045"
"709","24.630","9.330"
"710","0.284","0.315"
"711","0.240","0.150"
"712","12.673","10.694"
"713","1.949","0.285"
"714","0.298","0.134"
"715","14.009","692.731"
"716","0.615","0.181"
"717","0.434","0.375"
"718","8.789","21.027"
"719","0.449","0.210"
"720","0.434","0.195"
"721","0.120","0.059"
"722","0.299","24.599"
"723","0.030","0.300"
"724","0.164","0.224"
"725","16.063","12.688"
"726","9.419","2.039"
"727","0.495","0.208"
"728","0.239","14.010"
"729","0.030","0.824"
"730","18.058","0.210"
"731","0.809","8.835"
"732","0.329","0.420"
"733","10.005","0.465"
"734","0.059","0.119"
"735","0.419","0.254"
"736","8.474","0.030"
"737","0.375","0.179"
"738","0.090","16.063"
"739","0.329","9.405"
"740","7.920","0.494"
"741","0.149","0.239"
"742","0.644","0.030"
"743","9.072","18.552"
"744","0.300","0.315"
"745","8.414","0.345"
"746","1.335","10.005"
"747","0.329","0.088"
"748","8.715","0.375"
"749","42.657","8.489"
"750","16.304","0.360"
"751","0.780","0.135"
"752","0.585","0.284"
"753","17.428","7.949"
"754","0.585","0.149"
"755","0.360","0.629"
"756","0.059","9.073"
"757","10.409","0.375"
"758","0.329","8.324"
"759","0.195","1.545"
"760","335.063","0.284"
"761","1.364","8.565"
"762","19.454","42.913"
"763","0.494","16.034"
"764","0.570","0.780"
"765","0.299","0.585"
"766","37.494","17.653"
"767","0.900","0.375"
"768","10.875","0.375"
"769","3.376","0.045"
"770","0.268","10.498"
"771","0.045","0.255"
"772","0.224","0.164"
"773","12.282","336.277"
"774","0.374","0.150"
"775","10.588","19.483"
"776","0.539","0.465"
"777","1.470","0.584"
"778","0.269","0.285"
"779","192.951","38.245"
"780","10.556","0.164"
"781","0.329","10.859"
"782","0.045","3.375"
"783","8.864","0.269"
"784","0.225","0.060"
"785","0.059","0.210"
"786","0.134","12.312"
"787","0.045","0.344"
"788","0.269","10.679"
"789","0.224","0.449"
"790","35.200","1.470"
"791","1.875","0.299"
"792","0.255","193.117"
"793",,"10.360"
"794",,"0.345"
"795",,"0.045"
"796",,"8.849"
"797",,"0.224"
"798",,"0.059"
"799",,"0.135"
"800",,"0.044"
"801",,"0.269"
"802",,"0.240"
"803",,"35.800"
"804",,"1.334"
"805",,"0.225"
