"Row_Name","Nose_Poke #1: On","Tray #1: On","Nose_Poke #1: Off","Tray #1: Off"
"N","235","41","232","40"
"Mean","13.758","78.870","13.938","80.723"
"Median","0.481","17.903","0.495","16.195"
"Mode","0.345","All values","0.405","All values"
"SD","89.143","177.751","89.860","181.055"
"Min","0.030","0.076","0.045","0.298"
"Max","1,087.535","846.474","1,089.139","846.579"
"Blank",,,,
"1","0.390","9.804","0.509","18.145"
"2","9.908","15.940","9.729","2.011"
"3","19.000","5.954","19.046","18.847"
"4","0.510","17.903","0.509","15.838"
"5","0.195","15.253","0.225","14.652"
"6","0.179","14.712","0.164","14.533"
"7","0.375","0.134","0.509","17.033"
"8","0.899","18.162","0.690","22.376"
"9","0.314","21.518","0.403","15.131"
"10","0.240","26.319","0.210","3.855"
"11","15.983","1.920","15.939","51.931"
"12","0.225","52.577","0.195","16.552"
"13","0.030","5.744","0.104","2.625"
"14","0.314","13.567","0.374","112.925"
"15","0.390","101.783","0.331","0.298"
"16","0.344","12.641","0.390","32.869"
"17","0.434","28.293","0.403","44.153"
"18","13.843","11.894","13.829","65.786"
"19","0.329","100.791","0.299","265.221"
"20","0.344","236.217","0.299","3.328"
"21","0.045","33.383","0.105","364.268"
"22","0.329","352.780","0.405","7.420"
"23","0.270","15.173","0.195","746.830"
"24","0.299","751.313","0.299","7.227"
"25","0.165","0.076","0.209","15.235"
"26","0.133","22.387","0.089","1.709"
"27","12.628","1.184","12.658","25.205"
"28","0.375","25.038","0.390","2.908"
"29","0.465","2.191","0.510","62.247"
"30","0.344","63.551","0.299","4.799"
"31","0.435","0.508","0.359","0.405"
"32","13.347","4.560","13.376","13.914"
"33","0.194","10.510","0.195","19.942"
"34","0.224","3.945","0.194","9.916"
"35","0.375","22.221","0.390","236.411"
"36","1.380","215.913","1.424","5.608"
"37","0.286","32.722","0.196","846.579"
"38","0.045","846.474","0.104","73.722"
"39","0.328","72.119","0.299","2.099"
"40","0.179","2.713","0.149","44.358"
"41","0.344","43.773","0.450",
"42","0.209",,"0.194",
"43","0.945",,"0.900",
"44","0.075",,"0.104",
"45","0.254",,"0.195",
"46","0.299",,"0.299",
"47","0.165",,"0.210",
"48","12.337",,"12.533",
"49","0.540",,"0.390",
"50","0.240",,"0.299",
"51","0.450",,"0.405",
"52","0.404",,"0.299",
"53","0.300",,"0.405",
"54","0.314",,"0.600",
"55","1.109",,"0.810",
"56","0.194",,"0.298",
"57","0.314",,"0.195",
"58","0.344",,"0.299",
"59","0.390",,"0.405",
"60","0.794",,"0.809",
"61","0.344",,"0.300",
"62","0.690",,"0.704",
"63","0.344",,"0.795",
"64","1.304",,"1.500",
"65","0.735",,"0.104",
"66","14.937",,"15.253",
"67","0.599",,"0.299",
"68","0.300",,"0.600",
"69","0.960",,"0.704",
"70","1.289",,"1.800",
"71","0.735",,"0.509",
"72","0.794",,"0.405",
"73","0.689",,"0.810",
"74","0.539",,"0.495",
"75","0.540",,"1.020",
"76","1.618",,"1.513",
"77","0.495",,"0.599",
"78","0.644",,"0.194",
"79","0.569",,"0.510",
"80","0.569",,"0.598",
"81","0.314",,"0.299",
"82","54.077",,"54.587",
"83","0.884",,"0.403",
"84","3.643",,"3.659",
"85","0.300",,"0.299",
"86","0.269",,"0.300",
"87","0.210",,"0.405",
"88","0.405",,"0.104",
"89","0.224",,"0.300",
"90","0.975",,"0.914",
"91","0.194",,"0.194",
"92","15.802",,"16.043",
"93","0.599",,"0.405",
"94","1.724",,"1.814",
"95","0.105",,"0.598",
"96","0.643",,"0.420",
"97","0.180",,"0.194",
"98","0.360",,"1.439",
"99","1.125",,"2.460",
"100","2.489",,"0.419",
"101","0.735",,"0.405",
"102","0.405",,"0.403",
"103","0.209",,"0.405",
"104","0.495",,"2.115",
"105","2.191",,"54.435",
"106","53.205",,"0.105",
"107","1.423",,"0.406",
"108","0.314",,"0.509",
"109","0.225",,"0.598",
"110","0.808",,"71.757",
"111","71.892",,"1.378",
"112","1.258",,"8.039",
"113","7.199",,"0.510",
"114","1.456",,"0.614",
"115","0.553",,"0.794",
"116","0.254",,"0.210",
"117","0.765",,"0.404",
"118","0.314",,"0.405",
"119","0.584",,"0.404",
"120","0.285",,"0.720",
"121","0.419",,"97.822",
"122","97.869",,"206.418",
"123","206.418",,"4.709",
"124","4.649",,"0.300",
"125","0.765",,"0.494",
"126","0.315",,"0.705",
"127","0.254",,"0.105",
"128","0.673",,"1.004",
"129","0.585",,"0.105",
"130","0.554",,"1.303",
"131","1.245",,"0.194",
"132","0.254",,"0.450",
"133","0.284",,"0.164",
"134","0.345",,"0.105",
"135","0.044",,"1.514",
"136","1.499",,"2.326",
"137","2.085",,"0.597",
"138","0.480",,"0.600",
"139","0.854",,"0.706",
"140","0.883",,"0.705",
"141","0.690",,"0.495",
"142","0.436",,"0.403",
"143","0.240",,"0.703",
"144","0.927",,"0.298",
"145","0.254",,"0.390",
"146","0.449",,"1.605",
"147","0.720",,"0.495",
"148","1.318",,"0.509",
"149","0.525",,"0.300",
"150","0.224",,"0.194",
"151","0.315",,"0.404",
"152","0.330",,"0.421",
"153","0.404",,"0.389",
"154","0.150",,"0.076",
"155","0.389",,"0.732",
"156","0.509",,"5.610",
"157","5.774",,"0.313",
