"Row_Name","Nose_Poke #1: On","Nose_Poke #1: Off"
"193","4.449","0.180"
"194","0.269","0.178"
"195","0.194","4.777"
"196","4.627","0.074"
"197","0.194","0.118"
"198","0.074","0.270"
"199","0.194","4.209"
"200","4.194","0.403"
"201","0.389","0.091"
"202","0.209","4.580"
"203","4.403","0.165"
"204","0.388","5.120"
"205","4.939","0.149"
"206","0.286","0.150"
"207","0.194","0.104"
"208","0.120","4.555"
"209","4.360","0.194"
"210","0.014","0.180"
"211","0.254","0.344"
"212","0.225","5.786"
"213","0.283","0.675"
"214","5.755","4.768"
"215","0.465","0.344"
"216","4.933","0.178"
"217","0.479","4.738"
"218","0.104","0.329"
"219","4.766","0.493"
"220","0.420","4.557"
"221","0.346","0.150"
"222","4.557","0.313"
"223","0.313","4.843"
"224","0.283","0.105"
"225","4.723","0.029"
"226","0.270","0.164"
"227","0.029","0.193"
"228","0.163","4.393"
"229","0.030","4.690"
"230","4.346","0.194"
"231","4.870","0.403"
"232","0.180","4.450"
"233","0.269","0.088"
"234","4.465","0.104"
"235","0.253","4.435"
"236","0.060","0.270"
"237","4.314","2.651"
"238","0.435","0.149"
"239","2.383","0.045"
"240","0.418","4.238"
"241","0.029","0.134"
"242","4.134","0.314"
"243","0.254","0.164"
"244","0.194","4.842"
"245","0.225","0.179"
"246","4.690","0.463"
"247","0.314","4.377"
"248","0.329","0.480"
"249","4.528","0.584"
"250","0.104","4.180"
"251","0.778","0.194"
"252","4.420","0.045"
"253","0.194","0.269"
"254","0.030","4.506"
"255","0.149","0.254"
"256","4.370","0.045"
"257","0.525","0.209"
"258","0.029","4.600"
"259","0.060","4.613"
"260","4.586","0.225"
"261","4.598","0.240"
"262","0.390","4.360"
"263","0.165","0.314"
"264","4.286","0.569"
"265","0.449","4.372"
"266","0.465","0.239"
"267","4.342","0.075"
"268","0.403","0.060"
"269","0.045","4.796"
"270","0.074","0.508"
"271","4.197","4.258"
"272","0.927","0.194"
"273","4.288","0.105"
"274","0.284","4.466"
"275","0.150","0.045"
"276","4.226","0.269"
"277","0.314","0.118"
"278","0.210","4.660"
"279","0.163","0.329"
"280","4.436","0.134"
"281","0.524","0.120"
"282","0.134","4.511"
"283","0.164","46.165"
"284","4.271","0.404"
"285","45.836","0.225"
"286","0.838","0.045"
"287","0.300","10.906"
"288","0.104","0.584"
"289","10.877","5.486"
"290","0.613","2.039"
"291","5.337","0.270"
"292","2.144","4.854"
"293","0.208","0.194"
"294","4.646","0.375"
"295","0.478","0.194"
"296","0.134","4.407"
"297","0.315","0.330"
"298","4.241","4.569"
"299","0.555","0.330"
"300","0.074","4.193"
"301","4.271","0.225"
"302","0.433","0.090"
"303","4.239","0.133"
"304","0.389","4.420"
"305","0.044","0.044"
"306","0.105","0.075"
"307","4.225","0.164"
"308","0.328","4.284"
"309","0.029","0.195"
"310","0.105","0.240"
"311","4.225","4.274"
"312","0.298","0.105"
"313","0.196","0.134"
"314","4.168","4.706"
"315","0.315","0.328"
"316","0.059","0.180"
"317","4.752","4.375"
"318","0.104","5.017"
"319","0.314","0.104"
"320","4.344","0.060"
"321","4.973","0.134"
"322","0.269","4.298"
"323","0.089","0.314"
"324","0.060","0.075"
"325","4.269","5.261"
"326","0.375","0.644"
"327","0.090","0.090"
"328","5.051","1.152"
"329","0.869","4.930"
"330","0.060","4.121"
"331","1.121","0.209"
"332","4.481","0.090"
"333","4.480","0.120"
"334","0.300","4.390"
"335","0.134","0.149"
"336","0.089","0.135"
"337","4.331","4.566"
"338","0.269","0.435"
"339","0.120","4.620"
"340","4.388","0.060"
"341","0.374","0.089"
"342","4.559","0.195"
"343","0.375","4.375"
"344","0.075","0.224"
"345","0.060","4.438"
"346","4.390","0.164"
"347","0.254","0.239"
"348","4.362","4.224"
"349","0.331","0.360"
"350","0.193","0.283"
"351","4.194","0.105"
"352","0.299","4.279"
"353","0.359","0.299"
"354","0.150","0.449"
"355","4.085","4.137"
"356","0.465","0.420"
"357","0.134","0.149"
"358","4.437","0.120"
"359","0.389","4.436"
"360","0.149","4.466"
"361","0.179","0.358"
"362","4.377","0.150"
"363","4.420","0.314"
"364","0.449","4.118"
"365","0.164","0.269"
"366","0.225","0.209"
"367","4.117","4.677"
"368","0.403","0.419"
"369","0.105","5.725"
"370","4.542","0.149"
"371","0.404","0.285"
"372","5.589","4.687"
"373","0.510","0.074"
"374","0.149","0.090"
"375","4.628","0.134"
"376","0.269","4.299"
"377","0.075","0.195"
"378","0.105","0.178"
"379","4.208","4.513"
"380","0.315","0.240"
"381","0.178","0.495"
"382","4.543","0.283"
"383","0.209","4.449"
"384","0.465","4.056"
"385","0.313","0.164"
"386","4.270","0.075"
"387","3.981","0.149"
"388","0.448","4.241"
"389","0.045","0.360"
"390","0.089","0.585"
"391","4.256","4.119"
"392","0.449","0.179"
"393","0.404","0.840"
"394","4.074","3.957"
"395","0.360","0.209"
"396","0.704","4.603"
"397","4.062","0.254"
"398","0.269","0.374"
"399","4.349","0.269"
"400","0.404","3.879"
"401","0.449","0.164"
"402","0.209","0.345"
"403","3.835","3.745"
"404","0.269","0.254"
"405","0.330","0.600"
"406","3.745","5.225"
"407","0.209","0.149"
"408","0.210","0.134"
"409","4.804","4.571"
"410","1.020","0.223"
"411","0.149","0.090"
"412","4.435","4.254"
"413","0.300","0.240"
"414","0.118","0.194"
"415","4.254","4.689"
"416","0.240","0.223"
"417","0.240","0.149"
"418","4.599","4.301"
"419","0.254","0.298"
"420","0.179","0.225"
"421","4.270","4.853"
"422","0.359","0.239"
"423","0.225","0.119"
"424","4.718","4.087"
"425","0.283","0.225"
"426","0.195","4.272"
"427","4.013","0.149"
"428","0.298","0.193"
"429","4.211","0.105"
"430","0.149","4.283"
"431","0.283","0.704"
"432","0.075","4.031"
"433","4.269","0.539"
"434","0.524","0.164"
"435","4.241","4.631"
"436","0.239","0.285"
"437","0.434","4.612"
"438","0.030","0.166"
"439","4.541","0.163"
"440","0.375","0.194"
"441","4.538","0.120"
"442","0.225","9.735"
"443","0.060","0.121"
"444","0.298","4.942"
"445","0.149","1.918"
"446","8.388","0.059"
"447","1.377","0.195"
"448","4.929","4.389"
"449","2.024","0.119"
"450","0.044","4.330"
"451","0.149","0.089"
"452","4.238","0.044"
"453","0.314","0.165"
"454","4.196","4.165"
"455","0.239","0.149"
"456","0.044","0.300"
"457","0.060","0.209"
"458","4.180","0.150"
"459","0.149","4.447"
"460","0.196","0.329"
"461","0.240","4.735"
"462","0.284","0.164"
"463","4.326","0.435"
"464","0.450","4.210"
"465","4.721","0.149"
"466","0.208","0.254"
"467","0.269","4.045"
"468","4.315","0.195"
"469","0.194","0.449"
"470","0.119","3.988"
"471","4.076","0.194"
"472","0.299","0.345"
"473","0.285","0.120"
"474","4.077","3.740"
"475","0.254","0.240"
"476","0.240","0.240"
"477","0.224","3.923"
"478","3.756","0.403"
"479","0.059","4.076"
"480","0.331","0.180"
"481","3.953","0.360"
"482","0.388","4.209"
"483","4.122","0.254"
"484","0.209","0.134"
"485","0.165","4.644"
"486","4.240","0.345"
"487","0.240","0.480"
"488","0.238","3.895"
"489","4.509","0.210"
"490","0.525","0.299"
"491","0.164","0.075"
"492","4.120","0.105"
"493","0.345","4.177"
"494","0.284","4.389"
"495","0.060","0.239"
"496","0.089","0.134"
"497","4.133","0.194"
"498","4.375","0.075"
"499","0.328","3.759"
"500","0.150","0.149"
"501","0.179","4.240"
"502","0.060","0.075"
"503","3.789","0.149"
"504","0.075","21.342"
"505","4.090","0.403"
"506","0.299","0.315"
"507","0.120","4.947"
"508","21.043","0.360"
"509","0.463","0.224"
"510","0.449","4.451"
"511","4.901","0.150"
"512","0.524","4.356"
"513","0.120","0.464"
"514","4.361","0.239"
"515","0.284","0.120"
"516","4.102","4.298"
"517","0.449","0.210"
"518","0.464","0.433"
"519","0.224","3.865"
"520","4.192","0.450"
"521","0.284","17.105"
"522","0.389","0.134"
"523","3.701","0.404"
"524","0.359","0.088"
"525","16.626","5.188"
"526","0.899","0.389"
"527","0.435","4.463"
"528","0.103","0.119"
"529","4.888","0.315"
"530","0.538","10.295"
"531","4.525","0.628"
"532","0.208","0.149"
"533","0.120","8.692"
"534","10.159","3.476"
"535","0.390","0.479"
"536","0.689","0.328"
"537","7.268","0.075"
"538","4.750","4.221"
"539","0.387","0.269"
"540","0.584","0.060"
"541","0.089","4.553"
"542","4.086","0.150"
"543","0.419","4.448"
"544","0.044","0.150"
"545","4.493","0.149"
"546","0.195","4.885"
"547","4.463","0.778"
"548","0.105","4.213"
"549","0.209","0.733"
"550","4.631","2.128"
"551","0.822","27.894"
"552","4.318","0.088"
"553","0.405","2.531"
"554","2.546","5.423"
"555","26.980","0.134"
"556","0.989","0.120"
"557","2.067","0.164"
"558","5.721","4.392"
"559","0.315","0.329"
"560","0.075","0.105"
"561","0.180","0.480"
"562","4.376","0.269"
"563","0.450","5.017"
"564","0.494","0.314"
"565","0.240","4.254"
"566","4.867","0.194"
"567","0.389","0.194"
"568","4.374","4.477"
"569","0.195","0.253"
"570","0.134","25.761"
"571","4.372","0.149"
"572","0.329","0.269"
"573","24.770","5.067"
"574","1.199","0.584"
"575","0.210","0.329"
"576","5.081","4.481"
"577","0.614","0.584"
"578","0.180","2.607"
"579","4.541","0.284"
"580","0.538","6.607"
"581","2.788","0.569"
"582","0.120","8.239"
"583","6.501","0.164"
"584","0.824","0.254"
"585","7.849","0.148"
"586","0.569","4.701"
"587","0.239","0.150"
"588","0.089","0.210"
"589","4.761","0.269"
"590","0.179","0.134"
"591","0.075","4.912"
"592","0.360","0.450"
"593","0.119","0.118"
"594","4.777","0.105"
"595","0.629","4.341"
"596","0.059","0.284"
"597","0.134","0.344"
"598","4.372","4.746"
"599","0.298","0.045"
"600","0.314","0.149"
"601","4.747","0.089"
"602","0.059","4.508"
"603","0.134","0.433"
"604","0.119","4.404"
"605","4.358","0.119"
"606","0.343","0.165"
"607","4.375","4.701"
"608","0.390","0.284"
"609","0.045","0.134"
"610","4.732","4.642"
"611","0.283","0.420"
"612","0.165","4.719"
"613","4.671","0.179"
"614","0.435","0.509"
"615","4.644","0.210"
"616","0.404","4.853"
"617","0.539","0.194"
"618","4.792","0.255"
"619","0.285","4.629"
"620","0.059","0.285"
"621","4.600","0.224"
"622","0.494","4.792"
"623","0.240","0.149"
"624","4.597","0.285"
"625","0.359","0.404"
"626","0.089","4.241"
"627","0.434","0.164"
"628","4.212","0.180"
"629","0.359","4.794"
"630","0.105","0.209"
"631","4.688","0.163"
"632","0.359","57.263"
"633","0.074","0.059"
"634","56.513","6.753"
"635","0.855","0.195"
"636","0.058","5.696"
"637","6.424","0.121"
"638","0.494","0.404"
"639","5.577","0.193"
"640","0.284","0.358"
"641","0.120","0.135"
"642","0.418","6.509"
"643","0.225","0.074"
"644","0.269","0.210"
"645","6.359","0.194"
"646","0.285","5.967"
"647","0.194","0.390"
"648","0.134","5.197"
"649","6.042","0.328"
"650","0.224","0.525"
"651","5.348","5.441"
"652","0.329","0.253"
"653","0.314","0.224"
"654","5.500","5.081"
"655","0.389","0.194"
"656","0.105","0.269"
"657","4.960","0.359"
"658","0.420","7.971"
"659","0.223","0.149"
"660","0.150","0.165"
"661","7.807","8.344"
"662","0.614","0.300"
"663","0.149","0.105"
"664","7.656","5.094"
"665","1.003","0.420"
"666","0.089","7.525"
"667","4.855","0.450"
"668","0.480","0.313"
"669","7.720","47.726"
"670","0.299","0.105"
"671","0.285","0.164"
"672","46.434","0.119"
"673","1.529","7.958"
"674","0.180","0.120"
"675","0.121","0.119"
"676","7.538","5.889"
"677","0.539","0.179"
"678","0.073","0.119"
"679","5.785","49.455"
"680","0.284","2.864"
"681","0.179","9.685"
"682","49.111","0.194"
"683","2.998","0.254"
"684","9.760","0.674"
"685","0.254","6.489"
"686","0.344","0.451"
"687","0.644","5.466"
"688","6.413","0.088"
"689","0.361","0.464"
"690","5.481","5.048"
"691","0.253","0.194"
"692","0.344","0.255"
"693","5.033","5.496"
"694","0.329","0.210"
"695","0.105","0.314"
"696","5.646","0.224"
"697","0.180","5.563"
"698","0.105","0.164"
"699","0.358","0.449"
"700","5.563","11.719"
"701","0.238","0.659"
"702","0.091","9.788"
"703","12.033","0.299"
"704","0.673","0.225"
"705","9.101","5.134"
"706","1.019","0.284"
"707","0.134","0.330"
"708","5.089","9.725"
"709","0.435","0.240"
"710","0.105","0.314"
"711","9.112","13.856"
"712","1.108","0.749"
"713","0.104","0.046"
"714","12.461","18.478"
"715","2.337","0.239"
"716","0.045","0.194"
"717","18.105","1,495.348"
"718","0.614","6.085"
"719","0.074",
"720","1,495.361",
"721","4.858",
