"Row_Name","Nose_Poke #1: On","Nose_Poke #1: Off"
"N","721","718"
"Mean","4.314","4.334"
"Median","0.359","0.313"
"Mode","0.105","0.135, 0.105, 0.195"
"SD","55.760","55.882"
"Min","0.014","0.029"
"Max","1,495.361","1,495.348"
"Blank",,
"1","0.134","0.104"
"2","2.457","2.650"
"3","16.223","16.075"
"4","0.254","0.792"
"5","0.675","0.151"
"6","0.223","0.194"
"7","10.075","10.224"
"8","0.269","0.179"
"9","0.255","0.135"
"10","9.097","9.217"
"11","0.164","0.179"
"12","0.210","0.089"
"13","0.134","0.179"
"14","0.164","0.105"
"15","0.074","0.074"
"16","0.060","0.090"
"17","9.597","9.672"
"18","0.149","0.075"
"19","0.479","0.598"
"20","8.551","8.596"
"21","7.113","7.174"
"22","0.374","0.118"
"23","0.104","0.209"
"24","0.195","0.090"
"25","0.060","0.045"
"26","6.872","6.887"
"27","0.105","0.105"
"28","0.644","0.659"
"29","6.829","6.828"
"30","0.179","0.195"
"31","0.387","0.342"
"32","0.030","0.046"
"33","0.061","0.209"
"34","0.223","0.134"
"35","7.562","7.517"
"36","0.089","0.164"
"37","0.210","0.105"
"38","0.256","0.314"
"39","0.118","0.090"
"40","9.325","9.295"
"41","0.118","0.314"
"42","10.719","10.598"
"43","0.404","0.360"
"44","0.074","0.058"
"45","8.681","8.936"
"46","0.403","0.149"
"47","0.270","0.300"
"48","8.357","8.402"
"49","0.195","0.134"
"50","1.060","1.061"
"51","0.314","0.478"
"52","7.269","7.314"
"53","0.479","0.255"
"54","0.240","0.298"
"55","6.669","6.670"
"56","0.344","0.389"
"57","6.099","6.010"
"58","0.149","0.179"
"59","0.210","0.179"
"60","0.103","0.209"
"61","6.919","6.799"
"62","0.150","0.269"
"63","5.494","5.479"
"64","0.224","0.118"
"65","0.058","0.075"
"66","5.120","5.194"
"67","0.283","0.223"
"68","0.120","0.090"
"69","0.045","0.134"
"70","0.029","5.539"
"71","5.540","0.403"
"72","0.448","5.317"
"73","5.481","0.163"
"74","0.298","0.419"
"75","0.194","0.194"
"76","4.775","4.745"
"77","0.253","0.223"
"78","0.194","0.120"
"79","0.074","0.104"
"80","4.808","4.778"
"81","0.253","0.239"
"82","5.231","5.262"
"83","0.479","0.463"
"84","0.045","0.045"
"85","0.193","0.313"
"86","4.939","5.014"
"87","0.313","0.209"
"88","5.121","5.135"
"89","0.210","0.105"
"90","0.090","0.088"
"91","4.854","4.884"
"92","0.734","0.735"
"93","0.120","0.103"
"94","5.121","5.093"
"95","0.030","0.074"
"96","0.180","0.164"
"97","5.003","5.004"
"98","0.314","0.598"
"99","5.274","5.034"
"100","0.239","0.254"
"101","0.300","0.238"
"102","5.840","5.930"
"103","0.179","0.105"
"104","0.239","0.464"
"105","5.050","5.380"
"106","0.809","0.329"
"107","2.129","2.233"
"108","0.299","0.240"
"109","5.033","4.988"
"110","0.331","0.240"
"111","0.134","0.151"
"112","0.089","0.165"
"113","0.180","0.149"
"114","5.449","5.390"
"115","0.420","0.403"
"116","0.194","0.269"
"117","0.178","0.165"
"118","4.720","4.853"
"119","0.255","0.076"
"120","0.105","0.119"
"121","4.298","4.419"
"122","0.419","0.254"
"123","0.283","0.329"
"124","4.420","4.495"
"125","0.149","0.030"
"126","0.149","0.375"
"127","4.359","4.147"
"128","0.089","0.210"
"129","0.254","0.134"
"130","0.060","0.104"
"131","4.675","4.796"
"132","0.330","0.179"
"133","4.895","5.090"
"134","0.225","0.091"
"135","0.028","0.134"
"136","0.136","0.329"
"137","0.089","4.887"
"138","4.961","0.180"
"139","0.389","0.464"
"140","0.269","0.418"
"141","0.240","4.163"
"142","4.447","0.254"
"143","0.330","0.331"
"144","0.210","4.254"
"145","4.300","0.165"
"146","0.240","0.120"
"147","0.105","0.105"
"148","0.120","0.313"
"149","0.254","4.762"
"150","4.776","0.150"
"151","0.194","0.194"
"152","0.089","4.853"
"153","4.824","0.103"
"154","0.269","0.136"
"155","0.076","0.088"
"156","0.104","4.569"
"157","4.508","0.118"
"158","0.209","4.960"
"159","4.959","0.299"
"160","0.269","0.060"
"161","0.105","0.119"
"162","0.074","4.808"
"163","4.628","0.134"
"164","0.358","0.194"
"165","0.060","0.149"
"166","0.254","4.079"
"167","3.987","0.360"
"168","0.360","4.235"
"169","4.176","0.165"
"170","0.285","0.090"
"171","0.134","4.492"
"172","4.463","0.120"
"173","0.120","0.179"
"174","0.179","5.092"
"175","4.641","0.240"
"176","0.600","0.223"
"177","0.254","4.062"
"178","4.016","0.105"
"179","0.240","0.149"
"180","0.105","0.105"
"181","0.104","4.822"
"182","4.883","0.240"
"183","0.178","4.584"
"184","4.495","0.224"
"185","0.285","0.105"
"186","0.180","4.632"
"187","4.632","0.480"
"188","0.449","0.463"
"189","0.358","5.305"
"190","5.456","0.120"
"191","0.060","0.120"
"192","0.164","4.538"
