"Row_Name","Nose_Poke #1: On","Tray #1: On","Nose_Poke #1: Off","Tray #1: Off"
"N","267","23","265","23"
"Mean","9.604","33.525","9.676","33.806"
"Median","0.735","16.228","0.691","15.807"
"Mode","0.510","All values","0.495","All values"
"SD","103.630","33.093","104.011","33.468"
"Min","0.074","1.528","0.074","1.905"
"Max","1,684.627","124.404","1,684.462","123.967"
"Blank",,,,
"1","10.633","10.992","10.813","8.204"
"2","0.539","8.084","0.210","7.603"
"3","7.320","7.800","7.393","8.400"
"4","0.254","10.080","0.405","8.910"
"5","0.420","16.905","0.194","19.738"
"6","0.149","10.137","0.210","2.011"
"7","6.676","3.856","6.793","3.899"
"8","0.359","7.720","0.210","15.807"
"9","0.210","73.723","0.120","76.571"
"10","0.120","71.408","0.074","60.536"
"11","0.074","74.549","0.300","74.369"
"12","0.375","16.228","0.298","16.872"
"13","7.244","1.528","7.305","10.230"
"14","0.361","50.550","0.299","53.068"
"15","0.269","72.798","0.195","66.332"
"16","0.164","6.809","0.405","1.905"
"17","1.095","11.054","1.201","13.350"
"18","0.570","60.658","0.299","69.957"
"19","0.239","16.739","0.210","4.799"
"20","0.165","68.531","0.193","69.041"
"21","13.379","124.404","13.621","123.967"
"22","0.584","5.476","0.810","5.508"
"23","0.885","41.041","0.390","56.457"
"24","0.165",,"0.103",
"25","0.118",,"0.195",
"26","0.225",,"0.209",
"27","0.178",,"0.090",
"28","0.121",,"0.299",
"29","0.465",,"0.405",
"30","0.314",,"0.299",
"31","0.375",,"0.495",
"32","11.158",,"11.024",
"33","0.271",,"0.299",
"34","0.314",,"0.388",
"35","0.390",,"0.300",
"36","0.450",,"0.599",
"37","1.214",,"1.006",
"38","1.275",,"1.799",
"39","1.394",,"1.304",
"40","0.750",,"0.689",
"41","1.093",,"1.108",
"42","1.153",,"0.795",
"43","0.374",,"0.405",
"44","0.330",,"0.899",
"45","1.305",,"0.704",
"46","0.209",,"0.299",
"47","14.235",,"14.325",
"48","0.329",,"0.510",
"49","0.704",,"0.403",
"50","0.316",,"0.495",
"51","0.539",,"0.406",
"52","0.735",,"0.599",
"53","0.120",,"0.405",
"54","0.629",,"0.599",
"55","2.790",,"2.595",
"56","0.239",,"0.300",
"57","0.299",,"0.405",
"58","0.450",,"0.299",
"59","0.329",,"0.388",
"60","0.600",,"1.006",
"61","49.315",,"49.227",
"62","0.930",,"0.495",
"63","0.360",,"0.405",
"64","0.314",,"0.298",
"65","0.449",,"0.466",
"66","140.694",,"141.352",
"67","1.050",,"2.100",
"68","2.130",,"0.600",
"69","1.139",,"1.095",
"70","0.943",,"0.810",
"71","1.156",,"1.439",
"72","0.735",,"1.153",
"73","1.213",,"0.614",
"74","0.465",,"0.510",
"75","0.569",,"0.721",
"76","0.644",,"0.298",
"77","0.254",,"0.300",
"78","0.345",,"0.599",
"79","2.399",,"2.609",
"80","0.899",,"0.495",
"81","0.525",,"0.899",
"82","0.870",,"0.614",
"83","1.020",,"0.991",
"84","0.329",,"0.599",
"85","0.704",,"0.194",
"86","0.345",,"0.405",
"87","0.479",,"0.495",
"88","1.439",,"1.409",
"89","0.435",,"0.495",
"90","2.969",,"3.028",
"91","19.844",,"19.980",
"92","0.764",,"0.689",
"93","0.569",,"0.510",
"94","0.421",,"0.299",
"95","0.478",,"0.389",
"96","9.135",,"9.855",
"97","0.825",,"0.299",
"98","0.478",,"0.390",
"99","1.110",,"1.304",
"100","0.553",,"0.706",
"101","0.600",,"0.298",
"102","0.240",,"0.300",
"103","1.528",,"1.394",
"104","0.285",,"0.494",
"105","0.331",,"0.211",
"106","0.419",,"0.704",
"107","0.749",,"0.598",
"108","1.785",,"1.890",
"109","0.509",,"0.600",
"110","0.823",,"0.600",
"111","0.631",,"0.508",
"112","0.433",,"0.600",
"113","0.720",,"0.704",
"114","1.350",,"1.199",
"115","1.664",,"1.710",
"116","0.526",,"0.600",
"117","0.538",,"0.404",
"118","0.495",,"0.689",
"119","1.816",,"1.710",
"120","0.479",,"0.599",
"121","0.450",,"0.300",
"122","66.676",,"66.812",
"123","0.420",,"0.300",
"124","0.315",,"0.300",
"125","0.584",,"0.509",
"126","0.360",,"0.600",
"127","0.961",,"0.794",
"128","1.620",,"1.500",
"129","15.074",,"15.269",
"130","1.259",,"1.501",
"131","0.584",,"0.193",
"132","0.344",,"0.495",
"133","0.509",,"0.705",
"134","0.569",,"0.404",
"135","0.360",,"0.824",
"136","4.903",,"4.814",
"137","35.370",,"34.949",
"138","1.482",,"1.333",
"139","1.274",,"1.289",
