"Row_Name","Nose_Poke #1: On","Nose_Poke #1: Off"
"N","293","292"
"Mean","11.919","11.957"
"Median","1.063","0.883"
"Mode","0.269, 0.704","0.165"
"SD","48.777","48.812"
"Min","0.059","0.044"
"Max","482.912","482.567"
"Blank",,
"1","1.109","0.554"
"2","3.985","4.419"
"3","24.377","24.362"
"4","0.959","0.509"
"5","0.507","0.464"
"6","0.495","0.343"
"7","2.484","3.098"
"8","71.216","70.527"
"9","0.224","1.347"
"10","2.094","1.843"
"11","1.064","0.284"
"12","0.734","0.734"
"13","2.172","3.956"
"14","2.113","0.164"
"15","0.359","0.403"
"16","1.585","1.540"
"17","0.149","0.134"
"18","0.493","0.538"
"19","0.223","0.510"
"20","0.525","0.748"
"21","0.631","0.209"
"22","0.253","0.240"
"23","0.539","0.433"
"24","0.657","0.823"
"25","0.373","0.209"
"26","0.314","1.016"
"27","13.115","12.413"
"28","0.554","1.616"
"29","0.896","0.164"
"30","0.286","0.598"
"31","0.344","12.004"
"32","12.303","0.343"
"33","0.165","0.270"
"34","0.283","0.179"
"35","0.269","0.283"
"36","0.180","0.375"
"37","0.538","0.330"
"38","0.164","0.268"
"39","0.269","0.658"
"40","0.704","5.137"
"41","5.181","0.164"
"42","0.209","0.687"
"43","0.599","0.344"
"44","0.238","6.061"
"45","5.627","0.314"
"46","0.778","15.244"
"47","14.377","0.599"
"48","1.480","0.253"
"49","0.300","0.104"
"50","0.223","0.434"
"51","0.134","0.867"
"52","0.643","0.751"
"53","0.704","3.100"
"54","3.253","0.373"
"55","0.583","0.673"
"56","0.793","0.360"
"57","0.270","0.884"
"58","0.599","0.389"
"59","0.704","0.883"
"60","0.793","2.922"
"61","2.231","1.241"
"62","1.289","1.213"
"63","1.301","0.433"
"64","1.243","6.229"
"65","5.810","16.292"
"66","15.241","0.808"
"67","1.679","0.283"
"68","0.808","0.164"
"69","0.194","1.167"
"70","0.912","6.353"
"71","2.965","0.405"
"72","3.882","1.180"
"73","1.271","0.135"
"74","0.239","3.098"
"75","2.903","0.614"
"76","0.420","0.883"
"77","0.584","0.344"
"78","0.882","0.298"
"79","0.495","1.483"
"80","0.927","1.556"
"81","1.212","2.213"
"82","1.271","3.129"
"83","4.909","0.509"
"84","0.194","1.992"
"85","1.528","0.478"
"86","1.032","0.613"
"87","0.629","10.860"
"88","11.144","0.614"
"89","0.149","43.144"
"90","43.548","0.538"
"91","0.345","0.628"
"92","0.538","21.125"
"93","20.646","0.478"
"94","0.882","6.738"
"95","6.588","0.434"
"96","0.718","0.163"
"97","0.329","0.285"
"98","0.239","12.123"
"99","12.183","2.245"
"100","0.899","27.429"
"101","25.391","1.050"
"102","3.819","8.389"
"103","7.894","0.493"
"104","1.408","0.435"
"105","0.675","48.547"
"106","47.077","0.718"
"107","1.709","0.464"
"108","0.584","3.523"
"109","3.028","30.734"
"110","31.528","3.177"
"111","2.069","0.375"
"112","1.319","0.810"
"113","0.464","3.340"
"114","3.956","2.156"
"115","0.913","0.927"
"116","1.347","0.434"
"117","1.018","0.284"
"118","0.478","1.319"
"119","0.240","0.269"
"120","1.273","0.285"
"121","0.194","24.241"
"122","23.716","0.928"
"123","0.960","0.405"
"124","0.987","1.211"
"125","0.330","0.838"
"126","1.706","0.435"
"127","0.298","0.269"
"128","0.480","1.034"
"129","0.673","0.403"
"130","0.600","28.729"
"131","28.818","0.524"
"132","0.300","5.019"
"133","2.381","1.033"
"134","3.086","1.779"
"135","0.990","2.453"
"136","2.153","2.831"
"137","3.982","4.584"
"138","4.148","0.583"
"139","1.452","0.869"
"140","0.525","1.092"
"141","1.826","0.704"
"142","0.253","51.707"
"143","52.068","2.816"
"144","2.966","0.299"
"145","0.284","0.120"
"146","0.090","100.755"
"147","100.709","1.226"
"148","0.180","1.393"
"149","1.286","0.403"
"150","1.632","0.583"
"151","0.088","0.569"
"152","1.062","6.039"
"153","3.759","1.183"
"154","2.370","0.195"
"155","1.289","3.715"
"156","0.104","0.987"
"157","3.774","7.594"
"158","6.907","2.218"
"159","1.661","1.796"
"160","2.173","326.227"
"161","327.632","26.864"
"162","27.150","2.561"
"163","0.942","0.044"
"164","1.677","1.002"
"165","0.059","0.298"
"166","1.002","0.944"
"167","0.615","1.650"
"168","1.364","30.650"
"169","31.327","0.613"
"170","0.269","4.479"
"171","2.827","1.423"
"172","2.354","0.209"
"173","1.421","85.386"
"174","85.223","0.450"
"175","0.283","6.004"
"176","3.788","0.599"
"177","2.651","0.763"
"178","0.749","40.698"
"179","41.163","2.336"
"180","1.390","0.612"
"181","1.109","1.257"
"182","0.643","0.792"
"183","1.211","0.299"
"184","0.852","0.403"
"185","0.403","0.688"
"186","0.239","1.107"
"187","0.839","5.388"
"188","5.626","0.734"
"189","0.778","0.134"
"190","0.644","1.153"
"191","0.509","0.465"
"192","1.153","0.657"
"193","0.344","0.269"
"194","0.552","360.339"
"195","360.326","0.344"
"196","0.299","3.984"
"197","0.359","1.122"
"198","3.803","0.165"
"199","1.137","0.163"
"200","0.240","0.868"
"201","0.104","4.520"
"202","5.000","0.299"
"203","0.584","2.756"
"204","2.651","1.002"
"205","0.223","1.214"
"206","1.259","0.837"
"207","1.212","0.509"
"208","0.584","0.209"
"209","0.598","1.543"
"210","0.330","16.500"
"211","17.444","37.367"
"212","35.567","0.643"
"213","2.383","1.110"
"214","0.509","0.778"
"215","1.289","1.795"
"216","2.138","118.293"
"217","118.383","2.144"
"218","1.498","1.557"
"219","0.810","0.510"
"220","1.453","14.345"
"221","12.476","0.643"
"222","2.513","95.384"
"223","92.239","109.254"
"224","111.366","21.402"
"225","21.820","5.822"
"226","3.188","1.004"
"227","4.027","1.347"
"228","1.063","1.166"
"229","1.153","0.389"
"230","1.137","0.807"
"231","0.329","8.819"
"232","5.882","5.137"
"233","4.360","1.034"
"234","4.793","6.768"
"235","4.895","0.764"
"236","2.950","343.338"
"237","343.279","0.404"
"238","0.629","0.285"
"239","0.255","0.494"
"240","0.614","0.522"
"241","0.463","2.052"
"242","1.556","5.376"
"243","4.824","0.612"
"244","1.766","1.048"
"245","0.254","0.120"
"246","0.944","0.882"
"247","0.238","0.853"
"248","0.929","123.922"
"249","124.309","0.059"
"250","0.256","2.458"
"251","2.261","0.224"
"252","0.316","3.402"
"253","2.397","0.555"
"254","1.320","0.554"
"255","0.554","0.329"
"256","0.614","0.960"
"257","0.585","7.083"
"258","7.503","72.862"
"259","72.878","0.494"
"260","0.148","0.659"
"261","0.599","482.567"
"262","482.912","3.089"
"263","2.323","228.248"
"264","228.985","0.539"
"265","0.538","3.906"
"266","1.197","0.135"
"267","2.889","1.199"
"268","0.150","17.837"
"269","18.182","0.090"
"270","0.869","1.212"
"271","0.179","0.836"
"272","1.422","0.704"
"273","0.793","30.970"
"274","31.298","1.454"
"275","1.228","2.380"
"276","0.360","0.329"
"277","2.396","0.762"
"278","0.403","1.151"
"279","0.927","1.737"
"280","1.930","3.485"
"281","3.980","1.709"
"282","0.195","1.813"
"283","1.813","0.253"
"284","1.782","1.679"
"285","0.180","0.300"
"286","1.693","0.178"
"287","0.254","0.583"
"288","0.194","3.958"
"289","2.591","1.021"
"290","1.980","5.082"
"291","5.862","0.104"
"292","0.195","0.119"
"293","0.134",
