"Row_Name","Nose_Poke #1: On","Tray #1: On","Nose_Poke #1: Off","Tray #1: Off"
"N","5","17","5","16"
"Mean","6.060","192.324","6.078","204.339"
"Median","0.674","24.023","0.298","26.009"
"Mode","All values","All values","All values","All values"
"SD","11.231","284.395","11.507","288.796"
"Min","0.134","0.150","0.105","0.194"
"Max","28.519","837.378","29.089","837.378"
"Blank",,,,
"1","0.134","0.210","0.704","0.299"
"2","0.674","0.164","0.105","0.210"
"3","0.270","0.179","0.298","1.198"
"4","28.519","0.150","29.089","406.652"
"5","0.704","407.221","0.194","746.013"
"6",,"746.553",,"341.086"
"7",,"341.101",,"24.188"
"8",,"24.023",,"4.908"
"9",,"4.818",,"4.014"
"10",,"3.894",,"27.830"
"11",,"28.131",,"5.615"
"12",,"5.660",,"102.919"
"13",,"102.977",,"663.618"
"14",,"663.589",,"837.378"
"15",,"837.378",,"103.300"
"16",,"103.256",,"0.194"
"17",,"0.208",,
