"Row_Name","Nose_Poke #1: On","Tray #1: On","Nose_Poke #1: Off","Tray #1: Off"
"N","506","118","514","120"
"Mean","6.706","28.750","6.602","28.245"
"Median","0.389","12.306","0.374","12.550"
"Mode","0.299, 0.375","All values","0.270","18.076"
"SD","30.995","61.123","30.777","60.830"
"Min","0.014","0.090","0.028","0.118"
"Max","365.130","365.610","365.146","369.456"
"Blank",,,,
"1","0.388","17.443","0.344","12.906"
"2","1.064","13.401","1.094","13.281"
"3","16.529","13.444","16.484","14.488"
"4","0.570","13.141","0.659","10.485"
"5","0.149","11.262","0.060","12.471"
"6","12.666","13.281","12.696","4.058"
"7","0.225","0.090","0.195","9.462"
"8","0.224","12.949","0.224","12.576"
"9","0.344","13.162","0.359","12.569"
"10","11.632","11.390","11.617","10.400"
"11","1.977","11.433","1.992","11.429"
"12","12.466","11.141","12.555","9.658"
"13","0.134","9.120","0.030","8.781"
"14","0.060","10.303","0.060","12.320"
"15","0.448","13.219","0.448","11.363"
"16","0.030","9.853","0.030","11.126"
"17","10.501","11.355","10.516","11.598"
"18","0.941","10.814","0.941","8.312"
"19","11.856","8.145","11.841","9.409"
"20","0.329","10.774","0.329","11.295"
"21","0.703","12.320","0.718","14.386"
"22","11.756","12.369","11.756","10.430"
"23","0.150","7.454","0.134","0.778"
"24","0.044","3.864","0.060","8.762"
"25","0.313","8.777","0.299","9.092"
"26","0.509","8.556","0.508","10.447"
"27","0.283","11.091","0.284","11.345"
"28","11.498","9.588","11.513","7.192"
"29","0.823","8.154","0.807","10.038"
"30","0.210","10.427","0.225","9.276"
"31","0.104","8.826","0.329","9.978"
"32","10.699","10.887","10.474","11.501"
"33","0.315","9.930","0.300","7.697"
"34","1.273","8.910","1.274","9.211"
"35","9.364","8.538","9.394","11.230"
"36","0.284","12.498","0.253","10.851"
"37","0.074","9.777","0.075","9.061"
"38","0.270","9.567","0.269","11.106"
"39","0.479","11.274","0.495","11.132"
"40","0.615","10.831","0.599","8.396"
"41","9.598","8.573","0.241","10.946"
"42","1.692","43.017","9.358","43.254"
"43","0.376","10.709","1.706","10.156"
"44","7.306","10.063","0.360","10.990"
"45","0.270","12.041","7.516","9.919"
"46","1.304","9.904","0.060","13.475"
"47","7.236","9.356","1.304","0.120"
"48","0.359","3.878","7.461","9.947"
"49","1.436","9.395","0.134","10.829"
"50","1.137","11.112","0.180","11.338"
"51","9.507","11.728","1.257","13.227"
"52","0.433","12.554","1.271","9.373"
"53","3.233","10.076","9.371","11.383"
"54","7.711","12.516","0.404","14.088"
"55","1.945","13.014","0.029","11.646"
"56","0.270","10.825","3.233","8.514"
"57","0.044","9.472","7.742","11.121"
"58","9.226","11.672","1.915","13.822"
"59","0.554","12.701","0.269","10.531"
"60","0.270","10.067","0.074","9.632"
"61","0.735","11.263","9.197","13.868"
"62","0.194","12.953","0.584","11.487"
"63","0.433","12.849","0.239","11.472"
"64","0.180","10.668","0.735","13.794"
"65","9.512","25.928","0.224","23.793"
"66","0.045","12.014","0.405","12.947"
"67","1.227","11.662","0.179","9.319"
"68","6.216","10.130","9.198","13.461"
"69","9.680","14.355","0.314","14.202"
"70","0.568","13.768","0.060","17.294"
"71","1.228","18.645","1.211","13.326"
"72","0.762","11.572","6.320","17.845"
"73","9.952","17.995","9.576","18.920"
"74","0.179","37.123","0.673","22.023"
"75","0.030","22.129","1.138","0.658"
"76","1.288","12.431","0.747","30.711"
"77","0.748","13.664","10.026","12.687"
"78","10.980","14.153","0.180","14.551"
"79","0.463","17.943","1.242","17.071"
"80","0.224","12.745","0.793","13.313"
"81","0.822","17.900","10.936","16.135"
"82","10.552","30.589","0.642","15.025"
"83","0.283","20.288","0.045","33.635"
"84","0.615","17.465","0.822","18.076"
"85","0.120","14.748","10.581","14.105"
"86","6.831","140.424","0.254","23.250"
"87","1.002","17.117","0.660","138.325"
"88","8.045","37.406","0.088","14.462"
"89","0.313","286.052","6.862","36.163"
"90","0.210","28.470","0.972","293.499"
"91","0.509","8.220","8.030","12.531"
"92","9.084","22.959","0.313","18.626"
"93","1.109","15.132","0.345","21.423"
"94","1.408","128.316","0.375","18.076"
"95","8.855","11.892","9.098","62.389"
"96","0.299","2.653","1.095","65.913"
"97","0.298","6.331","1.407","2.697"
"98","7.120","17.179","8.901","0.449"
"99","0.269","7.500","0.254","23.062"
"100","0.134","17.866","0.298","0.118"
"101","0.569","99.016","7.120","16.860"
"102","8.704","0.748","0.269","20.115"
"103","0.329","56.375","0.135","87.542"
"104","0.300","9.812","0.568","0.523"
"105","0.165","0.224","8.869","66.068"
"106","0.388","12.292","0.164","0.165"
"107","8.242","15.278","0.300","0.238"
"108","0.405","21.057","0.180","23.301"
"109","9.721","365.610","0.434","15.012"
"110","0.314","359.442","8.181","17.594"
"111","0.329","20.097","0.405","369.456"
"112","0.298","18.862","9.752","363.159"
"113","0.074","61.500","0.329","18.204"
"114","0.839","324.389","0.283","14.388"
"115","9.360","73.483","0.314","66.758"
"116","0.284","16.822","0.089","326.188"
"117","7.697","34.721","0.824","69.774"
"118","0.343","78.192","9.391","14.211"
"119","0.539",,"0.253","33.901"
"120","0.209",,"7.682","81.065"
"121","0.223",,"0.374",
"122","7.475",,"0.524",
"123","0.298",,"0.209",
"124","0.463",,"0.239",
"125","1.063",,"7.670",
"126","9.492",,"0.074",
"127","0.403",,"0.463",
"128","0.673",,"1.077",
"129","0.433",,"9.492",
"130","0.807",,"0.389",
"131","9.147",,"0.703",
"132","0.299",,"0.418",
"133","8.835",,"0.793",
"134","0.254",,"9.371",
"135","0.627",,"0.105",
"136","0.194",,"8.819",
"137","10.014",,"0.254",
"138","0.180",,"0.673",
"139","0.583",,"0.179",
"140","0.209",,"9.971",
"141","0.360",,"0.209",
"142","0.240",,"0.598",
"143","9.123",,"0.165",
"144","1.034",,"0.359",
"145","7.483",,"0.240",
"146","0.836",,"9.155",
"147","0.478",,"1.062",
"148","0.209",,"7.423",
"149","0.314",,"0.448",
"150","41.624",,"0.388",
"151","0.537",,"0.552",
"152","0.704",,"0.135",
"153","9.646",,"0.313",
"154","0.763",,"41.624",
"155","0.480",,"0.567",
"156","9.135",,"0.673",
"157","0.209",,"9.646",
"158","0.060",,"0.778",
"159","0.298",,"0.465",
"160","9.706",,"9.150",
"161","0.389",,"0.195",
"162","0.208",,"0.059",
"163","0.060",,"0.298",
"164","0.524",,"9.706",
"165","1.124",,"0.403",
"166","0.194",,"0.194",
"167","7.478",,"0.059",
"168","0.298",,"0.538",
"169","13.146",,"1.109",
"170","0.330",,"0.225",
"171","0.584",,"7.462",
"172","0.253",,"0.283",
"173","8.870",,"0.913",
"174","0.315",,"12.234",
"175","0.987",,"0.329",
"176","0.360",,"0.613",
"177","9.226",,"0.224",
"178","0.314",,"0.209",
"179","0.044",,"8.676",
"180","0.163",,"0.299",
"181","0.328",,"0.987",
"182","0.254",,"0.360",
"183","0.359",,"9.240",
"184","9.901",,"0.314",
"185","0.373",,"0.119",
"186","0.900",,"0.150",
"187","0.223",,"0.253",
"188","0.269",,"0.269",
"189","11.566",,"0.343",
"190","0.330",,"10.141",
"191","0.165",,"0.358",
"192","0.058",,"0.690",
"193","0.090",,"0.208",
"194","0.225",,"0.269",
"195","8.399",,"11.746",
"196","0.344",,"0.179",
"197","0.778",,"0.149",
"198","0.149",,"0.090",
"199","0.223",,"0.044",
"200","9.899",,"0.224",
"201","0.209",,"8.505",
"202","0.090",,"0.269",
"203","0.269",,"0.763",
"204","0.269",,"0.178",
"205","1.840",,"0.210",
"206","0.448",,"9.868",
"207","11.306",,"0.209",
"208","0.240",,"0.210",
"209","0.088",,"0.149",
"210","0.211",,"0.360",
"211","0.210",,"1.750",
"212","1.077",,"0.463",
"213","0.194",,"11.306",
"214","9.176",,"0.239",
"215","0.359",,"0.134",
"216","0.120",,"0.180",
"217","0.104",,"0.195",
"218","0.090",,"1.062",
"219","0.254",,"0.195",
"220","0.344",,"9.295",
"221","7.494",,"0.254",
"222","0.209",,"0.179",
"223","0.075",,"0.090",
"224","0.134",,"0.044",
"225","0.225",,"0.240",
"226","0.105",,"0.359",
"227","0.045",,"7.494",
"228","0.375",,"0.194",
"229","0.239",,"0.090",
"230","0.314",,"0.134",
"231","0.239",,"0.210",
"232","9.623",,"0.105",
"233","0.313",,"0.179",
"234","0.689",,"0.240",
"235","0.494",,"0.239",
"236","0.853",,"0.314",
"237","11.036",,"0.239",
"238","0.525",,"9.846",
"239","0.463",,"0.270",
"240","0.567",,"0.509",
"241","0.389",,"0.657",
"242","8.464",,"0.689",
"243","0.255",,"11.486",
"244","0.073",,"0.090",
"245","0.331",,"0.463",
"246","0.479",,"0.269",
"247","9.750",,"0.298",
"248","0.299",,"0.375",
"249","1.033",,"8.479",
"250","0.120",,"0.240",
"251","0.449",,"0.090",
"252","11.562",,"0.285",
"253","0.223",,"0.045",
"254","0.075",,"0.463",
"255","0.178",,"9.750",
"256","0.269",,"0.299",
"257","0.628",,"1.033",
"258","10.633",,"0.120",
"259","0.313",,"0.449",
"260","0.120",,"11.756",
"261","0.029",,"0.029",
"262","0.180",,"0.179",
"263","0.253",,"0.134",
"264","0.509",,"0.209",
"265","0.629",,"0.644",
"266","8.540",,"10.632",
"267","0.284",,"0.358",
"268","0.779",,"0.060",
"269","0.972",,"0.044",
"270","21.961",,"0.165",
"271","2.411",,"0.253",
"272","1.739",,"0.540",
"273","9.256",,"0.598",
"274","0.330",,"8.538",
"275","0.313",,"0.301",
"276","0.044",,"0.764",
"277","0.240",,"0.988",
"278","11.934",,"22.289",
"279","0.238",,"2.067",
"280","0.045",,"1.739",
"281","0.163",,"9.257",
"282","0.837",,"0.344",
"283","7.384",,"0.298",
"284","0.524",,"0.060",
"285","0.254",,"0.239",
"286","0.075",,"0.300",
"287","0.134",,"11.798",
"288","0.178",,"0.059",
"289","0.404",,"0.090",
"290","0.060",,"0.149",
"291","0.418",,"0.807",
"292","0.254",,"7.430",
"293","0.375",,"0.539",
"294","11.437",,"0.194",
"295","0.628",,"0.105",
"296","0.060",,"0.239",
"297","0.149",,"0.075",
"298","0.060",,"0.375",
"299","0.298",,"0.089",
"300","0.105",,"0.403",
"301","0.225",,"0.301",
"302","0.897",,"0.313",
"303","0.330",,"11.497",
"304","11.719",,"0.567",
"305","0.073",,"0.091",
"306","0.345",,"0.149",
"307","1.721",,"0.029",
"308","0.389",,"0.298",
"309","16.336",,"0.105",
"310","0.269",,"0.240",
"311","0.090",,"0.898",
"312","0.179",,"0.329",
"313","0.044",,"11.748",
"314","0.270",,"0.299",
"315","1.258",,"0.120",
"316","0.254",,"1.750",
"317","9.238",,"0.315",
"318","0.329",,"16.351",
"319","0.284",,"0.254",
"320","0.449",,"0.164",
"321","0.254",,"0.105",
"322","0.088",,"0.045",
"323","0.240",,"0.269",
"324","0.195",,"1.288",
"325","0.375",,"0.223",
"326","15.509",,"9.253",
"327","0.403",,"0.435",
"328","0.359",,"0.193",
"329","0.180",,"0.418",
"330","0.343",,"0.299",
"331","0.238",,"0.059",
"332","0.225",,"0.225",
"333","0.374",,"0.209",
"334","0.120",,"0.360",
"335","0.404",,"15.524",
"336","53.071",,"0.389",
"337","0.480",,"0.374",
"338","4.654",,"0.240",
"339","0.344",,"0.269",
"340","10.918",,"0.254",
"341","0.345",,"0.224",
"342","0.193",,"0.374",
"343","0.059",,"0.120",
"344","0.269",,"0.404",
"345","0.838",,"53.100",
"346","0.418",,"0.689",
"347","10.770",,"4.401",
"348","0.433",,"0.359",
"349","0.045",,"10.918",
"350","0.345",,"0.404",
"351","0.059",,"0.119",
"352","0.419",,"0.075",
"353","0.195",,"0.253",
"354","0.225",,"0.868",
"355","13.139",,"0.403",
"356","0.433",,"10.770",
"357","0.658",,"0.419",
"358","0.882",,"0.089",
"359","0.314",,"0.300",
"360","16.283",,"0.059",
"361","0.209",,"0.435",
"362","0.075",,"0.194",
"363","0.194",,"0.210",
"364","0.210",,"13.484",
