"Row_Name","Nose_Poke #1: On","Tray #1: On","Nose_Poke #1: Off","Tray #1: Off"
"N","266","145","251","144"
"Mean","10.944","20.261","11.599","20.427"
"Median","0.591","13.747","0.598","12.453"
"Mode","0.120","0.269, 0.239","0.404","0.404"
"SD","39.172","51.366","40.275","50.991"
"Min","0.028","0.074","0.058","0.089"
"Max","424.873","426.179","424.812","424.291"
"Blank",,,,
"1","0.044","0.345","0.298","0.509"
"2","0.434","0.269","0.195","0.089"
"3","0.060","0.853","0.208","1.302"
"4","23.584","1.047","24.048","0.598"
"5","0.777","0.404","0.509","18.731"
"6","7.444","21.488","7.458","3.117"
"7","0.644","0.075","0.345","0.210"
"8","0.179","0.944","0.509","4.808"
"9","11.414","7.265","12.716","3.295"
"10","3.356","0.074","2.500","0.810"
"11","0.897","0.914","0.405","0.299"
"12","43.358","0.807","43.403","1.002"
"13","0.134","13.855","0.193","16.027"
"14","0.434","2.606","17.956","36.763"
"15","17.447","41.140","4.118","4.525"
"16","4.147","0.432","24.126","0.403"
"17","0.134","0.255","0.703","14.451"
"18","24.440","21.235","0.404","7.113"
"19","0.120","0.314","17.347","21.176"
"20","0.687","24.993","0.390","4.163"
"21","17.601","0.286","0.209","12.837"
"22","0.150","17.961","0.404","5.302"
"23","0.510","0.253","17.825","14.037"
"24","0.164","18.427","0.239","4.704"
"25","17.915","0.299","0.165","14.640"
"26","0.433","17.771","0.405","16.240"
"27","0.059","15.939","17.336","3.115"
"28","0.150","0.298","0.300","13.016"
"29","17.577","16.823","16.343","4.133"
"30","0.180","0.299","16.343","11.420"
"31","0.074","15.765","0.703","16.449"
"32","16.060","15.926","14.745","14.530"
"33","0.090","14.423","0.599","3.909"
"34","16.193","0.209","0.705","10.247"
"35","0.719","17.526","13.737","21.557"
"36","14.294","20.668","0.793","19.848"
"37","1.048","13.427","0.795","0.375"
"38","0.705","5.093","0.404","19.459"
"39","14.171","17.992","13.643","3.505"
"40","0.120","0.269","1.110","10.966"
"41","1.484","14.863","12.447","4.197"
"42","0.180","0.254","1.108","12.979"
"43","13.179","17.369","3.894","4.614"
"44","1.273","0.284","17.452","9.438"
"45","12.942","17.019","1.766","8.418"
"46","0.120","0.687","1.242","17.471"
"47","4.405","34.490","17.635","17.735"
"48","17.377","0.718","0.509","10.939"
"49","1.615","30.404","0.089","29.274"
"50","1.586","13.568","0.510","4.014"
"51","17.590","0.239","17.527","9.014"
"52","0.598","12.669","0.194","13.435"
"53","0.449","19.199","0.405","10.437"
"54","0.120","1.155","14.175","0.406"
"55","17.378","0.374","0.058","0.492"
"56","0.719","4.612","0.240","4.418"
"57","0.120","0.360","0.194","0.495"
"58","14.295","0.389","0.493","0.405"
"59","0.269","2.576","17.085","2.410"
"60","0.104","0.209","0.209","0.703"
"61","0.269","2.456","0.493","2.412"
"62","0.240","3.730","16.345","3.206"
"63","16.634","0.450","0.105","21.052"
"64","0.899","21.216","0.495","0.702"
"65","0.134","5.301","34.518","14.889"
"66","16.569","15.641","0.209","18.473"
"67","0.284","16.387","0.599","3.906"
"68","0.104","0.269","29.996","9.930"
"69","34.640","14.857","0.495","19.454"
"70","0.343","17.057","0.509","2.800"
"71","0.329","0.269","12.611","10.519"
"72","30.055","14.653","0.403","13.230"
"73","0.569","15.775","0.597","16.880"
"74","0.480","14.454","11.638","16.375"
"75","12.252","16.485","0.389","13.735"
"76","0.882","13.747","0.120","4.614"
"77","0.492","0.225","0.194","10.242"
"78","11.877","13.692","0.553","13.613"
"79","0.269","13.245","19.005","12.730"
"80","0.314","14.379","4.913","12.431"
"81","0.120","13.286","4.104","26.458"
"82","0.404","24.706","0.705","15.023"
"83","19.049","19.196","5.618","19.504"
"84","4.494","11.542","0.507","1.244"
"85","4.509","7.684","0.495","16.819"
"86","0.329","14.965","26.279","16.346"
"87","5.094","17.644","0.195","14.637"
"88","1.153","14.533","0.403","6.096"
"89","0.523","0.299","13.586","10.726"
"90","26.205","16.925","1.306","6.513"
