"Row_Name","Nose_Poke #1: On","Nose_Poke #1: Off"
"N","238","238"
"Mean","11.957","11.958"
"Median","0.613","0.621"
"Mode","0.239, 0.494","0.149, 0.480, 0.060, 0.059, 0.090, 0.164"
"SD","35.717","35.686"
"Min","0.028","0.028"
"Max","267.785","267.502"
"Blank",,
"1","17.563","17.564"
"2","0.254","0.284"
"3","13.325","13.204"
"4","0.390","0.405"
"5","0.045","0.045"
"6","0.178","0.208"
"7","10.802","10.756"
"8","0.074","0.149"
"9","0.463","0.480"
"10","4.030","4.134"
"11","0.314","0.134"
"12","2.094","2.094"
"13","9.182","9.256"
"14","0.239","0.150"
"15","0.253","0.402"
"16","0.463","0.388"
"17","0.179","0.284"
"18","0.643","0.763"
"19","0.375","0.104"
"20","2.246","2.232"
"21","0.120","0.105"
"22","0.118","0.149"
"23","8.775","8.804"
"24","0.239","0.180"
"25","0.179","0.179"
"26","0.075","0.118"
"27","1.809","1.826"
"28","0.121","0.060"
"29","0.028","0.043"
"30","0.210","0.195"
"31","0.030","0.058"
"32","0.149","0.210"
"33","7.516","7.455"
"34","0.118","0.119"
"35","0.194","0.164"
"36","0.225","0.480"
"37","0.508","0.507"
"38","0.884","0.644"
"39","0.254","0.674"
"40","0.480","0.194"
"41","4.890","4.800"
"42","0.134","0.103"
"43","0.239","0.314"
"44","0.344","0.239"
"45","0.029","0.044"
"46","0.570","0.810"
"47","8.456","8.290"
"48","0.224","0.135"
"49","0.240","0.240"
"50","0.045","0.043"
"51","0.073","0.105"
"52","0.344","0.480"
"53","4.117","3.981"
"54","0.075","0.075"
"55","0.119","0.119"
"56","0.300","0.749"
"57","1.796","1.436"
"58","0.298","0.209"
"59","0.239","1.228"
"60","1.290","0.795"
"61","0.599","0.105"
"62","0.090","0.090"
"63","7.829","7.814"
"64","1.169","1.169"
"65","0.327","0.358"
"66","0.225","0.194"
"67","8.083","8.082"
"68","0.372","0.403"
"69","0.240","0.210"
"70","0.074","0.074"
"71","0.058","0.088"
"72","0.090","0.478"
"73","0.867","1.109"
"74","1.302","0.807"
"75","0.240","0.075"
"76","0.118","0.223"
"77","3.264","3.429"
"78","0.389","0.164"
"79","0.210","0.390"
"80","0.269","0.028"
"81","0.269","0.495"
"82","0.300","0.179"
"83","0.223","0.165"
"84","0.121","0.163"
"85","0.239","0.344"
"86","0.268","0.118"
"87","2.037","2.067"
"88","0.493","0.509"
"89","21.192","21.177"
"90","0.900","0.943"
"91","10.453","10.423"
"92","0.943","0.868"
"93","0.150","0.509"
"94","0.493","0.329"
"95","0.735","0.990"
"96","0.493","0.060"
"97","3.129","3.264"
"98","0.314","0.149"
"99","0.045","0.061"
"100","0.179","0.163"
"101","0.031","0.046"
"102","0.342","0.477"
"103","0.525","0.376"
"104","0.031","0.058"
"105","0.298","0.584"
"106","16.171","16.006"
"107","0.614","0.658"
"108","0.343","0.150"
"109","0.269","0.269"
"110","0.836","1.167"
"111","0.359","0.044"
"112","0.075","0.764"
"113","1.271","0.852"
"114","0.329","0.525"
"115","15.610","15.325"
"116","0.330","0.675"
"117","0.570","0.060"
"118","0.058","0.058"
"119","7.681","7.741"
"120","0.134","0.090"
"121","0.868","0.882"
"122","0.103","0.090"
"123","9.746","9.835"
"124","2.349","2.245"
"125","0.074","0.524"
"126","0.612","0.163"
"127","0.314","0.465"
"128","0.478","0.313"
"129","0.210","0.389"
"130","1.151","1.227"
"131","0.405","0.375"
"132","0.538","0.329"
"133","0.493","0.927"
"134","0.552","0.343"
"135","10.269","10.209"
"136","7.316","7.766"
"137","0.765","0.165"
"138","0.164","0.134"
"139","0.434","0.598"
"140","0.899","0.870"
"141","0.270","1.137"
"142","2.395","1.378"
"143","0.299","0.477"
"144","0.238","0.225"
"145","15.400","15.324"
"146","1.914","2.918"
"147","69.100","68.653"
"148","29.539","28.923"
"149","0.658","0.718"
"150","0.629","0.598"
"151","13.425","13.560"
"152","2.260","3.040"
"153","143.857","142.897"
"154","1.841","1.840"
"155","0.074","0.091"
"156","0.134","1.437"
"157","37.283","37.775"
"158","1.870","1.108"
"159","1.168","0.328"
"160","0.269","0.150"
"161","4.594","4.668"
"162","15.757","17.316"
"163","2.354","0.673"
"164","0.702","1.199"
"165","0.945","0.434"
"166","0.196","0.151"
"167","0.073","0.313"
"168","4.571","4.706"
"169","0.463","0.210"
"170","0.210","0.133"
"171","0.254","0.329"
"172","0.178","0.343"
"173","3.326","3.717"
"174","15.334","14.748"
"175","0.897","1.483"
"176","0.719","0.374"
"177","29.957","29.628"
"178","0.959","1.453"
"179","29.639","29.175"
"180","5.147","5.147"
"181","1.843","2.711"
"182","0.928","0.224"
"183","0.614","1.183"
"184","1.004","0.254"
"185","0.344","1.213"
"186","156.399","158.303"
"187","2.893","1.812"
"188","76.884","75.223"
"189","0.075","6.125"
"190","6.140","0.254"
"191","0.418","0.240"
"192","55.372","57.994"
"193","2.727","1.603"
"194","1.619","0.120"
"195","1.903","3.340"
"196","11.496","13.639"
"197","36.827","37.160"
"198","7.396","4.742"
"199","10.794","10.254"
"200","35.933","40.147"
"201","27.086","25.750"
"202","17.469","15.684"
"203","256.840","255.045"
"204","0.165","0.209"
"205","0.299","0.315"
"206","0.194","0.134"
"207","109.577","112.034"
"208","2.769","0.283"
"209","4.315","6.276"
"210","122.307","120.346"
"211","190.533","190.772"
"212","22.140","21.931"
"213","1.347","1.363"
"214","48.940","48.910"
"215","110.201","110.380"
"216","21.950","30.024"
"217","8.688","3.112"
"218","23.637","21.364"
"219","0.569","0.180"
"220","26.548","28.839"
"221","7.848","5.840"
"222","267.785","267.502"
"223","0.090","1.331"
"224","97.101","96.322"
"225","27.452","27.199"
"226","0.329","0.344"
"227","0.688","0.673"
"228","15.445","16.567"
"229","3.982","4.793"
"230","140.380","138.808"
"231","6.454","6.409"
"232","0.630","0.269"
"233","10.043","9.907"
"234","0.164","0.119"
"235","135.701","135.687"
"236","23.030","23.838"
"237","0.913","0.163"
"238","0.209","0.419"
