"Row_Name","Nose_Poke #1: On","Tray #1: On","Nose_Poke #1: Off","Tray #1: Off"
"N","337","102","332","101"
"Mean","7.222","33.683","7.334","34.070"
"Median","0.524","4.289","0.590","5.914"
"Mode","0.375","0.524","0.404","All values"
"SD","57.345","133.322","57.780","133.920"
"Min","0.044","0.045","0.088","0.090"
"Max","961.899","964.148","961.884","964.987"
"Blank",,,,
"1","0.404","3.293","0.493","1.795"
"2","0.449","0.913","0.193","2.832"
"3","18.864","2.054","18.863","0.600"
"4","0.388","4.072","0.404","19.551"
"5","0.568","20.138","0.599","4.314"
"6","0.464","0.585","0.510","12.433"
"7","19.802","21.284","19.637","9.524"
"8","0.195","0.403","0.403","11.619"
"9","0.374","16.324","0.298","5.018"
"10","0.359","0.507","0.300","10.519"
"11","0.344","13.921","0.403","3.896"
"12","0.463","1.451","0.405","2.215"
"13","14.330","4.507","14.331","3.699"
"14","0.284","0.433","0.493","10.719"
"15","0.464","14.851","0.298","4.715"
"16","0.313","8.655","0.300","8.609"
"17","0.239","0.477","0.298","11.637"
"18","0.360","19.550","0.510","9.125"
"19","0.435","19.322","0.405","18.348"
"20","0.614","0.328","0.493","0.492"
"21","12.811","0.987","13.022","1.706"
"22","0.510","12.101","0.299","11.519"
"23","0.388","1.811","0.597","1.512"
"24","0.254","20.846","0.405","21.055"
"25","0.464","0.449","4.222","12.933"
"26","3.878","26.092","0.299","15.956"
"27","0.554","32.574","0.299","30.676"
"28","0.344","0.719","0.599","0.090"
"29","0.284","0.284","0.298","0.299"
"30","0.567","1.137","0.299","1.076"
"31","0.239","0.045","16.722","0.135"
"32","16.977","9.493","0.298","10.018"
"33","0.179","1.348","0.404","0.897"
"34","0.254","0.103","0.509","0.314"
"35","0.478","0.105","1.692","6.499"
"36","1.843","6.678","0.405","0.793"
"37","0.239","0.793","0.299","0.404"
"38","0.464","0.509","0.612","0.509"
"39","0.419","0.134","0.298","0.194"
"40","0.448","0.509","0.299","4.016"
"41","0.253","4.016","0.299","2.607"
"42","0.314","0.870","0.299","5.914"
"43","0.390","7.680","1.003","15.730"
"44","1.108","2.216","0.195","2.111"
"45","0.179","15.252","0.703","77.274"
"46","0.433","74.637","16.132","33.552"
"47","16.386","35.110","0.703","3.413"
"48","0.493","4.656","0.509","19.202"
"49","0.539","0.643","0.704","17.978"
"50","0.283","36.418","0.673","10.401"
"51","1.347","10.489","0.631","5.762"
"52","0.271","5.194","0.494","2.605"
"53","0.629","1.901","4.909","48.605"
"54","4.911","49.833","0.510","17.046"
"55","0.358","0.389","0.495","24.744"
"56","0.450","40.831","0.899","27.561"
"57","0.554","27.486","0.405","15.860"
"58","0.990","13.493","0.299","50.336"
"59","0.359","49.109","0.299","12.317"
"60","0.343","16.841","0.793","21.643"
"61","0.299","1.465","0.599","21.161"
"62","0.840","40.890","0.913","90.377"
"63","0.657","89.868","45.109","18.437"
