"Row_Name","Nose_Poke #1: On","Nose_Poke #1: Off"
"N","686","687"
"Mean","4.590","4.583"
"Median","0.688","0.703"
"Mode","0.060","0.165"
"SD","7.652","7.685"
"Min","0.028","0.028"
"Max","81.393","81.632"
"Blank",,
"1","4.523","5.335"
"2","1.769","0.928"
"3","20.160","20.429"
"4","0.583","0.105"
"5","1.063","1.586"
"6","0.598","0.300"
"7","20.973","21.497"
"8","0.914","0.149"
"9","0.045","0.060"
"10","0.075","0.119"
"11","13.987","14.182"
"12","12.581","12.747"
"13","0.599","0.375"
"14","0.269","0.195"
"15","12.656","12.654"
"16","0.209","0.120"
"17","0.150","0.433"
"18","15.792","15.989"
"19","0.555","0.343"
"20","1.498","1.453"
"21","0.298","0.045"
"22","0.088","0.165"
"23","0.420","0.358"
"24","0.225","0.284"
"25","0.118","0.089"
"26","0.089","0.210"
"27","16.878","16.924"
"28","0.377","0.389"
"29","0.299","0.196"
"30","0.195","0.223"
"31","10.811","11.186"
"32","0.597","0.118"
"33","0.120","0.120"
"34","13.705","14.213"
"35","1.481","1.393"
"36","11.328","11.207"
"37","0.435","0.118"
"38","0.089","0.120"
"39","0.195","0.194"
"40","0.163","0.044"
"41","0.090","0.090"
"42","0.283","0.060"
"43","0.614","0.687"
"44","0.134","0.284"
"45","0.121","0.105"
"46","0.088","0.091"
"47","0.240","0.148"
"48","16.799","0.180"
"49","6.622","16.843"
"50","1.034","7.523"
"51","0.090","0.105"
"52","23.854","0.103"
"53","13.650","24.486"
"54","3.772","13.963"
"55","2.876","3.052"
"56","0.689","3.205"
"57","4.313","0.088"
"58","0.900","4.930"
"59","51.853","0.764"
"60","0.749","51.899"
"61","16.375","0.478"
"62","0.810","16.886"
"63","0.074","0.029"
"64","19.593","0.223"
"65","0.060","19.459"
"66","17.056","0.375"
"67","0.494","17.161"
"68","0.463","0.180"
"69","12.216","0.703"
"70","0.613","12.141"
"71","0.223","0.373"
"72","0.225","0.239"
"73","0.435","0.269"
"74","19.675","0.600"
"75","10.968","19.629"
"76","0.628","10.805"
"77","0.224","0.567"
"78","0.150","0.240"
"79","13.542","0.479"
"80","1.542","13.287"
"81","13.399","1.646"
"82","0.269","13.235"
"83","7.294","0.239"
"84","14.416","7.385"
"85","0.360","14.550"
"86","9.096","0.164"
"87","0.524","9.291"
"88","0.031","0.299"
"89","14.106","0.090"
"90","13.727","14.062"
"91","0.360","13.786"
"92","0.118","0.300"
"93","12.194","0.119"
"94","0.584","12.343"
"95","7.446","0.433"
"96","11.945","7.776"
"97","0.899","11.854"
"98","0.210","0.825"
"99","14.527","0.434"
"100","0.240","14.272"
"101","0.089","0.091"
"102","0.254","0.088"
"103","14.516","0.254"
