"Row_Name","Nose_Poke #1: On","Nose_Poke #1: Off"
"N","202","202"
"Mean","14.359","14.360"
"Median","0.861","0.757"
"Mode","0.374, 0.405","0.524, 0.360"
"SD","69.171","69.200"
"Min","0.119","0.060"
"Max","683.536","682.998"
"Blank",,
"1","12.343","12.597"
"2","0.673","0.300"
"3","0.269","0.268"
"4","0.210","0.271"
"5","14.888","14.781"
"6","0.344","0.480"
"7","0.418","0.374"
"8","14.997","15.341"
"9","0.628","0.164"
"10","0.585","0.765"
"11","0.374","0.493"
"12","0.466","0.555"
"13","13.161","13.612"
"14","1.049","0.269"
"15","0.301","0.525"
"16","0.509","0.539"
"17","0.584","0.613"
"18","0.839","1.140"
"19","0.853","0.435"
"20","2.714","2.698"
"21","21.762","22.001"
"22","0.689","0.914"
"23","0.853","0.269"
"24","0.373","0.314"
"25","0.852","1.721"
"26","1.064","0.524"
"27","2.081","1.960"
"28","0.418","1.317"
"29","1.378","0.299"
"30","0.284","0.298"
"31","0.373","0.509"
"32","13.560","14.040"
"33","0.899","0.852"
"34","0.793","0.524"
"35","1.810","1.406"
"36","0.537","1.932"
"37","1.602","1.182"
"38","1.408","0.540"
"39","0.239","0.599"
"40","0.584","1.077"
"41","1.138","0.555"
"42","0.599","0.298"
"43","2.007","2.353"
"44","0.569","1.063"
"45","21.427","22.206"
"46","2.037","0.552"
"47","16.747","16.673"
"48","0.343","1.709"
"49","1.635","0.360"
"50","0.419","0.554"
"51","2.111","1.739"
"52","18.513","19.050"
"53","0.644","0.344"
"54","0.373","0.522"
"55","72.812","75.753"
"56","4.545","1.769"
"57","0.674","0.240"
"58","0.270","0.480"
"59","0.464","0.479"
"60","0.540","0.390"
"61","0.870","0.914"
"62","0.389","0.960"
"63","0.944","0.269"
"64","34.737","35.906"
"65","1.468","0.180"
"66","0.524","0.914"
"67","0.600","0.240"
"68","18.774","18.879"
"69","2.545","5.002"
"70","2.696","0.060"
"71","0.180","1.226"
"72","5.480","5.244"
"73","1.050","0.493"
"74","0.733","0.599"
"75","33.896","36.476"
"76","2.818","2.577"
"77","2.639","0.435"
"78","0.418","0.449"
"79","0.555","0.390"
"80","0.194","0.179"
"81","101.234","101.414"
"82","0.493","0.209"
"83","1.739","2.070"
"84","1.185","1.049"
"85","0.285","0.629"
"86","0.734","0.569"
"87","0.435","1.391"
"88","1.647","0.360"
"89","1.724","1.814"
"90","0.420","0.449"
"91","24.268","24.583"
"92","0.780","0.658"
"93","0.554","1.080"
"94","1.168","0.539"
"95","3.432","3.299"
"96","0.300","0.524"
"97","0.478","0.283"
"98","0.240","0.329"
"99","0.404","0.465"
"100","1.633","1.889"
"101","1.500","1.153"
"102","0.315","0.345"
"103","0.480","0.404"
"104","1.842","1.722"
"105","0.210","0.555"
"106","0.718","0.433"
"107","280.792","280.777"
"108","0.374","0.658"
"109","2.307","2.127"
"110","0.254","3.329"
"111","3.583","0.615"
"112","0.404","0.179"
"113","0.299","0.704"
"114","0.644","0.344"
"115","0.284","0.360"
"116","0.404","0.254"
"117","362.556","363.485"
"118","1.078","0.180"
"119","0.210","2.515"
"120","2.561","0.794"
"121","2.095","1.721"
"122","54.767","57.266"
"123","3.565","1.142"
"124","0.434","1.199"
"125","1.424","0.433"
"126","1.527","1.467"
"127","0.134","0.269"
"128","1.795","1.780"
"129","2.664","2.545"
"130","0.388","1.287"
"131","186.531","187.398"
"132","2.275","0.689"
"133","0.403","0.778"
"134","0.807","0.614"
"135","0.690","0.375"
"136","0.375","0.555"
"137","0.628","0.373"
"138","0.509","1.094"
"139","507.101","506.487"
"140","7.235","8.164"
"141","1.452","0.597"
"142","9.300","10.619"
"143","1.557","1.168"
"144","1.272","1.513"
"145","1.557","0.613"
"146","1.649","1.948"
"147","0.913","0.569"
"148","3.248","4.519"
"149","1.811","0.570"
"150","0.465","1.016"
"151","1.195","0.614"
"152","1.047","1.287"
"153","1.706","1.960"
"154","683.536","682.998"
"155","0.795","0.869"
"156","0.373","0.345"
"157","0.331","0.148"
"158","7.545","8.625"
"159","1.572","1.918"
"160","1.648","0.358"
"161","0.613","0.418"
"162","22.304","22.844"
"163","0.644","0.599"
"164","0.824","0.658"
"165","0.523","0.329"
"166","0.373","0.494"
"167","0.659","0.389"
"168","1.048","1.543"
"169","0.778","0.358"
"170","0.523","0.492"
"171","0.703","0.958"
"172","3.009","2.903"
"173","0.360","0.525"
"174","0.539","1.409"
"175","1.602","0.777"
"176","7.751","10.148"
"177","2.905","0.943"
"178","4.163","4.536"
"179","1.721","1.420"
"180","5.617","4.899"
"181","0.283","0.119"
"182","0.510","0.674"
"183","0.375","0.673"
"184","0.643","0.495"
"185","9.996","9.621"
"186","112.706","112.735"
"187","0.119","2.906"
"188","3.072","5.260"
"189","5.199","0.405"
"190","0.403","1.646"
"191","1.678","0.418"
"192","2.438","2.259"
"193","0.478","1.123"
"194","0.749","0.524"
"195","19.107","18.688"
"196","0.121","1.891"
"197","2.219","1.259"
"198","1.003","0.509"
"199","0.405","0.749"
"200","1.079","1.617"
"201","1.527","0.449"
"202","0.329","0.644"
