"Row_Name","Nose_Poke #1: On","Nose_Poke #1: Off"
"N","342","342"
"Mean","9.778","9.778"
"Median","0.816","0.733"
"Mode","0.105, 0.165, 0.120","0.120"
"SD","30.337","30.252"
"Min","0.029","0.014"
"Max","320.605","317.353"
"Blank",,
"1","4.271","4.346"
"2","0.751","0.811"
"3","3.431","3.432"
"4","0.240","0.375"
"5","0.314","0.090"
"6","0.135","0.149"
"7","2.574","2.740"
"8","0.300","0.148"
"9","0.149","0.269"
"10","0.269","0.224"
"11","0.283","0.179"
"12","0.135","0.240"
"13","2.772","2.816"
"14","0.239","0.120"
"15","0.179","0.283"
"16","0.224","0.045"
"17","0.059","0.375"
"18","0.600","1.753"
"19","24.188","22.824"
"20","0.284","0.300"
"21","9.703","9.716"
"22","0.987","0.929"
"23","0.135","0.119"
"24","0.104","0.389"
"25","0.809","0.494"
"26","0.104","0.120"
"27","0.180","0.972"
"28","1.197","0.644"
"29","0.598","0.477"
"30","0.419","0.255"
"31","0.029","0.058"
"32","7.997","8.117"
"33","0.614","0.539"
"34","2.620","2.679"
"35","0.224","0.090"
"36","0.045","0.240"
"37","0.299","0.179"
"38","0.165","0.195"
"39","0.224","0.194"
"40","0.165","0.090"
"41","0.045","0.075"
"42","0.119","0.208"
"43","0.597","0.584"
"44","0.165","0.209"
"45","6.274","6.484"
"46","0.435","0.090"
"47","6.664","6.664"
"48","0.689","0.704"
"49","0.164","0.164"
"50","0.074","0.045"
"51","0.029","0.044"
"52","0.075","0.299"
"53","1.977","1.977"
"54","0.405","0.210"
"55","2.459","2.713"
"56","0.358","0.118"
"57","0.165","0.135"
"58","0.149","0.208"
"59","0.239","0.225"
"60","1.887","1.932"
"61","0.254","0.149"
"62","0.194","0.179"
"63","0.030","0.165"
"64","0.480","0.419"
"65","0.344","0.330"
"66","0.134","0.373"
"67","9.005","8.900"
"68","2.905","2.756"
"69","0.314","0.269"
"70","0.075","0.090"
"71","0.104","0.118"
"72","0.118","0.209"
"73","0.465","0.719"
"74","0.480","0.284"
"75","0.284","0.180"
"76","0.254","0.254"
"77","0.180","0.388"
"78","0.582","0.329"
"79","1.885","1.990"
"80","0.463","0.343"
"81","0.195","0.285"
"82","0.150","0.074"
"83","0.193","0.164"
"84","0.105","0.210"
"85","0.150","0.134"
"86","0.164","0.105"
"87","0.179","0.239"
"88","0.298","0.359"
"89","0.224","0.179"
"90","0.959","1.019"
"91","0.210","0.075"
"92","8.542","8.616"
"93","2.199","2.109"
"94","0.180","0.225"
"95","0.150","0.089"
"96","0.223","0.808"
"97","0.674","0.389"
"98","2.379","2.379"
"99","0.405","0.195"
"100","1.948","4.194"
"101","2.366","0.090"
"102","0.330","0.389"
"103","0.329","0.945"
"104","2.277","1.962"
"105","0.344","0.163"
"106","0.164","0.897"
"107","0.165","2.816"
"108","3.473","3.223"
"109","2.097","0.239"
"110","1.305","0.150"
"111","0.284","1.212"
"112","0.224","52.647"
"113","53.621","1.288"
"114","0.658","0.194"
"115","0.883","0.164"
"116","0.104","0.314"
"117","0.120","12.482"
"118","12.407","0.764"
"119","0.658","52.242"
"120","50.549","0.449"
"121","2.412","13.713"
"122","13.684","0.120"
"123","0.329","0.358"
"124","0.120","0.165"
"125","0.403","1.195"
"126","0.942","23.756"
"127","21.538","0.509"
"128","2.531","1.603"
"129","1.663","0.074"
"130","0.435","1.064"
"131","0.404","0.254"
"132","0.885","0.930"
"133","0.419","57.889"
"134","56.559","0.104"
"135","1.974","14.491"
"136","11.570","0.194"
"137","3.130","0.120"
"138","0.120","0.495"
"139","0.134","25.150"
"140","25.316","5.213"
"141","5.153","3.897"
"142","3.102","5.673"
"143","5.179","89.586"
"144","91.129","2.610"
"145","1.485","0.764"
"146","1.200","0.299"
"147","0.809","73.110"
"148","71.958","1.770"
"149","2.202","17.654"
"150","17.176","1.363"
"151","1.513","0.150"
"152","1.319","0.704"
"153","0.240","0.254"
"154","0.764","1.426"
"155","0.571","3.659"
"156","4.094","0.300"
"157","0.525","0.089"
"158","0.314","0.584"
"159","0.120","15.134"
"160","15.597","0.539"
"161","0.495","9.802"
"162","8.977","0.120"
"163","0.914","0.105"
"164","0.134","0.644"
"165","0.375","0.179"
"166","0.375","0.661"
"167","0.240","3.218"
"168","3.715","0.930"
"169","0.149","0.314"
"170","0.975","0.090"
"171","0.254","0.389"
"172","0.360","0.044"
"173","0.074","0.510"
"174","0.045","0.448"
"175","0.539","1.138"
"176","0.793","3.895"
"177","2.860","0.029"
"178","1.798","13.466"
"179","11.519","3.175"
"180","4.104","26.543"
"181","27.188","0.419"
"182","0.583","6.785"
"183","5.735","0.149"
"184","1.394","11.399"
"185","9.647","32.516"
"186","30.731","0.330"
"187","3.778","0.120"
"188","0.210","17.254"
"189","15.246","6.192"
"190","7.301","29.991"
"191","30.860","2.231"
"192","2.126","0.254"
"193","0.225","1.455"
"194","0.269","112.503"
"195","113.658","0.118"
"196","0.269","4.644"
"197","2.995","0.209"
"198","1.767","0.644"
"199","0.240","170.761"
"200","168.947","110.351"
"201","111.445","82.734"
"202","83.994","2.576"
"203","0.089","7.218"
"204","7.847","5.409"
"205","4.796","1.361"
"206","2.693","17.828"
"207","18.829","0.628"
"208","0.316","0.420"
"209","0.538","0.388"
"210","0.509","0.285"
"211","0.284","10.519"
"212","10.474","0.405"
"213","0.600","5.141"
"214","3.644","1.587"
"215","1.751","8.297"
"216","8.687","4.255"
"217","4.046","16.433"
"218","17.390","0.763"
"219","0.314","0.284"
"220","0.764","0.719"
"221","0.824","0.555"
"222","0.480","0.809"
"223","0.299","0.074"
"224","0.764","2.488"
"225","0.688","0.105"
"226","1.918","0.822"
"227","0.838","0.240"
"228","0.209","0.164"
"229","0.165","0.674"
"230","0.434","1.439"
"231","0.779","4.461"
"232","4.403","9.490"
"233","10.087","2.295"
"234","2.296","2.366"
"235","2.185","18.329"
"236","17.566","157.141"
"237","158.355","0.089"
"238","0.150","1.634"
"239","1.560","0.150"
"240","0.223","0.180"
"241","0.090","3.432"
"242","1.706","3.491"
"243","4.422","0.193"
"244","1.095","7.842"
"245","7.870","0.734"
"246","0.720","0.345"
"247","0.269","8.721"
"248","8.138","2.052"
"249","1.798","0.225"
"250","1.077","53.868"
"251","50.931","0.718"
"252","3.102","39.762"
"253","37.306","32.024"
"254","34.869","0.388"
"255","0.314","136.279"
"256","136.444","5.111"
"257","2.562","16.005"
"258","16.021","240.222"
"259","242.724","45.480"
"260","43.128","3.553"
"261","6.041","0.300"
"262","0.315","1.739"
"263","1.663","0.119"
"264","0.179","4.467"
"265","3.031","18.830"
"266","19.696","4.374"
"267","4.778","1.933"
"268","0.286","119.832"
"269","117.598","5.859"
"270","9.907","0.298"
"271","0.358","0.601"
"272","0.075","13.356"
"273","13.731","9.815"
"274","9.650","0.253"
"275","0.420","0.300"
"276","0.193","0.463"
"277","0.509","0.376"
"278","0.540","1.393"
"279","1.409","1.588"
"280","1.617","15.797"
"281","11.749","7.780"
"282","10.929","57.556"
"283","58.320","22.963"
"284","21.106","0.330"
"285","2.036","0.479"
"286","0.376","2.052"
"287","0.465","0.989"
"288","2.185","0.405"
"289","1.125","0.134"
"290","0.119","0.389"
"291","0.389","2.605"
"292","2.320","0.059"
"293","0.404","0.239"
"294","0.060","0.600"
"295","0.494","3.864"
"296","2.846","17.474"
"297","16.769","15.344"
"298","16.931","2.022"
