"Row_Name","Nose_Poke #1: On","Nose_Poke #1: Off"
"96","74.897","75.631"
"97","1.633","1.590"
"98","1.514","0.762"
"99","0.749","0.225"
"100","1.303","1.995"
"101","12.002","11.266"
"102","1.605","2.833"
"103","1.348","0.135"
"104","0.060","1.243"
"105","1.362","0.314"
"106","0.194","0.223"
"107","0.254","0.283"
"108","0.358","0.583"
"109","0.583","0.240"
"110","0.927","2.396"
"111","1.618","0.165"
"112","0.315","0.284"
"113","3.086","3.418"
"114","11.259","13.353"
"115","2.543","0.060"
"116","0.165","0.644"
"117","1.391","1.692"
"118","44.185","46.942"
"119","3.805","1.497"
"120","2.021","1.497"
"121","0.810","0.298"
"122","43.187","44.403"
"123","57.664","57.918"
"124","2.023","0.658"
"125","0.599","1.485"
"126","1.380","0.419"
"127","0.524","0.539"
"128","0.375","1.125"
"129","127.996","129.375"
"130","3.176","1.095"
"131","1.422","2.410"
"132","2.863","2.923"
"133","1.575","1.455"
"134","7.192","7.189"
"135","1.391","0.598"
"136","0.927","0.764"
"137","0.526","1.020"
"138","0.868","0.163"
"139","0.508","0.927"
"140","2.844","2.529"
"141","2.397","2.324"
"142","0.556","0.748"
"143","0.629","0.465"
"144","0.225","0.163"
"145","1.137","1.365"
"146","0.391","2.158"
"147","3.447","2.397"
"148","1.783","1.961"
"149","1.348","0.299"
"150","0.283","0.225"
"151","42.989","42.942"
"152","0.105","0.074"
"153","0.194","4.646"
"154","4.496","0.165"
"155","0.254","0.733"
"156","1.198","0.884"
"157","1.138","1.423"
"158","1.302","1.123"
"159","567.854","571.798"
"160","4.856","1.709"
"161","1.513","0.523"
"162","32.897","33.093"
"163","0.554","0.585"
"164","0.645","0.359"
"165","0.419","0.357"
"166","0.701","1.827"
"167","1.468","0.449"
"168","0.315","0.225"
"169","0.509","0.495"
"170","0.210","0.269"
"171","63.592","63.981"
"172","0.674","3.057"
"173","3.206","2.442"
"174","2.188","0.193"
"175","0.432","0.704"
"176","0.524","0.269"
"177","1.317","1.346"
"178","0.285","0.418"
"179","0.673","0.494"
"180","1.137","1.376"
"181","0.839","0.913"
"182","1.899","2.215"
"183","1.169","1.573"
"184","1.334","0.567"
"185","0.583","1.290"
"186","42.190","41.050"
"187","0.224","0.284"
"188","1.065","3.568"
"189","2.699","0.689"
"190","1.019","0.808"
"191","0.478","1.349"
"192","6.635","6.917"
"193","5.001","6.935"
"194","4.088","3.009"
"195","4.269","2.398"
"196","4.560","4.304"
"197","0.584","0.795"
"198","22.473","25.345"
"199","3.351","0.075"
"200","0.105","0.883"
"201","2.757","2.098"
"202","0.315","0.433"
"203","0.733","0.704"
"204","0.463","0.854"
"205","2.920","2.410"
"206","0.990","1.033"
"207","0.867","1.168"
"208","1.124","0.855"
"209","359.450","359.359"
"210","4.164","4.255"
"211","0.270","0.269"
"212","24.712","24.668"
"213","0.884","2.802"
"214","2.201","0.253"
"215","2.037","4.193"
"216","2.426","0.390"
"217","4.901","7.555"
"218","3.403","0.509"
"219","0.193","0.345"
"220","11.811","14.730"
"221","3.265","5.218"
"222","5.190","0.300"
"223","0.254","0.808"
"224","0.808","0.419"
"225","240.555","240.481"
"226","0.269","5.887"
"227","6.203","3.233"
"228","2.949","0.346"
"229","0.315","0.298"
"230","0.405","0.912"
"231","1.015","0.509"
"232","0.479","0.777"
"233","0.643","0.943"
"234","10.233","9.888"
"235","1.063","0.869"
"236","0.358","0.958"
"237","2.384","2.128"
"238","0.703","0.239"
"239","0.254","0.240"
"240","0.345","0.195"
"241","0.103","0.284"
"242","0.360","0.554"
"243","0.597","2.545"
"244","578.273","575.949"
"245","0.389","5.663"
"246","5.797","1.934"
"247","1.843","0.911"
"248","0.702","0.403"
"249","0.420","0.511"
"250","5.346","5.451"
"251","0.494","1.213"
"252","1.528","1.528"
"253","24.811","27.269"
"254","3.655","0.628"
"255","721.648","723.324"
"256","2.398","0.555"
"257","1.214","1.618"
"258","0.853","0.614"
"259","0.673","0.285"
"260","0.809","1.212"
"261","0.688","0.523"
"262","2.713","3.208"
"263","1.048","1.003"
"264","1.168","0.420"
"265","7.059","7.628"
"266","0.988","1.018"
"267","0.778","0.180"
