"Row_Name","Nose_Poke #1: On","Nose_Poke #1: Off"
"N","267","267"
"Mean","13.258","13.258"
"Median","0.885","0.750"
"Mode","0.375, 0.315","0.315, 0.270"
"SD","71.407","71.551"
"Min","0.044","0.044"
"Max","721.648","723.324"
"Blank",,
"1","0.583","0.643"
"2","1.692","2.367"
"3","0.884","0.224"
"4","0.254","0.239"
"5","0.525","0.734"
"6","0.373","0.225"
"7","0.285","0.434"
"8","0.358","0.209"
"9","2.907","3.612"
"10","1.021","0.239"
"11","0.629","0.855"
"12","0.390","0.314"
"13","0.417","0.254"
"14","0.119","0.419"
"15","0.405","0.135"
"16","2.350","3.324"
"17","1.154","0.240"
"18","0.270","0.253"
"19","0.314","0.285"
"20","0.269","0.360"
"21","0.390","0.689"
"22","23.260","23.006"
"23","0.539","0.329"
"24","0.405","0.659"
"25","0.329","0.044"
"26","0.044","0.269"
"27","0.418","0.599"
"28","1.079","1.408"
"29","0.838","0.195"
"30","0.224","0.178"
"31","0.193","0.164"
"32","22.574","22.695"
"33","0.375","0.314"
"34","0.345","0.284"
"35","0.193","0.344"
"36","0.375","0.314"
"37","0.270","0.194"
"38","0.208","0.509"
"39","0.629","0.629"
"40","0.480","0.673"
"41","0.628","0.179"
"42","0.329","0.329"
"43","0.254","0.524"
"44","1.241","0.986"
"45","0.254","0.898"
"46","3.566","2.937"
"47","0.164","0.105"
"48","0.165","0.689"
"49","22.203","23.461"
"50","2.411","1.109"
"51","2.158","2.563"
"52","1.123","0.448"
"53","0.885","0.704"
"54","0.210","0.134"
"55","0.344","0.840"
"56","0.539","0.150"
"57","1.406","1.676"
"58","0.449","0.135"
"59","0.194","0.463"
"60","0.420","0.165"
"61","3.402","4.826"
"62","1.544","0.299"
"63","0.645","0.615"
"64","0.449","0.253"
"65","1.196","1.182"
"66","19.780","21.835"
"67","2.130","0.060"
"68","0.119","0.209"
"69","0.180","0.344"
"70","1.272","1.618"
"71","0.721","0.240"
"72","0.450","0.389"
"73","0.208","0.329"
"74","0.375","0.194"
"75","0.240","0.269"
"76","1.137","1.557"
"77","0.658","0.299"
"78","0.285","0.645"
"79","1.107","0.717"
"80","1.033","1.033"
"81","0.584","0.718"
"82","0.254","0.090"
"83","0.120","0.750"
"84","0.794","0.763"
"85","1.106","0.493"
"86","0.165","0.149"
"87","2.545","3.416"
"88","1.468","1.138"
"89","2.144","2.623"
"90","2.126","1.421"
"91","27.111","28.580"
"92","1.903","0.271"
"93","1.795","1.869"
"94","0.765","0.600"
"95","0.629","1.198"
