"Row_Name","Nose_Poke #1: On","Tray #1: On","Nose_Poke #1: Off","Tray #1: Off"
"N","558","184","554","184"
"Mean","6.154","18.661","6.198","18.680"
"Median","0.434","6.914","0.396","6.774"
"Mode","0.270","5.325, 4.815","0.300","4.905, 7.365, 5.250, 5.730"
"SD","33.751","56.982","33.890","57.452"
"Min","0.029","0.360","0.089","1.199"
"Max","492.001","493.936","492.031","499.417"
"Blank",,,,
"1","0.419","0.403","0.193","1.199"
"2","2.220","1.860","2.400","4.305"
"3","4.304","5.070","4.411","5.234"
"4","0.390","4.994","0.195","4.785"
"5","0.224","4.934","0.209","5.295"
"6","0.179","5.866","0.089","5.713"
"7","4.440","5.114","4.605","5.401"
"8","0.359","5.235","0.300","4.994"
"9","0.285","5.055","0.149","5.309"
"10","4.168","5.325","4.454","4.905"
"11","0.390","5.895","0.405","7.408"
"12","0.359","8.083","0.105","7.109"
"13","4.531","5.549","4.695","4.905"
"14","0.628","5.219","0.510","5.399"
"15","0.301","4.859","0.390","4.801"
"16","0.329","5.625","0.209","5.804"
"17","4.499","5.249","4.604","5.204"
"18","0.240","5.519","0.194","7.588"
"19","0.238","7.649","0.300","6.134"
"20","4.830","6.778","4.904","6.284"
"21","0.299","5.341","0.196","5.325"
"22","0.256","5.293","0.210","5.009"
"23","4.470","5.325","4.695","5.400"
"24","0.389","5.279","0.104","5.205"
"25","0.150","5.310","0.298","6.000"
"26","4.753","5.819","4.799","5.203"
"27","0.329","5.039","0.195","5.009"
"28","0.270","5.144","0.300","4.799"
"29","4.244","4.739","4.409","5.325"
"30","0.359","5.175","0.105","4.319"
"31","0.225","4.455","0.301","4.664"
"32","0.871","4.619","1.093","4.755"
"33","7.528","5.625","7.410","2.625"
"34","0.270","2.325","0.195","5.714"
"35","0.284","5.264","0.210","5.115"
"36","5.041","4.814","5.204","4.814"
"37","0.358","4.814","0.196","4.605"
"38","0.269","4.725","0.405","4.709"
"39","4.244","5.324","4.197","7.365"
"40","0.255","7.544","0.301","5.895"
"41","0.360","5.205","0.405","5.250"
"42","0.373","8.520","0.299","8.204"
"43","4.364","4.979","4.394","5.069"
"44","0.329","4.844","0.299","4.425"
"45","4.621","4.530","4.605","4.905"
"46","0.583","4.935","0.509","4.979"
"47","0.210","5.085","0.195","5.340"
"48","0.329","5.294","0.299","5.415"
"49","0.105","5.760","0.195","5.879"
"50","4.500","6.044","4.603","5.925"
"51","0.329","5.505","0.195","5.189"
"52","0.269","5.159","0.299","5.234"
"53","4.545","8.699","4.604","8.415"
"54","0.299","5.115","0.195","5.564"
"55","0.256","325.587","0.209","327.768"
"56","0.584","8.090","0.600","8.539"
"57","6.614","8.567","6.988","7.428"
"58","0.539","9.557","0.210","15.319"
"59","0.165","11.171","0.135","1.605"
"60","0.284","6.374","0.269","10.800"
"61","6.013","8.220","6.418","7.319"
"62","0.555","6.929","0.194","6.821"
"63","4.859","6.698","5.010","6.409"
"64","0.435","9.828","0.299","9.843"
"65","0.239","8.822","0.300","10.237"
"66","4.545","6.355","4.514","1.302"
"67","0.254","4.923","0.300","8.428"
"68","0.405","6.156","0.299","5.739"
"69","4.469","5.826","4.605","5.524"
"70","0.390","493.936","0.299","499.417"
"71","0.316","15.509","0.405","12.615"
"72","0.329","8.745","0.194","7.200"
"73","4.334","7.920","4.380","8.235"
"74","0.269","464.588","0.314","466.927"
"75","0.344","12.434","0.299","11.400"
"76","0.210","8.669","0.106","7.500"
"77","4.305","7.529","4.498","6.809"
"78","0.299","11.805","0.104","11.805"
"79","0.210","6.719","0.300","6.299"
"80","0.284","9.301","0.389","9.809"
"81","5.341","6.598","5.205","5.595"
"82","0.269","76.259","0.299","77.745"
"83","0.254","7.140","0.300","5.984"
"84","4.619","7.125","4.709","7.109"
"85","0.344","11.817","0.194","8.264"
"86","0.254","42.821","0.300","46.827"
"87","4.438","8.670","4.603","8.444"
"88","0.254","6.615","0.270","6.524"
"89","0.225","5.788","0.240","5.579"
"90","0.284","6.390","4.199","6.404"
"91","4.064","5.804","0.300","5.730"
"92","0.389","7.500","0.299","7.365"
"93","0.270","9.599","4.515","10.288"
"94","4.544","30.854","0.299","30.914"
"95","0.255","6.585","0.314","5.985"
"96","0.269","5.730","3.900","6.119"
"97","3.870","6.765","0.405","6.495"
"98","0.375","9.075","4.200","8.534"
"99","4.259","40.589","0.299","42.540"
"100","0.360","9.075","0.300","7.514"
"101","0.269","5.594","6.959","2.010"
"102","6.975","1.394","0.180","5.219"
"103","0.239","5.910","0.314","5.250"
"104","0.240","7.815","0.495","7.994"
"105","0.405","17.849","4.515","17.684"
"106","4.544","7.710","0.194","7.590"
"107","0.286","5.174","0.195","4.934"
"108","0.209","8.954","0.299","9.014"
"109","0.330","6.166","4.334","6.601"
"110","4.229","7.184","0.314","7.108"
"111","0.330","5.444","0.195","5.400"
"112","0.269","5.309","4.394","5.204"
"113","4.260","4.844","0.195","5.400"
"114","0.329","5.490","0.209","5.010"
"115","0.254","5.325","4.290","5.294"
"116","4.155","55.844","0.134","57.943"
"117","0.270","9.313","0.270","7.905"
"118","0.270","9.690","4.214","9.315"
"119","3.989","5.909","0.210","2.295"
"120","0.405","0.360","0.194","4.617"
"121","0.225","7.346","0.825","6.807"
"122","0.794","6.795","6.329","7.021"
"123","6.256","9.585","0.705","9.375"
"124","0.283","6.766","0.495","7.302"
"125","0.810","6.253","4.439","7.304"
