"Row_Name","Nose_Poke #1: On","Nose_Poke #1: Off"
"N","676","675"
"Mean","5.264","5.272"
"Median","0.480","0.389"
"Mode","0.105","0.375"
"SD","29.465","29.541"
"Min","0.028","0.029"
"Max","582.650","582.980"
"Blank",,
"1","5.927","6.555"
"2","0.897","0.419"
"3","10.366","10.786"
"4","0.779","0.299"
"5","0.254","0.164"
"6","0.195","0.195"
"7","12.035","12.363"
"8","0.493","0.118"
"9","0.059","0.135"
"10","8.910","9.074"
"11","0.405","0.255"
"12","0.239","0.119"
"13","7.159","7.458"
"14","0.433","0.149"
"15","7.250","7.623"
"16","0.478","0.120"
"17","0.450","0.509"
"18","0.119","0.104"
"19","6.226","6.525"
"20","0.493","0.150"
"21","0.030","0.224"
"22","0.060","6.153"
"23","6.227","7.923"
"24","7.981","0.103"
"25","0.106","0.299"
"26","0.238","5.966"
"27","5.831","0.344"
"28","0.481","0.254"
"29","0.313","6.248"
"30","6.113","0.194"
"31","0.255","0.150"
"32","0.164","0.179"
"33","0.150","7.296"
"34","7.100","0.120"
"35","0.435","0.104"
"36","0.089","6.018"
"37","5.957","0.284"
"38","0.314","0.164"
"39","0.090","12.341"
"40","12.042","0.179"
"41","0.568","0.149"
"42","0.075","6.832"
"43","6.741","0.210"
"44","0.270","6.175"
"45","6.281","0.225"
"46","0.180","0.329"
"47","0.120","8.014"
"48","8.238","0.150"
"49","0.180","0.194"
"50","0.164","6.519"
"51","6.521","0.360"
"52","0.104","0.195"
"53","0.359","5.604"
"54","5.605","0.299"
"55","0.420","0.539"
"56","0.507","0.074"
"57","0.121","0.270"
"58","0.104","6.127"
"59","6.277","0.118"
"60","0.118","0.224"
"61","0.150","5.036"
"62","5.140","7.415"
"63","7.278","0.209"
"64","0.225","0.375"
"65","0.223","7.873"
"66","7.935","0.179"
"67","0.313","0.316"
"68","0.346","0.254"
"69","0.120","6.848"
"70","6.953","0.433"
"71","0.405","6.272"
"72","6.197","0.224"
"73","0.389","0.254"
"74","0.239","6.314"
"75","6.210","0.373"
"76","0.284","0.718"
"77","0.673","13.163"
"78","12.938","0.074"
"79","0.600","0.495"
"80","0.568","0.389"
"81","10.455","10.292"
"82","0.329","0.329"
"83","0.256","0.150"
"84","7.867","7.853"
"85","0.045","0.075"
"86","0.284","0.405"
"87","0.224","0.133"
"88","8.313","8.330"
"89","0.555","0.478"
"90","12.022","12.051"
"91","0.178","0.675"
"92","0.555","0.329"
"93","8.981","8.771"
"94","0.509","0.449"
"95","0.403","0.749"
"96","10.971","10.655"
"97","0.134","0.210"
"98","0.210","0.420"
"99","13.041","13.025"
"100","0.449","0.134"
"101","0.074","0.329"
"102","11.423","11.378"
"103","0.524","0.344"
"104","0.420","0.375"
"105","0.060","0.090"
"106","8.875","9.040"
"107","0.285","0.134"
"108","0.120","0.149"
"109","7.238","7.192"
"110","0.240","0.225"
"111","0.044","0.060"
"112","0.090","0.089"
"113","6.283","6.269"
"114","0.209","0.254"
"115","5.891","5.877"
"116","0.300","0.194"
"117","6.086","0.088"
"118","0.180","6.087"
"119","0.134","0.224"
"120","6.414","0.449"
"121","0.179","6.084"
"122","0.299","0.134"
"123","0.104","0.343"
"124","9.930","0.329"
"125","0.194","9.750"
"126","6.918","0.120"
"127","0.194","6.903"
"128","0.360","0.375"
"129","0.120","0.240"
"130","6.896","0.509"
"131","0.435","6.552"
"132","6.214","0.345"
