"Row_Name","Nose_Poke #1: On","Nose_Poke #1: Off"
"N","717","715"
"Mean","3.280","3.290"
"Median","0.539","0.373"
"Mode","0.135","0.120, 0.135, 0.240"
"SD","11.769","11.803"
"Min","0.014","0.029"
"Max","266.721","264.835"
"Blank",,
"1","1.721","1.797"
"2","0.135","0.299"
"3","13.611","13.762"
"4","0.450","0.105"
"5","0.464","0.689"
"6","10.587","11.127"
"7","0.868","0.313"
"8","0.313","0.269"
"9","9.844","10.100"
"10","0.539","0.073"
"11","0.329","0.329"
"12","0.045","0.045"
"13","0.120","0.164"
"14","8.604","8.903"
"15","16.409","16.215"
"16","0.284","0.120"
"17","0.180","0.480"
"18","7.978","7.694"
"19","0.388","0.328"
"20","0.150","0.075"
"21","0.149","0.179"
"22","0.045","0.105"
"23","7.652","0.105"
"24","6.515","8.085"
"25","0.253","6.081"
"26","0.075","0.194"
"27","0.210","0.074"
"28","5.846","0.359"
"29","0.359","5.967"
"30","0.150","0.073"
"31","7.628","0.165"
"32","0.299","7.792"
"33","0.090","0.150"
"34","0.134","0.075"
"35","5.652","0.134"
"36","0.855","5.758"
"37","0.209","0.839"
"38","0.225","0.285"
"39","0.510","0.465"
"40","12.437","0.120"
"41","0.433","12.438"
"42","0.313","0.613"
"43","0.120","0.118"
"44","7.866","0.165"
"45","0.388","7.911"
"46","0.344","0.584"
"47","0.030","0.044"
"48","8.903","0.074"
"49","0.239","9.022"
"50","0.195","0.090"
"51","0.134","0.240"
"52","0.180","0.074"
"53","0.224","0.180"
"54","7.131","0.330"
"55","0.344","7.251"
"56","0.134","0.119"
"57","6.438","0.165"
"58","0.420","6.679"
"59","0.090","0.149"
"60","0.193","0.104"
"61","0.239","0.330"
"62","4.925","0.149"
"63","0.358","5.133"
"64","0.210","0.164"
"65","0.134","0.150"
"66","0.224","0.149"
"67","5.871","0.300"
"68","0.405","6.050"
"69","0.179","0.150"
"70","4.881","0.194"
"71","0.448","5.150"
"72","0.210","0.163"
"73","7.158","0.255"
"74","0.164","7.188"
"75","0.180","0.134"
"76","0.209","0.253"
"77","0.750","0.406"
"78","0.120","0.449"
"79","0.133","0.074"
"80","0.180","0.164"
"81","0.193","0.239"
"82","0.359","0.373"
"83","9.899","0.104"
"84","0.209","10.003"
"85","6.407","0.104"
"86","0.374","6.617"
"87","0.239","0.179"
"88","6.336","0.240"
"89","0.388","6.514"
"90","0.358","0.283"
"91","6.036","0.434"
"92","0.120","5.915"
"93","0.149","0.120"
"94","0.658","0.104"
"95","1.091","0.703"
"96","0.194","1.046"
"97","6.245","0.300"
"98","0.358","6.394"
"99","0.210","0.120"
"100","9.416","0.298"
"101","0.269","9.358"
"102","0.119","0.254"
"103","5.301","0.119"
"104","0.283","5.420"
"105","0.060","0.149"
"106","0.074","0.045"
"107","5.135","0.134"
"108","0.329","5.269"
"109","0.747","0.180"
"110","0.134","0.717"
"111","0.254","0.225"
"112","0.149","0.149"
"113","8.221","0.254"
"114","5.372","8.266"
"115","2.213","5.297"
"116","0.164","2.139"
"117","5.075","0.238"
"118","0.180","5.136"
"119","0.134","0.074"
"120","0.165","0.120"
"121","7.634","0.343"
"122","0.314","7.680"
"123","0.254","0.239"
"124","4.490","0.105"
"125","0.329","4.714"
"126","0.209","0.120"
"127","4.954","0.298"
"128","0.193","4.968"
"129","0.719","0.689"
"130","0.269","0.134"
"131","0.165","0.329"
"132","4.942","0.089"
"133","0.570","5.304"
"134","0.194","0.209"
"135","0.074","0.150"
"136","7.502","0.163"
"137","0.329","7.637"
"138","0.525","0.240"
"139","0.180","0.509"
"140","0.074","0.060"
"141","0.074","0.120"
"142","7.125","0.314"
"143","0.495","7.036"
"144","0.120","0.343"
"145","0.180","0.120"
"146","5.543","0.178"
"147","0.329","5.725"
"148","0.045","0.105"
"149","0.045","0.060"
"150","0.134","0.060"
"151","5.274","0.134"
"152","0.285","5.424"
"153","0.269","0.150"
"154","0.687","0.223"
"155","0.120","0.733"
"156","6.365","0.103"
"157","0.478","6.350"
"158","0.405","0.794"
"159","5.269","0.104"
"160","0.420","5.465"
"161","0.164","0.224"
"162","0.150","0.225"
"163","5.077","0.195"
"164","0.345","5.122"
"165","0.239","0.225"
"166","4.750","0.254"
"167","0.359","4.719"
"168","0.120","0.329"
"169","0.209","0.120"
"170","31.591","0.269"
"171","0.045","31.577"
"172","7.850","8.284"
"173","0.509","0.120"
"174","0.238","0.283"
"175","9.899","10.033"
"176","0.285","0.045"
"177","5.776","0.538"
"178","0.507","5.417"
"179","0.209","0.358"
"180","5.299","0.389"
"181","0.298","5.358"
"182","0.194","0.060"
"183","0.209","0.193"
"184","4.852","0.284"
"185","0.343","4.807"
"186","0.164","0.298"
"187","5.107","0.343"
"188","0.418","5.242"
"189","0.194","0.134"
"190","5.093","0.240"
"191","0.298","5.122"
"192","6.379","2.920"
"193","0.254","3.668"
"194","0.269","0.300"
"195","5.015","0.658"
"196","0.507","4.759"
"197","0.225","0.329"
"198","5.268","0.299"
"199","0.285","5.164"
"200","0.434","0.329"
"201","0.104","0.418"
"202","4.805","0.105"
"203","0.419","5.134"
"204","0.163","0.105"
"205","5.028","0.238"
"206","0.300","5.119"
"207","0.254","0.164"
"208","4.881","0.194"
"209","0.510","5.016"
"210","0.163","0.389"
"211","5.860","0.194"
"212","0.373","6.098"
"213","5.258","0.194"
"214","0.314","5.318"
"215","0.195","0.195"
"216","6.081","0.149"
"217","0.328","6.335"
"218","0.436","0.329"
"219","0.149","0.105"
"220","5.476","0.089"
"221","0.299","0.149"
"222","0.300","5.701"
"223","0.059","0.134"
"224","6.528","0.210"
"225","5.527","0.554"
"226","0.538","6.273"
"227","0.449","5.436"
"228","0.209","0.718"
"229","5.572","0.180"
"230","0.493","0.149"
"231","0.270","5.946"
"232","5.714","0.164"
"233","0.299","0.359"
"234","0.179","5.820"
"235","6.604","0.104"
"236","0.733","0.179"
"237","0.225","7.084"
"238","5.601","0.403"
"239","0.822","0.075"
"240","0.659","6.094"
"241","0.149","0.420"
"242","5.558","0.583"
"243","0.390","0.254"
"244","6.345","5.710"
"245","0.538","0.179"
"246","0.105","6.673"
"247","5.658","0.150"
"248","0.568","0.179"
"249","0.255","5.957"
"250","0.104","0.150"
"251","4.969","0.314"
"252","0.539","0.060"
"253","0.029","5.253"
"254","0.120","0.240"
"255","5.911","0.060"
"256","0.314","0.120"
"257","0.239","6.047"
"258","0.060","0.178"
"259","8.772","0.238"
"260","1.319","0.225"
"261","0.329","9.447"
"262","5.840","0.584"
"263","0.421","0.210"
"264","0.118","6.050"
"265","5.810","0.210"
"266","0.479","0.149"
"267","0.059","6.093"
"268","5.407","0.150"
"269","0.433","0.074"
"270","0.075","5.497"
"271","0.224","0.343"
"272","5.751","0.120"
"273","0.163","0.315"
"274","5.361","5.674"
"275","0.283","0.120"
"276","5.695","5.495"
"277","0.328","0.720"
"278","0.014","5.110"
"279","6.081","0.418"
"280","2.725","6.035"
"281","0.480","3.070"
"282","0.283","0.134"
"283","5.887","0.494"
"284","0.524","5.947"
"285","5.979","0.360"
"286","0.645","6.355"
"287","0.315","0.149"
"288","7.187","0.329"
"289","0.600","7.518"
"290","2.245","0.254"
"291","0.105","2.276"
"292","0.345","0.059"
"293","6.695","0.360"
"294","11.036","7.085"
"295","0.404","10.947"
"296","0.568","0.598"
"297","9.435","0.149"
"298","0.568","9.778"
"299","0.285","0.150"
"300","0.253","0.373"
"301","6.741","0.150"
"302","0.449","7.056"
"303","0.480","0.149"
"304","0.195","0.600"
"305","5.166","0.090"
"306","6.785","5.376"
"307","0.434","6.725"
"308","0.254","0.240"
"309","0.029","0.254"
"310","0.105","0.090"
"311","6.271","0.105"
"312","5.510","6.480"
"313","1.423","5.586"
"314","0.312","1.092"
"315","5.394","0.298"
"316","0.313","5.528"
"317","0.164","0.194"
"318","0.225","0.180"
"319","5.510","0.240"
"320","2.275","5.659"
"321","0.359","2.157"
"322","0.299","0.313"
"323","0.254","0.344"
"324","5.734","0.209"
"325","0.463","6.004"
"326","0.374","0.209"
"327","6.409","0.375"
"328","0.553","6.663"
"329","0.254","0.283"
"330","0.045","0.223"
"331","0.044","0.045"
"332","5.288","0.044"
"333","0.584","5.528"
"334","5.350","0.389"
"335","0.389","5.500"
"336","5.421","0.239"
"337","0.629","5.601"
"338","0.044","0.403"
"339","0.031","0.301"
"340","5.620","5.903"
"341","0.568","0.090"
"342","0.194","0.224"
"343","5.739","6.233"
"344","0.779","0.435"
"345","0.254","0.060"
"346","5.576","5.964"
"347","0.509","0.180"
"348","0.029","6.547"
"349","5.858","0.240"
"350","0.928","9.194"
"351","8.129","0.269"
"352","1.320","0.210"
"353","0.269","0.224"
"354","0.029","6.004"
"355","5.794","0.404"
"356","0.794","6.149"
"357","5.834","0.210"
"358","0.495","0.254"
"359","0.298","0.224"
"360","0.060","6.076"
"361","5.880","0.194"
"362","0.509","5.962"
"363","5.706","0.240"
"364","0.406","1.677"
"365","1.737","0.419"
"366","0.480","0.359"
"367","0.298","0.480"
"368","0.285","8.504"
"369","8.267","0.180"
"370","0.629","0.089"
"371","0.104","0.314"
"372","0.313","6.319"
"373","6.110","0.389"
"374","0.643","6.456"
"375","5.991","0.194"
"376","0.598","0.329"
"377","0.299","6.125"
"378","5.751","0.104"
"379","0.538","0.615"
"380","0.134","5.628"
"381","5.855","0.090"
"382","0.329","0.163"
"383","0.120","6.839"
"384","6.897","0.687"
"385","0.629","0.448"
"386","0.329","6.264"
"387","6.202","0.314"
"388","0.585","3.938"
"389","3.040","0.134"
"390","1.033","7.835"
"391","6.950","0.209"
"392","1.065","0.075"
"393","0.074","6.667"
"394","6.111","0.163"
"395","0.705","7.846"
"396","6.019","0.091"
"397","1.915","0.312"
"398","0.134","5.384"
"399","5.503","0.254"
"400","0.180","0.418"
"401","0.553","12.235"
"402","11.423","0.343"
"403","1.168","0.555"
"404","0.331","7.798"
"405","6.225","0.134"
"406","1.947","0.269"
"407","0.269","7.797"
"408","7.721","0.105"
"409","0.178","1.482"
"410","0.136","0.075"
"411","1.392","0.240"
"412","0.134","0.089"
"413","0.195","0.480"
"414","0.134","10.254"
"415","10.179","0.195"
"416","0.630","6.749"
"417","6.613","0.149"
"418","0.284","0.419"
"419","0.164","7.994"
"420","7.829","0.119"
"421","0.480","0.492"
"422","0.193","6.184"
"423","6.391","0.268"
"424","0.434","0.315"
"425","0.330","0.061"
"426","0.029","0.209"
"427","0.225","5.749"
"428","5.569","0.433"
"429","0.614","6.051"
"430","5.767","0.224"
"431","0.478","6.349"
"432","5.945","0.283"
"433","0.283","6.115"
"434","0.210","0.150"
"435","5.963","2.590"
"436","0.495","0.195"
"437","2.381","0.673"
"438","0.419","5.151"
"439","0.357","0.374"
"440","5.240","6.082"
"441","0.630","0.884"
"442","5.497","6.197"
"443","1.349","0.150"
"444","5.899","0.344"
"445","0.493","6.334"
"446","0.164","0.538"
"447","5.959","2.142"
"448","0.990","0.583"
"449","2.079","0.120"
"450","0.463","0.254"
"451","0.463","9.602"
"452","0.105","0.329"
"453","9.481","0.493"
"454","0.600","10.500"
"455","0.403","1.948"
"456","9.527","0.121"
"457","2.592","6.109"
"458","0.495","0.150"
"459","5.750","0.523"
"460","0.553","5.899"
"461","0.285","0.195"
"462","5.721","0.449"
"463","0.597","6.109"
"464","0.269","0.254"
"465","5.854","0.298"
"466","0.690","0.029"
"467","0.314","6.403"
"468","0.044","0.644"
"469","5.879","10.692"
"470","0.673","6.428"
"471","9.898","0.465"
"472","5.169","6.346"
"473","2.698","0.134"
"474","6.362","0.254"
"475","0.404","7.653"
"476","0.240","3.341"
"477","6.364","0.134"
"478","4.030","6.173"
"479","0.748","0.433"
"480","5.903","0.463"
"481","0.718","47.701"
"482","0.328","0.074"
"483","46.816","0.508"
"484","1.065","7.802"
"485","0.507","1.827"
"486","7.173","0.239"
"487","2.322","6.756"
"488","0.388","0.449"
"489","6.696","0.314"
"490","0.524","7.054"
"491","0.134","0.194"
"492","6.859","0.480"
"493","0.569","0.134"
"494","0.224","6.471"
"495","0.404","0.134"
"496","5.783","0.119"
"497","0.732","8.490"
"498","0.193","0.120"
"499","7.352","9.596"
"500","1.228","0.180"
"501","8.098","4.989"
"502","1.705","0.120"
"503","3.760","0.358"
"504","1.305","27.643"
"505","0.284","6.799"
"506","26.759","0.240"
"507","7.428","0.315"
"508","0.615","6.386"
"509","0.090","0.254"
"510","6.477","0.210"
"511","0.239","6.406"
"512","0.298","0.121"
"513","6.063","0.433"
"514","0.539","7.086"
"515","0.253","0.194"
"516","6.923","0.464"
"517","0.524","0.075"
"518","0.450","6.760"
"519","0.105","0.089"
"520","6.340","0.179"
"521","0.464","6.818"
"522","0.119","0.120"
"523","6.413","0.045"
"524","0.585","6.974"
"525","0.074","0.164"
"526","6.376","17.123"
