"Row_Name","Nose_Poke #1: On","Nose_Poke #1: Off"
"527","0.733","0.105"
"528","16.328","3.476"
"529","0.929","7.504"
"530","3.475","0.494"
"531","6.980","2.486"
"532","0.870","0.493"
"533","2.410","0.240"
"534","0.450","6.604"
"535","0.494","0.269"
"536","6.109","8.491"
"537","0.778","3.086"
"538","7.907","1.256"
"539","3.641","6.069"
"540","0.942","0.298"
"541","6.294","0.195"
"542","0.403","6.799"
"543","0.149","0.194"
"544","6.485","6.933"
"545","0.509","0.299"
"546","7.009","0.569"
"547","0.164","9.541"
"548","0.418","0.181"
"549","8.313","0.734"
"550","1.664","0.045"
"551","0.075","5.645"
"552","0.720","0.284"
"553","5.435","6.808"
"554","0.479","0.343"
"555","6.719","0.120"
"556","0.388","0.194"
"557","0.150","0.479"
"558","0.240","7.442"
"559","0.388","0.194"
"560","7.007","0.120"
"561","0.690","0.254"
"562","0.149","7.960"
"563","0.075","0.315"
"564","7.914","2.722"
"565","0.525","0.328"
"566","2.528","0.180"
"567","0.448","0.585"
"568","0.255","7.395"
"569","0.134","0.134"
"570","7.022","0.059"
"571","0.973","6.778"
"572","0.029","0.165"
"573","6.192","0.522"
"574","0.750","6.423"
"575","0.358","0.239"
"576","6.317","0.164"
"577","0.449","0.403"
"578","0.240","0.538"
"579","0.239","0.105"
"580","0.673","7.545"
"581","0.119","0.209"
"582","7.066","2.579"
"583","0.690","0.688"
"584","2.577","7.902"
"585","0.538","1.229"
"586","7.768","7.418"
"587","1.064","0.974"
"588","7.882","9.961"
"589","0.134","10.567"
"590","10.351","0.119"
"591","10.521","0.164"
"592","0.614","0.180"
"593","0.118","6.659"
"594","0.091","0.223"
"595","6.359","6.722"
"596","0.644","0.135"
"597","6.257","0.330"
"598","0.569","6.548"
"599","0.151","0.238"
"600","6.294","1.407"
"601","0.688","115.844"
"602","1.272","3.952"
"603","115.243","0.104"
"604","4.432","0.149"
"605","0.375","7.709"
"606","0.118","0.240"
"607","7.289","0.045"
"608","0.719","0.851"
"609","0.029","16.856"
"610","0.867","1.019"
"611","16.512","8.038"
"612","1.259","0.180"
"613","7.693","9.812"
"614","0.599","0.104"
"615","9.348","0.705"
"616","0.598","10.807"
"617","0.299","0.329"
"618","10.732","0.180"
"619","0.764","10.274"
"620","0.194","0.179"
"621","9.826","0.538"
"622","0.657","7.229"
"623","0.344","0.134"
"624","7.034","0.554"
"625","0.523","0.360"
"626","0.120","6.483"
"627","0.509","0.239"
"628","6.454","9.269"
"629","0.522","0.330"
"630","8.910","1.062"
"631","0.690","7.269"
"632","0.897","0.209"
"633","6.984","0.089"
"634","0.688","9.645"
"635","0.029","0.195"
"636","9.196","0.105"
"637","0.704","7.489"
"638","0.045","0.315"
"639","6.919","0.480"
"640","0.915","0.180"
"641","0.164","7.342"
"642","0.465","0.404"
"643","7.402","7.725"
"644","0.164","0.255"
"645","7.382","0.388"
"646","0.793","7.672"
"647","0.419","0.105"
"648","6.653","0.075"
"649","1.138","7.157"
"650","0.030","0.419"
"651","6.692","0.433"
"652","0.868","6.993"
"653","0.255","0.164"
"654","6.857","0.674"
"655","0.524","14.602"
"656","0.120","0.164"
"657","14.271","0.554"
"658","1.035","0.224"
"659","0.509","7.591"
"660","0.134","4.790"
"661","7.740","7.679"
"662","4.520","0.404"
"663","7.409","0.525"
"664","0.929","7.561"
"665","0.330","0.119"
"666","7.216","0.451"
"667","0.615","7.547"
"668","0.181","1.005"
"669","7.292","0.059"
"670","1.590","16.360"
"671","0.059","0.134"
"672","15.971","1.108"
"673","0.509","14.000"
"674","1.124","0.568"
"675","13.984","0.179"
"676","0.374","0.194"
"677","0.374","7.320"
"678","0.134","0.210"
"679","6.945","0.823"
"680","0.630","8.971"
"681","0.762","0.164"
"682","7.997","0.120"
"683","1.125","7.651"
"684","0.224","0.105"
"685","7.172","0.509"
"686","0.600","7.815"
"687","0.329","3.594"
"688","7.036","0.179"
"689","4.386","1.048"
"690","0.329","0.495"
"691","0.150","10.805"
"692","1.407","0.448"
"693","10.086","0.464"
"694","1.123","0.238"
"695","0.403","7.340"
"696","0.240","0.193"
"697","6.828","30.277"
"698","0.778","0.209"
"699","29.378","0.359"
"700","1.122","9.401"
"701","0.195","0.223"
"702","9.131","0.539"
"703","0.628","7.376"
"704","0.419","0.239"
"705","7.063","0.555"
"706","0.688","0.583"
"707","0.584","7.559"
"708","0.074","0.179"
"709","7.411","18.179"
"710","0.778","0.554"
"711","17.759","0.418"
"712","0.808","77.972"
"713","0.599","0.418"
"714","76.461","2.858"
"715","1.794","264.835"
"716","0.629",
"717","266.721",
