"Name","Value"
"Schedule Name","FR3_250823"
"Version","N/A"
"Environment","Chamber 3 [1]"
"Machine Name","DESKTOP-73QI2H7"
"Date/Time","11/22/2023 11:23:06"
"Database","*DEFAULT"
"Schedule Run ID","766"
"Finalized","No"
"Record Count","5219"
"Animal ID","00521"
"Application_Version","ABET II Touch 19.11.21.0"
"Max_Number_Trials","0"
"Max_Schedule_Time","3600"
"Notes","22112301"
"Schedule_Start_Time","2023-11-22T11:23:06.628"
"User","YL"
"Evnt_Time","Evnt_ID","Event_Name","Item_Name","Alias_Name","Group_ID","Num_Args","Arg1_Name","Arg1_Value","Arg2_Name","Arg2_Value","Arg3_Name","Arg3_Value","Arg4_Name","Arg4_Value","Arg5_Name","Arg5_Value"
"0","28","Input Definition","(SYSTEM)","","0","2","Nose_Poke #1","8","Tray #1","9","","0","","0","","0"
"0","27","Output Definition","(SYSTEM)","","0","5","Feeder #1","17","Pump #1","18","White_Noise #1","20","fans #1","22","Chamber_Light #1","23"
"0","27","Output Definition","(SYSTEM)","","0","5","Tone #1","24","Tone #2","25","Tone #3","26","NP_Light #1","27","TrayLight #1","28"
"0","27","Output Definition","(SYSTEM)","","0","1","NP_Light #3","29","","0","","0","","0","","0"
"0","16","Variable Event","_Schedule_Timer","","0","1","Value","0","","0","","0","","0","","0"
"0","16","Variable Event","_Trial_Counter","","0","1","Value","0","","0","","0","","0","","0"
"0","16","Variable Event","_Trial_Timer","","0","1","Value","0","","0","","0","","0","","0"
"0","16","Variable Event","Fixed_Ratio_Count","","0","1","Value","0","","0","","0","","0","","0"
"0","16","Variable Event","Fixed_Ratio_Value","","0","1","Value","3","","0","","0","","0","","0"
"0","16","Variable Event","Volume","","0","1","Value","2222","","0","","0","","0","","0"
"0","0","Schedule Startup Event","(SYSTEM)","","0","0","","0","","0","","0","","0","","0"
"0","39","Input Transition Off Event","Nose_Poke #1","","0","0","","0","","0","","0","","0","","0"
"0","29","Timer Event","_Schedule_Timer","","0","1","Value","0","","0","","0","","0","","0"
"0","21","Group Change Event","Group Change","","0","1","New Group","1","","0","","0","","0","","0"
"0.001","1","Condition Event","Start FR","","1","0","","0","","0","","0","","0","","0"
"0.001","3","Output On Event","Chamber_Light #1","","1","0","","0","","0","","0","","0","","0"
"0.001","7","Pulse Output Event","Pump #1","","1","1","Duration","0.05","","0","","0","","0","","0"
"0.001","21","Group Change Event","Group Change","","1","1","New Group","2","","0","","0","","0","","0"
"0.375","38","Input Transition On Event","Tray #1","","2","0","","0","","0","","0","","0","","0"
"3.63","39","Input Transition Off Event","Tray #1","","2","0","","0","","0","","0","","0","","0"
"4.664","38","Input Transition On Event","Tray #1","","2","0","","0","","0","","0","","0","","0"
"5.279","39","Input Transition Off Event","Tray #1","","2","0","","0","","0","","0","","0","","0"
"5.61","38","Input Transition On Event","Nose_Poke #1","","2","0","","0","","0","","0","","0","","0"
"5.61","1","Condition Event","FR Count","","2","0","","0","","0","","0","","0","","0"
"5.61","16","Variable Event","Fixed_Ratio_Count","","2","1","Value","1","","0","","0","","0","","0"
"5.61","61","Group Maintain Event","Group Change","","2","1","New Group","2","","0","","0","","0","","0"
"5.864","39","Input Transition Off Event","Nose_Poke #1","","2","0","","0","","0","","0","","0","","0"
"6.059","38","Input Transition On Event","Nose_Poke #1","","2","0","","0","","0","","0","","0","","0"
"6.059","1","Condition Event","FR Count","","2","0","","0","","0","","0","","0","","0"
"6.059","16","Variable Event","Fixed_Ratio_Count","","2","1","Value","2","","0","","0","","0","","0"
"6.059","61","Group Maintain Event","Group Change","","2","1","New Group","2","","0","","0","","0","","0"
"6.164","39","Input Transition Off Event","Nose_Poke #1","","2","0","","0","","0","","0","","0","","0"
"6.329","38","Input Transition On Event","Nose_Poke #1","","2","0","","0","","0","","0","","0","","0"
"6.329","1","Condition Event","FR Count","","2","0","","0","","0","","0","","0","","0"
"6.329","16","Variable Event","Fixed_Ratio_Count","","2","1","Value","3","","0","","0","","0","","0"
"6.329","61","Group Maintain Event","Group Change","","2","1","New Group","2","","0","","0","","0","","0"
"6.329","1","Condition Event","FR Evaluation","","2","0","","0","","0","","0","","0","","0"
"6.329","7","Pulse Output Event","Pump #1","Sugar","2","1","Duration","2.222","","0","","0","","0","","0"
"6.329","16","Variable Event","Fixed_Ratio_Count","","2","1","Value","0","","0","","0","","0","","0"
"6.329","61","Group Maintain Event","Group Change","","2","1","New Group","2","","0","","0","","0","","0"
"6.569","39","Input Transition Off Event","Nose_Poke #1","","2","0","","0","","0","","0","","0","","0"
"6.734","38","Input Transition On Event","Tray #1","","2","0","","0","","0","","0","","0","","0"
"10.005","39","Input Transition Off Event","Tray #1","","2","0","","0","","0","","0","","0","","0"
"10.379","38","Input Transition On Event","Nose_Poke #1","","2","0","","0","","0","","0","","0","","0"
"10.38","1","Condition Event","FR Count","","2","0","","0","","0","","0","","0","","0"
"10.38","16","Variable Event","Fixed_Ratio_Count","","2","1","Value","1","","0","","0","","0","","0"
"10.38","61","Group Maintain Event","Group Change","","2","1","New Group","2","","0","","0","","0","","0"
"10.515","39","Input Transition Off Event","Nose_Poke #1","","2","0","","0","","0","","0","","0","","0"
"10.634","38","Input Transition On Event","Nose_Poke #1","","2","0","","0","","0","","0","","0","","0"
"10.635","1","Condition Event","FR Count","","2","0","","0","","0","","0","","0","","0"
"10.635","16","Variable Event","Fixed_Ratio_Count","","2","1","Value","2","","0","","0","","0","","0"
"10.635","61","Group Maintain Event","Group Change","","2","1","New Group","2","","0","","0","","0","","0"
"10.815","39","Input Transition Off Event","Nose_Poke #1","","2","0","","0","","0","","0","","0","","0"
"10.979","38","Input Transition On Event","Tray #1","","2","0","","0","","0","","0","","0","","0"
"12.015","39","Input Transition Off Event","Tray #1","","2","0","","0","","0","","0","","0","","0"
"12.345","38","Input Transition On Event","Nose_Poke #1","","2","0","","0","","0","","0","","0","","0"
"12.345","1","Condition Event","FR Count","","2","0","","0","","0","","0","","0","","0"
"12.345","16","Variable Event","Fixed_Ratio_Count","","2","1","Value","3","","0","","0","","0","","0"
"12.345","61","Group Maintain Event","Group Change","","2","1","New Group","2","","0","","0","","0","","0"
"12.345","1","Condition Event","FR Evaluation","","2","0","","0","","0","","0","","0","","0"
"12.345","7","Pulse Output Event","Pump #1","Sugar","2","1","Duration","2.222","","0","","0","","0","","0"
"12.345","16","Variable Event","Fixed_Ratio_Count","","2","1","Value","0","","0","","0","","0","","0"
"12.345","61","Group Maintain Event","Group Change","","2","1","New Group","2","","0","","0","","0","","0"
"12.525","39","Input Transition Off Event","Nose_Poke #1","","2","0","","0","","0","","0","","0","","0"
"12.81","38","Input Transition On Event","Nose_Poke #1","","2","0","","0","","0","","0","","0","","0"
"12.81","1","Condition Event","FR Count","","2","0","","0","","0","","0","","0","","0"
"12.81","16","Variable Event","Fixed_Ratio_Count","","2","1","Value","1","","0","","0","","0","","0"
"12.81","61","Group Maintain Event","Group Change","","2","1","New Group","2","","0","","0","","0","","0"
"12.93","39","Input Transition Off Event","Nose_Poke #1","","2","0","","0","","0","","0","","0","","0"
"13.065","38","Input Transition On Event","Tray #1","","2","0","","0","","0","","0","","0","","0"
"17.024","39","Input Transition Off Event","Tray #1","","2","0","","0","","0","","0","","0","","0"
"17.37","38","Input Transition On Event","Nose_Poke #1","","2","0","","0","","0","","0","","0","","0"
"17.37","1","Condition Event","FR Count","","2","0","","0","","0","","0","","0","","0"
"17.37","16","Variable Event","Fixed_Ratio_Count","","2","1","Value","2","","0","","0","","0","","0"
"17.37","61","Group Maintain Event","Group Change","","2","1","New Group","2","","0","","0","","0","","0"
"17.534","39","Input Transition Off Event","Nose_Poke #1","","2","0","","0","","0","","0","","0","","0"
"17.639","38","Input Transition On Event","Nose_Poke #1","","2","0","","0","","0","","0","","0","","0"
"17.639","1","Condition Event","FR Count","","2","0","","0","","0","","0","","0","","0"
"17.639","16","Variable Event","Fixed_Ratio_Count","","2","1","Value","3","","0","","0","","0","","0"
"17.639","61","Group Maintain Event","Group Change","","2","1","New Group","2","","0","","0","","0","","0"
"17.639","1","Condition Event","FR Evaluation","","2","0","","0","","0","","0","","0","","0"
"17.639","7","Pulse Output Event","Pump #1","Sugar","2","1","Duration","2.222","","0","","0","","0","","0"
"17.639","16","Variable Event","Fixed_Ratio_Count","","2","1","Value","0","","0","","0","","0","","0"
"17.639","61","Group Maintain Event","Group Change","","2","1","New Group","2","","0","","0","","0","","0"
"17.73","39","Input Transition Off Event","Nose_Poke #1","","2","0","","0","","0","","0","","0","","0"
"17.969","38","Input Transition On Event","Tray #1","","2","0","","0","","0","","0","","0","","0"
"21.569","39","Input Transition Off Event","Tray #1","","2","0","","0","","0","","0","","0","","0"
"21.959","38","Input Transition On Event","Nose_Poke #1","","2","0","","0","","0","","0","","0","","0"
"21.96","1","Condition Event","FR Count","","2","0","","0","","0","","0","","0","","0"
