"Row_Name","Nose_Poke #1: On","Tray #1: On","Nose_Poke #1: Off","Tray #1: Off"
"N","594","176","588","175"
"Mean","3.509","11.841","3.545","11.983"
"Median","0.403","8.308","0.404","8.432"
"Mode","0.269, 0.299","8.031, 5.301","0.404","7.518, 8.822, 7.411"
"SD","22.767","40.755","22.866","41.734"
"Min","0.014","0.179","0.029","0.209"
"Max","548.835","548.281","548.476","560.001"
"Blank",,,,
"1","0.283","5.178","0.404","6.908"
"2","0.225","5.783","0.060","6.215"
"3","3.591","7.417","3.621","4.915"
"4","0.224","14.235","0.224","17.442"
"5","0.224","12.712","0.195","12.338"
"6","0.044","10.978","1.735","11.321"
"7","0.089","11.623","4.092","11.131"
"8","5.574","9.126","0.193","9.034"
"9","0.285","8.840","0.196","9.006"
"10","0.193","11.542","0.403","10.539"
"11","0.210","9.826","0.298","11.128"
"12","0.478","9.566","0.403","9.523"
"13","0.329","9.076","3.208","8.717"
"14","3.221","7.967","1.796","8.611"
"15","1.904","8.221","0.704","7.831"
"16","0.583","9.215","0.510","9.436"
"17","0.615","9.480","0.269","9.226"
"18","0.074","8.969","0.224","8.927"
"19","0.314","10.007","0.299","9.616"
"20","0.269","10.786","0.179","10.442"
"21","0.299","8.387","13.949","9.316"
"22","13.905","5.331","0.404","5.121"
"23","0.389","10.456","12.234","9.634"
"24","12.279","8.601","0.299","9.240"
"25","0.284","8.848","0.210","7.610"
"26","0.269","9.140","10.512","9.919"
"27","10.483","9.062","0.210","9.331"
"28","0.239","7.700","0.285","7.818"
"29","0.286","7.519","10.741","7.730"
"30","10.725","11.079","0.298","9.045"
"31","0.328","8.655","0.315","10.433"
"32","0.240","7.400","0.388","8.047"
"33","0.388","5.387","8.331","6.719"
"34","8.212","2.307","0.283","0.494"
"35","0.463","7.651","8.421","8.043"
"36","8.331","8.807","0.195","8.086"
"37","0.299","8.072","0.388","8.476"
"38","0.373","7.687","0.120","7.269"
"39","0.045","8.302","0.194","7.222"
"40","0.195","7.454","10.239","9.418"
"41","10.254","9.586","0.194","7.814"
"42","0.239","9.132","0.195","10.036"
"43","0.134","9.080","0.105","8.822"
"44","0.120","7.803","0.103","8.613"
"45","0.150","13.601","0.194","7.640"
"46","0.208","9.334","0.299","14.948"
"47","0.239","8.473","0.209","7.518"
"48","0.254","6.950","9.227","8.370"
"49","9.182","8.552","0.209","7.278"
"50","0.269","9.879","0.286","9.326"
"51","0.256","7.863","8.922","8.822"
"52","8.878","9.659","0.599","8.925"
"53","0.643","8.913","8.119","11.727"
"54","8.134","2.696","0.403","0.810"
"55","0.418","8.896","0.359","8.927"
"56","0.359","7.939","0.193","8.059"
"57","0.193","14.096","7.563","8.538"
"58","7.489","6.931","0.299","12.818"
"59","0.299","0.179","0.209","2.216"
"60","0.239","17.432","7.413","8.822"
"61","7.383","8.030","0.403","14.451"
"62","0.388","8.661","0.104","8.019"
"63","0.194","7.490","0.090","8.028"
"64","0.060","11.934","0.210","9.315"
"65","0.240","7.758","8.526","10.229"
"66","8.466","6.979","0.403","7.518"
"67","0.388","7.444","0.209","7.039"
"68","0.225","6.308","0.194","8.136"
"69","0.208","2.470","8.432","0.599"
"70","8.388","8.398","0.313","8.726"
"71","0.343","18.312","0.179","15.962"
"72","0.210","11.664","0.300","12.844"
"73","0.224","7.042","8.012","8.211"
"74","8.116","7.519","0.210","6.918"
"75","0.105","6.500","0.209","7.432"
"76","0.223","6.156","0.299","7.517"
"77","0.299","3.159","0.194","0.493"
"78","0.210","7.433","0.195","7.628"
"79","0.270","8.870","8.792","8.945"
"80","8.792","8.209","0.629","7.925"
"81","0.330","8.178","0.253","9.226"
"82","0.552","7.404","0.254","6.702"
"83","0.240","6.125","9.122","5.720"
"84","9.078","7.007","0.495","7.606"
"85","0.479","11.083","0.403","10.243"
"86","0.419","7.769","0.105","8.911"
"87","0.119","7.926","0.299","7.518"
"88","0.329","7.129","0.299","7.431"
"89","0.254","8.555","7.623","7.925"
"90","7.668","7.040","0.703","7.714"
"91","0.628","6.995","4.480","7.086"
"92","4.585","22.057","0.403","6.441"
"93","0.090","4.134","0.284","18.160"
"94","0.598","9.032","0.343","9.406"
"95","0.255","7.834","8.748","8.433"
"96","8.538","7.408","0.390","8.307"
"97","0.584","2.054","0.403","3.912"
"98","0.449","2.680","0.210","0.209"
"99","0.224","8.030","0.193","7.835"
"100","0.238","6.734","0.194","7.411"
"101","0.195","7.043","0.403","7.114"
"102","0.343","8.314","7.626","6.921"
"103","7.656","9.258","0.705","8.615"
"104","0.329","6.954","7.801","8.823"
"105","8.132","8.043","0.598","6.730"
"106","0.643","7.069","0.494","8.432"
"107","0.509","6.768","0.165","6.513"
"108","0.180","7.493","8.076","7.310"
"109","7.986","7.740","0.403","7.638"
"110","0.269","10.153","0.194","7.743"
"111","0.360","12.342","0.300","9.630"
"112","0.329","7.504","8.223","12.941"
"113","8.164","6.650","0.300","7.024"
"114","0.344","6.859","0.509","6.515"
"115","0.478","6.273","6.514","6.737"
"116","6.576","8.451","0.510","6.712"
"117","0.373","7.307","0.194","8.132"
"118","0.316","8.612","0.209","7.818"
"119","0.163","7.936","0.194","8.519"
"120","0.165","6.949","0.194","7.534"
"121","0.298","6.980","6.472","7.235"
"122","6.382","8.825","0.254","7.520"
"123","0.284","9.029","0.298","8.597"
"124","0.285","4.093","0.194","6.249"
"125","0.209","5.389","0.209","7.217"
"126","0.238","2.904","9.687","8.132"
"127","9.703","10.066","0.314","6.126"
"128","0.314","3.969","0.345","7.816"
"129","0.284","8.413","0.209","9.030"
"130","0.240","8.882","0.389","8.538"
"131","0.434","9.273","7.620","8.836"
"132","7.545","8.282","0.298","7.921"
"133","0.328","7.155","0.210","7.828"
"134","0.240","8.128","0.404","7.411"
"135","0.330","8.174","0.194","8.145"
"136","0.254","8.372","6.923","8.525"
"137","6.936","7.971","0.358","5.018"
"138","0.359","5.301","0.270","8.435"
"139","0.224","7.719","6.703","8.827"
"140","6.764","9.515","0.405","8.106"
"141","0.360","8.181","0.300","9.527"
"142","0.254","9.884","0.209","8.627"
"143","0.209","10.055","6.992","12.857"
"144","7.083","13.315","0.240","10.737"
"145","0.225","8.539","0.345","8.221"
"146","0.343","8.371","7.547","8.031"
"147","7.488","8.375","0.599","4.118"
"148","0.628","0.224","0.194","6.939"
"149","0.180","12.660","0.300","11.339"
"150","0.284","5.978","0.209","0.525"
"151","0.179","4.058","0.194","9.704"
"152","0.210","8.793","7.113","10.828"
"153","7.128","12.218","0.314","9.327"
"154","0.299","9.764","0.299","6.023"
"155","0.165","3.551","6.609","7.314"
"156","6.788","11.163","0.405","11.528"
"157","0.375","11.067","0.193","12.422"
"158","0.120","10.798","0.808","9.237"
"159","0.956","9.268","7.508","9.717"
"160","7.449","13.467","0.239","13.928"
"161","0.299","12.413","0.358","12.847"
"162","0.313","10.988","0.209","10.349"
"163","0.240","9.779","6.707","11.323"
"164","6.706","7.145","0.417","0.298"
"165","0.418","0.224","0.090","0.809"
"166","0.045","0.807","0.209","10.227"
"167","0.194","5.301","7.323","26.268"
"168","7.367","30.403","0.614","560.001"
"169","0.884","548.281","0.285","20.435"
"170","0.075","25.711","0.105","31.524"
"171","0.254","25.867","0.180","12.644"
"172","0.239","17.953","0.313","18.271"
"173","0.687","16.237","0.703","2.500"
"174","7.815","12.207","7.815","18.945"
"175","0.419","10.998","0.403","23.370"
"176","0.375","22.878","0.405",
"177","0.164",,"0.060",
"178","0.210",,"0.239",
"179","7.639",,"7.715",
"180","0.195",,"0.105",
"181","0.090",,"0.104",
"182","0.373",,"0.403",
"183","0.105",,"0.194",
"184","0.238",,"0.105",
"185","0.314",,"0.389",
"186","0.165",,"0.103",
"187","7.430",,"7.417",
"188","0.329",,"0.358",
"189","0.254",,"0.225",
"190","10.365",,"10.454",
"191","3.129",,"3.115",
"192","8.194",,"8.134",
"193","0.509",,"0.495",
"194","0.269",,"0.298",
"195","0.225",,"0.210",
"196","0.255",,"0.300",
"197","7.260",,"7.199",
"198","0.764",,"0.809",
"199","0.209",,"0.194",
"200","6.483",,"6.454",
"201","0.238",,"0.268",
"202","0.241",,"0.196",
"203","7.413",,"7.427",
"204","0.359",,"0.404",
"205","0.150",,"0.105",
"206","0.255",,"0.300",
"207","0.239",,"0.194",
"208","0.194",,"0.209",
"209","0.149",,"0.195",
"210","7.437",,"7.361",
"211","1.348",,"1.468",
"212","0.509",,"0.450",
"213","0.105",,"0.149",
"214","0.269",,"0.210",
"215","6.617",,"6.603",
"216","0.420",,"0.509",
"217","0.253",,"0.194",
"218","0.241",,"0.195",
"219","0.403",,"0.403",
"220","0.103",,"0.103",
"221","7.685",,"7.713",
"222","1.480",,"1.511",
"223","0.209",,"0.194",
"224","0.300",,"0.300",
"225","10.559",,"10.528",
"226","0.269",,"0.316",
"227","0.600",,"0.538",
"228","7.653",,"7.639",
"229","0.375",,"0.449",
"230","0.867",,"0.807",
"231","0.224",,"0.283",
"232","6.636",,"6.562",
"233","0.418",,"0.434",
"234","0.300",,"0.375",
"235","0.314",,"0.298",
