"Row_Name","Nose_Poke #1: On","Tray #1: On","Nose_Poke #1: Off","Tray #1: Off"
"N","609","159","622","158"
"Mean","5.661","21.683","5.543","21.881"
"Median","0.464","13.210","0.434","13.274"
"Mode","0.030","All values","0.270","All values"
"SD","25.154","45.583","24.908","46.316"
"Min","0.014","0.105","0.028","0.060"
"Max","373.788","376.993","373.788","383.741"
"Blank",,,,
"1","0.552","0.807","0.283","0.254"
"2","0.060","0.539","0.284","0.403"
"3","4.298","0.525","0.060","0.540"
"4","0.164","0.105","4.283","0.448"
"5","0.239","0.463","0.194","0.194"
"6","0.688","2.349","0.209","3.668"
"7","36.845","1.332","0.748","24.357"
"8","0.149","0.195","36.784","9.282"
"9","0.435","33.369","0.164","18.352"
"10","18.427","3.009","0.419","0.778"
"11","0.479","16.031","18.518","22.943"
"12","0.030","3.850","0.390","18.110"
"13","0.210","22.715","0.030","16.115"
"14","0.210","19.069","0.239","15.034"
"15","0.298","15.559","0.195","16.277"
"16","0.315","16.038","0.283","16.099"
"17","0.149","16.264","0.330","26.652"
"18","21.159","26.932","0.148","13.949"
"19","0.717","14.521","21.160","17.306"
"20","0.030","14.819","0.702","13.185"
"21","0.419","16.731","0.045","13.219"
"22","0.058","13.112","0.419","0.074"
"23","0.359","9.623","0.043","15.008"
"24","17.827","4.165","0.389","14.132"
"25","0.164","14.644","17.812","11.501"
"26","0.193","14.508","0.164","12.992"
"27","0.899","10.681","0.179","11.343"
"28","0.164","13.244","0.899","0.104"
"29","13.749","7.824","0.164","12.108"
"30","0.208","3.669","13.748","11.466"
"31","0.030","12.526","0.209","11.408"
"32","0.180","11.677","0.060","0.435"
"33","0.420","7.468","0.149","11.166"
"34","14.988","3.596","0.420","0.240"
"35","0.359","7.781","0.703","0.178"
"36","0.209","0.254","14.300","0.150"
"37","0.240","0.134","0.344","0.795"
"38","0.329","0.839","0.208","11.839"
"39","15.322","3.521","0.255","9.939"
"40","0.390","11.988","0.314","0.060"
"41","0.493","6.329","0.449","11.266"
"42","0.882","5.002","14.872","12.269"
"43","26.273","9.648","0.389","11.538"
"44","0.360","12.468","0.494","16.335"
"45","0.044","13.448","0.912","13.476"
"46","13.246","15.337","26.331","10.818"
"47","0.509","13.174","0.270","14.205"
"48","0.615","12.298","0.060","10.195"
"49","0.029","11.665","13.230","12.724"
"50","0.209","11.391","0.509","12.889"
"51","0.195","12.314","0.615","10.702"
"52","11.865","11.994","0.029","10.614"
"53","0.300","11.738","0.225","13.413"
"54","0.044","11.284","0.180","10.658"
"55","0.403","13.210","12.105","10.311"
"56","1.213","9.677","0.060","18.903"
"57","0.090","12.365","0.045","1.826"
"58","0.449","14.617","0.403","17.821"
"59","0.285","6.216","1.228","11.124"
"60","14.800","15.667","0.074","16.908"
"61","0.360","13.265","0.465","12.174"
"62","0.658","16.007","0.269","12.014"
"63","0.853","12.034","14.800","7.125"
"64","11.299","12.942","0.389","10.370"
"65","0.958","5.557","0.689","10.951"
"66","0.779","11.373","0.807","13.823"
"67","0.135","10.821","11.286","11.841"
"68","11.810","12.774","0.973","11.793"
"69","0.792","11.961","0.764","5.709"
"70","0.150","12.062","0.134","9.675"
"71","0.524","4.341","11.824","17.031"
"72","0.285","11.356","0.793","12.761"
"73","0.254","17.911","0.165","15.128"
"74","12.668","14.980","0.524","13.331"
"75","0.374","12.580","0.254","12.360"
"76","0.673","13.526","0.269","10.220"
"77","0.254","12.066","12.863","11.717"
"78","0.283","10.473","0.135","14.187"
"79","0.165","14.084","0.044","14.853"
"80","0.313","13.918","0.658","91.936"
"81","13.252","90.681","0.254","12.124"
"82","0.030","12.451","0.298","14.132"
"83","0.239","12.903","0.150","11.466"
"84","0.614","13.801","0.313","0.568"
"85","0.373","7.376","13.252","12.320"
"86","9.002","5.037","0.045","10.161"
"87","0.285","11.881","0.225","13.343"
"88","0.029","12.000","0.643","13.532"
"89","0.225","13.540","0.359","11.547"
"90","0.673","12.874","8.986","35.333"
"91","0.375","34.028","0.285","11.089"
"92","0.119","11.702","0.045","15.796"
"93","11.911","16.294","0.209","13.105"
"94","0.134","12.067","0.673","13.664"
"95","0.284","15.427","0.375","10.222"
"96","0.434","10.182","0.119","10.789"
"97","0.225","10.908","11.911","15.801"
"98","10.804","10.761","0.134","61.955"
"99","0.165","63.936","0.285","12.511"
"100","0.134","13.755","0.448","11.456"
"101","0.284","13.260","0.210","26.309"
"102","0.270","31.807","10.805","99.030"
"103","11.387","85.970","0.178","16.477"
"104","0.240","18.765","0.120","13.554"
"105","0.029","16.043","0.285","11.813"
"106","0.628","12.204","0.284","17.325"
"107","0.164","12.445","11.388","25.783"
"108","0.120","27.080","0.224","16.611"
"109","10.436","16.939","0.045","14.846"
"110","0.507","17.480","0.612","12.704"
"111","0.673","14.876","0.180","15.259"
"112","9.910","12.822","0.120","13.610"
"113","0.224","14.928","10.435","13.028"
"114","0.225","14.943","0.493","12.936"
"115","0.149","10.999","0.689","11.369"
"116","0.359","13.712","9.925","13.391"
"117","0.298","10.977","0.209","22.082"
"118","10.658","14.591","0.225","203.567"
"119","0.254","207.640","0.134","15.309"
"120","0.584","16.075","0.389","15.503"
"121","0.330","16.437","0.268","18.884"
"122","0.508","14.241","10.659","16.939"
"123","10.385","20.113","0.298","18.875"
"124","0.718","17.723","0.555","13.878"
"125","0.284","19.006","0.344","14.989"
"126","9.669","14.300","0.494","12.085"
"127","0.134","13.658","10.384","10.104"
"128","1.541","10.375","0.704","14.264"
"129","0.689","15.058","0.284","31.079"
"130","8.451","26.810","9.684","17.644"
"131","0.194","13.760","0.149","14.797"
"132","0.776","17.731","1.512","14.030"
"133","0.134","15.067","0.705","16.595"
"134","0.120","15.903","8.466","217.032"
"135","11.134","212.146","0.224","27.645"
"136","0.389","30.734","0.716","17.263"
"137","0.539","19.067","0.135","0.433"
"138","0.225","9.726","0.134","19.605"
"139","10.724","6.889","11.118","0.105"
"140","0.568","13.194","0.389","12.110"
"141","0.824","5.047","0.540","14.610"
"142","0.463","13.463","0.224","11.376"
"143","0.942","13.380","10.993","383.741"
