"Row_Name","Nose_Poke #1: On","Tray #1: On","Nose_Poke #1: Off","Tray #1: Off"
"N","545","93","544","94"
"Mean","4.538","26.651","4.546","26.754"
"Median","0.345","19.070","0.299","19.191"
"Mode","0.105, 0.255","All values","0.165","19.209"
"SD","15.374","29.247","15.464","29.412"
"Min","0.044","2.144","0.029","0.105"
"Max","212.508","194.318","212.419","181.707"
"Blank",,,,
"1","2.593","8.195","2.578","20.741"
"2","0.239","25.123","0.449","31.013"
"3","24.375","24.166","24.179","22.010"
"4","0.223","19.709","0.419","22.028"
"5","0.688","19.070","0.479","19.414"
"6","21.188","17.046","21.381","16.041"
"7","2.619","20.598","2.499","19.772"
"8","0.478","19.488","0.389","19.209"
"9","18.841","18.893","19.110","19.173"
"10","0.432","17.869","0.253","17.764"
"11","0.390","19.702","0.346","20.795"
"12","18.847","17.844","18.801","16.586"
"13","0.074","20.020","0.164","19.632"
"14","0.134","14.831","0.119","15.896"
"15","16.009","15.132","15.936","15.882"
"16","0.344","6.423","0.733","5.911"
"17","0.449","19.375","0.224","19.209"
"18","0.316","15.816","0.225","15.627"
"19","18.484","17.745","18.470","18.101"
"20","0.629","17.277","0.569","15.764"
"21","0.735","18.834","0.838","19.898"
"22","0.254","18.186","0.240","16.015"
"23","0.194","17.971","0.163","19.306"
"24","17.048","21.490","17.002","20.724"
"25","0.180","17.827","0.345","18.351"
"26","0.343","19.698","0.449","19.620"
"27","0.389","20.214","0.329","20.406"
"28","0.329","12.384","0.329","12.733"
"29","0.418","15.585","0.299","15.568"
"30","0.223","15.890","0.149","15.127"
"31","0.194","16.716","0.210","17.348"
"32","0.105","14.574","0.120","17.019"
"33","0.269","16.225","0.223","13.543"
"34","0.120","18.421","0.104","16.171"
"35","0.224","19.573","0.225","21.865"
"36","16.884","13.317","16.869","13.511"
"37","0.164","16.298","0.194","15.230"
"38","0.150","14.105","0.120","14.690"
"39","0.044","17.165","0.163","16.838"
"40","0.224","16.461","0.343","16.711"
"41","0.373","17.855","0.299","17.499"
"42","0.329","17.363","0.224","14.701"
"43","16.942","14.914","17.016","18.221"
"44","0.358","14.436","0.389","14.380"
"45","0.316","18.719","0.194","19.014"
"46","0.180","16.985","0.346","16.490"
"47","0.375","18.373","0.209","18.182"
"48","0.269","15.420","0.271","15.866"
"49","19.117","16.032","19.117","15.280"
"50","0.597","14.928","0.673","17.150"
"51","15.507","44.967","15.430","10.106"
"52","0.388","20.374","0.403","55.175"
"53","0.149","16.326","0.509","16.057"
"54","0.449","61.210","0.090","15.512"
"55","0.225","22.505","0.314","71.453"
"56","0.329","2.144","0.298","0.105"
"57","17.879","17.512","17.790","14.877"
"58","0.150","25.448","0.165","25.073"
"59","1.077","22.655","1.152","22.298"
"60","0.285","24.221","0.375","23.541"
"61","0.524","17.473","0.406","19.677"
"62","14.501","113.303","14.860","17.130"
"63","0.614","22.092","0.254","118.054"
"64","0.374","21.691","0.388","22.203"
"65","20.386","21.029","20.312","19.645"
"66","0.599","57.119","0.645","21.066"
