"Row_Name","Nose_Poke #1: On","Nose_Poke #1: Off"
"128","12.378","13.216"
"129","1.227","0.269"
"130","14.464","14.358"
"131","0.762","0.882"
"132","18.338","19.701"
"133","1.630","0.312"
"134","0.224","0.254"
"135","0.418","0.613"
"136","15.182","15.107"
"137","0.495","0.403"
"138","0.508","0.599"
"139","0.540","0.629"
"140","0.567","0.463"
"141","0.463","0.704"
"142","0.763","0.298"
"143","0.494","0.644"
"144","19.605","19.664"
"145","0.494","0.509"
"146","0.419","0.269"
"147","0.345","0.524"
"148","12.511","13.188"
"149","1.125","0.149"
"150","0.254","0.329"
"151","0.330","0.524"
"152","13.500","13.200"
"153","0.329","0.330"
"154","0.104","0.433"
"155","0.509","0.582"
"156","14.129","13.771"
"157","0.239","0.748"
"158","0.689","0.314"
"159","0.329","0.298"
"160","0.373","0.434"
"161","12.021","12.905"
"162","1.213","0.763"
"163","0.719","0.374"
"164","12.302","12.513"
"165","0.615","0.494"
"166","0.582","0.583"
"167","0.719","0.465"
"168","15.355","15.580"
"169","0.507","0.223"
"170","0.134","0.239"
"171","0.314","0.404"
"172","0.389","0.435"
"173","0.465","0.328"
"174","0.373","1.410"
"175","2.653","2.248"
"176","0.855","0.028"
"177","0.672","0.793"
"178","0.149","0.254"
"179","15.842","16.067"
"180","0.540","0.419"
"181","0.479","0.465"
"182","0.435","0.435"
"183","15.171","14.900"
"184","0.283","0.283"
"185","0.403","0.433"
"186","0.329","0.360"
"187","11.976","12.306"
"188","0.629","0.403"
"189","15.046","15.736"
"190","0.990","0.330"
"191","0.389","0.554"
"192","11.601","11.466"
"193","0.434","0.180"
"194","0.150","0.284"
"195","0.269","0.149"
"196","0.223","0.283"
"197","0.329","0.344"
"198","12.283","12.357"
"199","0.509","0.389"
"200","0.284","0.434"
"201","0.403","0.269"
"202","0.225","0.495"
"203","0.465","0.509"
"204","11.583","11.584"
"205","0.615","0.540"
"206","0.479","0.313"
"207","0.329","0.538"
"208","0.538","0.284"
"209","11.338","11.488"
"210","0.389","0.419"
"211","0.464","0.585"
"212","0.495","0.554"
"213","12.935","12.545"
"214","0.404","0.615"
"215","0.449","0.448"
"216","0.375","0.674"
"217","0.763","0.464"
"218","11.020","10.929"
"219","16.426","16.412"
"220","0.330","0.284"
"221","0.195","0.330"
"222","12.272","12.961"
"223","1.004","0.090"
"224","0.269","0.403"
"225","0.359","0.313"
"226","17.514","17.424"
"227","0.104","0.764"
"228","0.808","0.254"
"229","0.345","0.359"
"230","0.254","0.404"
"231","14.582","14.974"
"232","0.989","0.404"
"233","0.194","0.254"
"234","0.286","0.405"
"235","0.434","0.585"
"236","11.382","10.976"
"237","0.837","0.927"
"238","0.373","0.328"
"239","0.209","0.285"
"240","0.569","0.597"
"241","0.373","0.570"
"242","0.554","0.553"
"243","36.443","36.458"
"244","0.509","0.524"
"245","0.554","0.269"
"246","0.254","0.345"
"247","11.836","12.091"
"248","0.809","0.524"
"249","0.434","0.389"
"250","12.250","12.474"
"251","0.493","0.479"
"252","0.539","0.254"
"253","9.942","10.062"
"254","0.748","0.972"
"255","0.704","0.389"
"256","0.284","0.284"
"257","0.270","0.330"
"258","0.209","0.465"
"259","0.509","0.269"
"260","0.405","0.374"
"261","15.315","15.405"
"262","0.718","0.762"
"263","0.689","0.689"
"264","0.462","0.240"
"265","0.285","0.357"
"266","0.269","0.631"
"267","12.780","14.415"
"268","2.173","0.210"
"269","0.556","0.568"
"270","11.374","11.525"
"271","0.509","0.239"
"272","0.315","0.419"
"273","15.793","15.749"
"274","0.808","1.242"
"275","0.733","0.344"
"276","18.552","18.448"
"277","0.358","1.091"
"278","1.378","1.153"
"279","15.726","15.412"
"280","0.448","0.433"
"281","0.433","0.403"
"282","13.755","13.830"
"283","0.523","0.299"
"284","0.194","0.284"
"285","0.346","0.344"
"286","0.345","0.495"
"287","10.352","10.187"
"288","0.224","0.179"
"289","0.373","0.899"
"290","0.779","0.375"
"291","0.298","0.254"
"292","0.331","0.493"
"293","16.290","15.961"
"294","0.074","0.794"
"295","0.839","0.223"
"296","0.193","0.404"
"297","0.480","0.314"
"298","14.205","14.552"
"299","0.705","0.270"
"300","0.345","0.313"
"301","0.210","0.298"
"302","0.283","0.255"
"303","12.192","12.387"
"304","0.420","0.211"
"305","0.134","0.210"
"306","0.180","0.524"
"307","0.674","0.284"
"308","0.149","0.240"
"309","0.240","0.345"
"310","0.509","0.315"
"311","19.692","20.110"
"312","0.778","0.314"
"313","13.392","13.856"
"314","0.673","0.328"
"315","0.374","0.614"
"316","13.003","12.734"
"317","0.450","0.344"
"318","0.390","0.615"
"319","0.585","0.570"
"320","0.374","0.418"
"321","0.389","0.435"
"322","14.203","14.488"
"323","0.778","0.284"
"324","0.285","0.420"
"325","0.404","0.704"
"326","0.690","0.285"
"327","0.388","0.538"
"328","14.561","15.010"
"329","0.929","0.284"
"330","0.165","0.225"
"331","0.674","0.509"
"332","0.075","0.434"
"333","0.464","0.315"
"334","12.428","12.428"
"335","1.050","1.065"
"336","0.434","0.210"
"337","0.285","0.420"
"338","0.419","0.314"
"339","15.719","15.749"
"340","0.285","1.005"
"341","1.228","0.509"
"342","1.499","1.604"
"343","0.375","0.345"
"344","0.360","0.269"
"345","0.194","0.434"
"346","0.493","0.463"
"347","0.435","0.808"
"348","20.705","20.302"
"349","0.299","0.164"
"350","0.375","0.389"
"351","0.285","0.210"
"352","0.329","0.375"
"353","0.240","0.375"
"354","0.315","0.434"
"355","19.133","18.908"
"356","0.359","0.285"
"357","0.509","0.479"
"358","0.075","0.150"
"359","0.315","0.660"
"360","22.732","22.581"
"361","0.344","0.269"
"362","0.359","0.509"
"363","0.839","0.644"
"364","13.882","14.002"
"365","0.554","0.463"
"366","13.375","13.944"
"367","0.928","0.389"
"368","0.403","0.687"
"369","0.613","0.449"
"370","0.538","0.313"
"371","10.982","11.298"
"372","0.644","0.553"
"373","0.523","0.285"
"374","0.269","0.689"
"375","0.795","0.765"
"376","15.904","15.785"
"377","0.615","0.389"
"378","0.315","0.480"
"379","12.262","12.021"
"380","0.358","0.404"
"381","0.210","0.105"
"382","0.298","0.298"
"383","0.180","0.254"
"384","0.387","1.093"
"385","12.964","12.753"
"386","0.763","0.719"
"387","0.690","0.465"
"388","0.434","0.346"
"389","10.536","11.117"
"390","0.988","1.679"
"391","14.490","13.201"
"392","0.852","0.778"
"393","0.269","0.194"
"394","0.300","0.360"
"395","0.224","0.345"
"396","12.801","12.576"
"397","0.090","0.538"
"398","0.703","0.403"
"399","0.315","0.330"
"400","0.210","0.538"
"401","0.538","0.615"
"402","15.262","15.021"
"403","0.703","0.509"
"404","0.285","0.225"
"405","0.315","0.315"
"406","0.269","0.328"
"407","0.224","0.480"
"408","0.524","0.313"
"409","13.178","13.390"
"410","1.244","1.048"
"411","0.284","0.134"
"412","0.344","0.661"
"413","0.404","0.809"
"414","0.900","0.224"
"415","15.906","16.057"
"416","0.945","0.808"
"417","0.270","0.225"
"418","0.269","0.869"
"419","0.794","0.465"
"420","0.478","0.462"
"421","0.388","0.164"
"422","0.135","1.361"
"423","17.560","16.274"
"424","1.994","2.339"
"425","0.449","0.285"
"426","0.509","0.567"
"427","0.389","0.420"
"428","0.479","0.375"
"429","16.546","17.085"
"430","0.974","0.375"
"431","0.224","0.253"
"432","0.328","0.328"
"433","0.254","0.614"
"434","14.078","13.824"
"435","0.344","0.194"
"436","0.253","0.555"
"437","0.586","0.374"
"438","0.388","0.599"
"439","15.130","15.594"
"440","0.944","0.286"
"441","0.389","0.375"
"442","0.345","0.479"
"443","14.367","14.772"
"444","0.839","0.254"
"445","0.210","0.163"
"446","0.240","0.270"
"447","0.373","0.238"
"448","0.075","1.019"
"449","1.064","0.225"
"450","0.210","0.194"
"451","20.685","21.193"
"452","0.808","0.479"
"453","18.432","18.208"
"454","1.660","1.841"
"455","0.330","0.419"
"456","0.552","0.298"
"457","0.210","0.584"
"458","21.406","21.136"
"459","0.567","0.943"
"460","0.644","0.179"
"461","0.375","0.389"
"462","0.329","0.464"
"463","14.817","15.550"
"464","1.048","1.618"
"465","1.753","0.375"
"466","0.434","0.898"
"467","0.837","0.329"
"468","19.523","20.031"
"469","0.822","0.389"
"470","0.538","1.182"
"471","1.047","0.477"
"472","13.603","13.349"
"473","0.179","1.153"
"474","1.228","0.657"
"475","0.478","0.315"
"476","0.390","0.748"
"477","15.792","15.179"
"478","0.059","1.079"
"479","1.214","0.496"
"480","14.345","15.990"
"481","2.127","0.255"
"482","0.193","0.298"
"483","0.269","0.584"
"484","0.568","0.224"
"485","0.195","0.329"
"486","0.463","0.569"
"487","14.463","15.722"
"488","1.814","0.524"
"489","0.434","0.195"
"490","0.315","0.464"
"491","0.419","0.509"
"492","0.540","0.285"
"493","0.269","0.990"
"494","52.102","51.322"
"495","1.380","1.860"
"496","0.585","0.404"
"497","0.629","0.539"
"498","0.464","0.509"
"499","19.167","19.032"
"500","0.463","0.598"
"501","0.389","0.149"
"502","0.269","0.855"
"503","0.869","0.463"
"504","0.748","0.734"
"505","0.375","0.659"
"506","18.086","17.846"
"507","0.509","0.509"
"508","0.733","1.003"
"509","0.869","0.672"
"510","0.477","0.330"
"511","0.390","0.569"
"512","24.150","24.194"
"513","0.494","0.913"
"514","1.048","0.435"
"515","0.298","0.208"
"516","0.344","0.585"
"517","22.853","23.556"
"518","1.183","0.314"
"519","0.343","0.208"
"520","0.702","0.807"
"521","0.375","0.525"
"522","0.494","0.568"
"523","0.673","0.584"
"524","23.746","24.344"
"525","1.167","0.434"
"526","0.403","0.538"
"527","0.509","0.568"
"528","25.495","25.375"
"529","0.434","0.165"
"530","0.179","0.343"
"531","0.346","0.361"
"532","0.569","0.615"
"533","0.358","0.450"
"534","23.461","23.384"
"535","9.682","9.532"
"536","0.178","0.210"
"537","0.359","0.313"
"538","0.119","0.209"
"539","0.193","0.570"
"540","0.675","0.298"
"541","16.079","17.686"
"542","1.905","0.987"
"543","1.061","0.478"
"544","0.554","0.945"
"545","0.764","0.434"
"546","15.688","16.467"
"547","1.364","0.793"
"548","1.302","0.956"
"549","0.298","0.825"
"550","0.840","0.284"
"551","255.375","255.496"
"552","26.133","26.655"
"553","0.913","0.105"
"554","0.193","0.358"
"555","17.148","17.403"
"556","0.628","0.837"
"557","0.673","0.748"
"558","0.748","0.885"
"559","0.898","0.358"
"560","0.464","0.315"
"561","0.268","0.253"
"562","23.211","23.286"
"563","1.872","2.561"
"564","1.004","0.195"
"565","0.539","0.480"
"566","0.208","0.509"
"567","0.420","0.254"
"568","22.728","25.425"
"569","3.057","0.285"
"570","0.181","0.195"
"571","0.418","1.001"
"572","0.807","0.644"
"573","0.585","0.195"
"574","0.538","0.643"
"575","22.312","23.047"
"576","3.461","2.922"
"577","0.480","0.929"
"578","1.033","0.240"
"579","0.135","0.329"
"580","0.374","0.299"
"581","0.344","0.778"
"582","0.704","0.360"
"583","22.099","22.068"
"584","2.005","1.795"
"585","0.929","0.943"
"586","0.224","0.885"
"587","20.170","20.860"
"588","1.559","0.283"
"589","0.418","0.660"
"590","0.539","1.346"
"591","27.246","26.168"
"592","0.255","0.166"
"593","1.960","2.304"
"594","0.659","0.284"
"595","0.030","0.180"
"596","0.404","0.554"
"597","0.465","0.313"
"598","0.717","0.777"
"599","22.771","22.758"
"600","0.224","0.208"
"601","0.449","0.735"
"602","0.706","0.375"
"603","0.253","1.169"
"604","1.230","0.824"
"605","0.791","0.224"
"606","31.521","31.565"
"607","0.795","0.718"
"608","1.929","1.946"
"609","0.179","0.268"
