"Row_Name","Nose_Poke #1: On","Tray #1: On","Nose_Poke #1: Off","Tray #1: Off"
"N","647","236","640","236"
"Mean","5.379","14.746","5.437","14.753"
"Median","0.464","5.974","0.480","5.713"
"Mode","0.270, 0.345","4.857, 5.040, 4.632","0.300","4.935, 4.950, 4.738, 4.544, 4.063, 4.155, 4.904, 4.469"
"SD","15.150","22.661","15.239","22.647"
"Min","0.044","0.075","0.074","0.840"
"Max","155.696","156.445","155.726","156.956"
"Blank",,,,
"1","0.089","4.256","0.298","1.709"
"2","0.555","1.139","3.717","3.704"
"3","3.732","4.545","0.224","4.575"
"4","0.314","4.155","1.394","4.512"
"5","1.288","5.114","3.811","5.278"
"6","3.870","4.872","0.195","4.576"
"7","0.224","4.710","0.314","4.931"
"8","0.254","6.313","0.208","5.998"
"9","0.270","4.540","3.929","4.436"
"10","3.808","4.183","0.210","4.631"
"11","0.301","4.856","4.303","4.859"
"12","4.303","5.039","0.509","4.965"
"13","0.254","5.039","0.301","4.828"
"14","0.495","4.632","4.391","4.449"
"15","4.393","4.795","0.210","5.715"
"16","0.315","4.980","0.314","4.935"
"17","0.208","5.504","4.037","4.768"
"18","4.036","4.768","0.403","5.129"
"19","0.270","7.978","0.298","7.363"
"20","0.419","4.888","4.229","5.232"
"21","4.273","5.772","0.704","5.637"
"22","0.240","4.634","1.004","2.130"
"23","1.498","1.319","0.255","3.825"
"24","0.405","4.754","4.030","4.933"
"25","3.867","4.797","0.300","5.023"
"26","0.268","4.649","0.208","4.753"
"27","0.254","5.399","3.929","4.949"
"28","3.928","4.693","0.299","4.934"
"29","0.271","4.664","4.227","4.739"
"30","4.210","5.355","0.299","5.442"
"31","0.255","5.561","0.405","5.247"
"32","0.284","5.204","4.155","4.844"
"33","4.366","4.048","0.404","4.738"
"34","0.283","4.589","0.419","4.125"
"35","0.554","4.320","4.440","4.274"
"36","4.379","5.114","0.298","5.010"
"37","0.285","4.856","0.314","4.751"
"38","0.329","5.951","3.927","5.952"
"39","3.943","4.453","0.195","4.454"
"40","0.224","4.649","0.209","4.738"
"41","0.225","4.499","0.301","4.469"
"42","0.224","4.199","3.926","4.544"
"43","3.807","4.438","0.194","4.062"
"44","0.405","4.528","0.103","4.665"
"45","0.194","5.007","0.511","5.034"
"46","0.450","4.587","4.813","4.365"
"47","4.739","4.679","0.195","4.544"
"48","0.256","4.800","4.648","4.979"
"49","4.542","4.079","0.509","4.215"
"50","0.285","4.410","0.299","4.501"
"51","0.509","6.000","4.139","6.387"
"52","4.018","5.186","0.614","4.915"
