"Row_Name","Nose_Poke #1: On","Nose_Poke #1: Off"
"N","211","209"
"Mean","6.244","6.304"
"Median","0.389","0.390"
"Mode","0.209, 0.120, 0.195, 0.075, 0.464, 0.284, 0.165, 0.090","0.210, 0.075, 0.329, 0.180, 0.105"
"SD","46.350","46.570"
"Min","0.028","0.030"
"Max","538.283","538.147"
"Blank",,
"1","18.971","18.986"
"2","0.134","0.119"
"3","0.612","0.612"
"4","14.082","14.082"
"5","0.703","0.703"
"6","0.418","0.463"
"7","0.271","0.225"
"8","0.179","0.375"
"9","12.938","12.749"
"10","0.568","0.563"
"11","0.793","0.793"
"12","0.045","0.045"
"13","0.209","0.238"
"14","0.210","0.181"
"15","0.208","0.299"
"16","0.225","0.343"
"17","11.905","11.695"
"18","0.779","0.779"
"19","0.256","0.256"
"20","0.539","0.538"
"21","0.149","0.165"
"22","0.120","0.135"
"23","0.480","0.464"
"24","0.194","0.374"
"25","13.013","12.819"
"26","1.078","1.078"
"27","1.168","1.168"
"28","0.074","0.209"
"29","0.329","0.269"
"30","0.269","0.209"
"31","0.450","0.435"
"32","0.359","0.373"
"33","12.325","12.326"
"34","0.060","0.419"
"35","0.434","0.074"
"36","0.238","0.314"
"37","1.048","1.093"
"38","0.195","0.074"
"39","0.253","1.302"
"40","1.811","0.778"
"41","0.329","0.329"
"42","0.552","0.522"
"43","0.195","0.209"
"44","0.478","0.464"
"45","0.209","0.223"
"46","1.753","1.768"
"47","23.059","23.045"
"48","2.319","2.304"
"49","1.617","1.813"
"50","0.344","0.194"
"51","0.524","0.478"
"52","0.389","0.390"
"53","0.764","0.778"
"54","0.612","0.598"
"55","0.793","0.852"
"56","0.463","0.433"
"57","0.598","0.598"
"58","0.433","0.403"
"59","0.044","0.239"
"60","0.239","0.284"
"61","0.478","0.239"
"62","0.045","0.044"
"63","0.283","0.763"
"64","0.509","0.465"
"65","0.644","0.224"
"66","0.270","0.284"
"67","0.074","0.060"
"68","31.607","32.101"
"69","1.527","2.562"
"70","1.872","0.329"
"71","0.479","2.022"
"72","0.509","0.359"
"73","1.334","1.664"
"74","1.723","0.283"
"75","0.209","0.090"
"76","0.164","1.062"
"77","1.047","0.525"
"78","0.045","0.524"
"79","0.868","0.104"
"80","0.194","1.496"
"81","1.197","0.045"
"82","0.389","0.493"
"83","0.388","0.673"
"84","0.778","0.838"
"85","0.344","0.224"
"86","0.718","0.358"
"87","0.329","0.389"
"88","0.418","0.373"
"89","0.074","0.329"
"90","0.554","0.179"
"91","0.164","97.785"
"92","97.755","0.135"
"93","0.224","0.313"
"94","0.120","0.795"
"95","0.852","0.389"
"96","0.884","0.329"
"97","0.300","0.448"
"98","0.283","0.180"
"99","0.090","0.030"
"100","0.328","1.003"
"101","0.900","0.285"
"102","0.180","0.180"
"103","0.149","0.105"
"104","0.644","0.777"
"105","0.718","0.585"
"106","0.345","0.404"
"107","0.403","0.343"
"108","1.588","1.574"
"109","0.658","0.704"
"110","0.120","0.194"
"111","0.360","0.314"
"112","0.268","0.225"
"113","0.796","0.794"
"114","0.733","0.838"
"115","0.194","0.629"
"116","0.733","0.269"
"117","0.209","1.019"
"118","1.991","1.151"
"119","0.164","0.105"
"120","0.045","0.298"
"121","0.298","0.045"
"122","0.074","0.403"
"123","34.200","33.855"
"124","4.000","4.000"
"125","0.118","0.118"
"126","0.150","0.165"
"127","0.389","0.465"
"128","0.526","0.450"
"129","0.344","0.345"
"130","0.179","1.650"
"131","2.221","0.180"
"132","0.463","0.614"
"133","0.599","0.418"
"134","0.060","1.812"
"135","1.211","0.884"
"136","0.885","0.074"
"137","0.208","1.107"
"138","1.153","0.493"
"139","8.735","8.467"
"140","0.028","0.043"
"141","1.079","1.077"
"142","0.283","2.067"
"143","2.081","0.449"
"144","0.734","0.584"
"145","0.463","0.479"
"146","0.329","0.433"
"147","2.096","2.067"
"148","0.254","0.194"
"149","0.209","0.793"
"150","0.673","0.089"
"151","0.285","1.064"
"152","1.168","0.359"
"153","0.118","0.254"
"154","538.283","538.147"
"155","0.358","0.343"
"156","0.029","0.045"
"157","0.540","0.988"
"158","0.913","0.524"
"159","0.179","0.270"
"160","0.315","0.194"
"161","0.089","0.060"
"162","397.681","397.950"
"163","0.403","0.180"
"164","0.224","0.179"
"165","0.360","0.629"
"166","0.434","0.179"
"167","0.269","0.345"
"168","0.493","0.387"
"169","0.239","0.374"
"170","0.193","1.019"
"171","1.063","0.163"
"172","0.495","0.450"
"173","0.178","0.193"
"174","0.164","0.149"
"175","0.075","0.090"
"176","0.345","0.315"
"177","0.089","0.148"
"178","0.254","0.255"
"179","1.677","1.616"
"180","0.179","0.210"
"181","0.627","0.612"
"182","0.225","0.269"
"183","0.283","0.254"
"184","0.495","0.510"
"185","0.404","0.358"
"186","0.075","0.089"
"187","0.449","0.704"
"188","0.538","0.598"
"189","0.389","0.105"
"190","0.553","0.613"
"191","0.074","0.239"
"192","0.254","0.283"
"193","0.059","0.433"
"194","0.433","0.060"
"195","0.029","0.480"
"196","0.239","0.089"
"197","0.404","0.749"
"198","0.164","0.615"
"199","0.120","0.942"
"200","0.778","0.615"
"201","1.407","0.329"
"202","0.571","0.121"
"203","0.328","0.658"
"204","0.134","0.254"
"205","0.210","0.254"
"206","0.674","0.104"
"207","0.163","0.584"
"208","0.224","0.075"
"209","0.628","0.329"
"210","0.089",
"211","0.299",
