"Row_Name","Nose_Poke #1: On","Nose_Poke #1: Off"
"99","0.314","0.283"
"100","0.044","10.836"
"101","11.061","0.644"
"102","0.389","0.734"
"103","0.928","11.925"
"104","11.730","0.404"
"105","0.390","12.143"
"106","11.634","0.568"
"107","1.151","0.584"
"108","0.734","11.423"
"109","10.825","0.374"
"110","1.017","11.442"
"111","11.008","0.673"
"112","1.001","0.298"
"113","0.270","12.307"
"114","12.080","0.284"
"115","0.495","0.717"
"116","0.868","0.105"
"117","0.059","10.030"
"118","10.016","0.495"
"119","0.524","0.330"
"120","0.210","11.307"
"121","11.352","0.524"
"122","0.509","10.666"
"123","10.397","0.448"
"124","0.524","0.298"
"125","0.597","10.137"
"126","10.121","0.658"
"127","0.599","0.463"
"128","0.283","10.675"
"129","10.556","0.328"
"130","0.552","0.524"
"131","0.553","9.976"
"132","9.466","0.105"
"133","0.703","3.024"
"134","3.024","1.123"
"135","1.018","0.223"
"136","0.254","0.298"
"137","0.225","0.330"
"138","0.313","12.826"
"139","12.647","0.178"
"140","0.568","9.975"
"141","9.899","0.464"
"142","0.538","0.375"
"143","0.254","0.359"
"144","0.480","0.270"
"145","0.195","0.627"
"146","0.238","0.330"
"147","0.629","11.021"
"148","11.142","0.688"
"149","0.673","10.843"
"150","10.827","0.375"
"151","0.435","0.435"
"152","0.211","10.182"
"153","10.076","0.194"
"154","0.495","0.495"
"155","0.240","10.437"
"156","10.737","0.180"
"157","0.165","0.808"
"158","0.718","26.476"
"159","26.476","0.435"
"160","0.540","0.539"
"161","0.464","15.307"
"162","15.352","0.913"
"163","0.837","0.450"
"164","0.360","0.253"
"165","0.358","14.100"
"166","13.754","0.462"
"167","0.674","10.298"
"168","10.401","0.270"
"169","0.405","0.224"
"170","0.149","0.254"
"171","0.150","9.981"
"172","10.101","0.419"
"173","0.196","0.269"
"174","0.538","12.658"
"175","12.583","0.866"
"176","0.883","14.617"
"177","14.528","0.223"
"178","0.313","0.509"
"179","0.283","9.897"
"180","10.182","0.479"
"181","0.239","0.449"
"182","0.510","12.836"
"183","12.326","1.451"
"184","1.631","0.704"
"185","1.062","12.631"
"186","12.527","0.403"
"187","0.389","0.448"
"188","0.567","105.900"
"189","105.960","0.704"
"190","0.674","0.853"
"191","0.763","14.712"
"192","14.862","0.375"
"193","0.120","0.509"
"194","0.764","0.375"
"195","0.149","14.129"
"196","14.355","0.358"
"197","0.163","0.554"
"198","0.374","0.314"
"199","0.509","0.284"
"200","0.375","21.988"
"201","21.988","0.465"
"202","0.224","0.179"
"203","0.435","40.865"
"204","40.923","0.223"
"205","0.299","0.689"
"206","0.569","23.182"
"207","22.688","0.958"
"208","1.270","0.629"
"209","0.884","0.495"
"210","0.269","41.067"
"211","41.144","6.731"
"212","6.310","0.388"
"213","0.780","17.479"
"214","17.117","2.832"
"215","3.326","15.507"
"216","14.924","0.391"
"217","0.942","0.614"
"218","0.615","0.210"
"219","0.210","0.329"
"220","0.255","17.337"
"221","17.367","0.735"
"222","0.869","0.314"
"223","0.195","0.420"
"224","0.299","15.531"
"225","15.682","0.150"
"226","0.254","0.299"
"227","0.164","0.538"
"228","0.644","12.599"
"229","12.554","0.134"
"230","0.194","0.644"
"231","0.284","0.194"
"232","0.569","0.344"
"233","0.239","0.554"
"234","0.585","16.586"
"235","16.645","0.690"
"236","0.555","0.105"
"237","0.240","0.794"
"238","0.763","0.254"
"239","0.164","13.922"
"240","14.072","2.142"
"241","2.037","0.164"
"242","0.224","11.926"
"243","11.896","0.615"
"244","0.495","0.269"
"245","0.345","0.239"
"246","0.179","14.086"
"247","14.131","0.433"
"248","0.210","0.225"
"249","0.538","0.419"
"250","0.163","12.249"
"251","12.503","0.795"
"252","0.676","0.315"
"253","0.315","0.448"
"254","0.298","0.330"
"255","0.465","13.407"
"256","12.673","0.374"
"257","1.153","0.327"
"258","0.403","0.570"
"259","0.253","12.319"
"260","12.696","0.299"
"261","0.118","0.674"
"262","0.360","12.591"
"263","12.665","0.597"
"264","0.973","0.180"
"265","0.193","0.329"
"266","0.315","0.283"
"267","0.163","0.538"
"268","0.419","0.240"
"269","0.374","19.410"
"270","19.365","0.224"
"271","0.239","0.389"
"272","0.449","0.194"
"273","0.224","15.352"
"274","15.143","0.691"
"275","0.388","0.299"
"276","0.901","14.620"
"277","14.545","0.419"
"278","0.419","0.556"
"279","0.315","0.388"
"280","0.661","10.576"
"281","10.589","0.568"
"282","0.464","0.330"
"283","0.269","0.208"
"284","0.375","0.285"
"285","0.298","0.059"
"286","0.090","11.777"
"287","10.683","0.209"
"288","1.287","12.355"
"289","11.830","0.838"
"290","1.317","0.269"
"291","0.210","0.359"
"292","0.209","0.555"
"293","0.585","12.009"
"294","12.204","0.419"
"295","0.433","0.522"
"296","0.328","0.344"
"297","0.374","12.540"
"298","12.091","0.913"
"299","1.467","22.752"
"300","22.707","0.942"
"301","0.913","0.119"
"302","0.193","28.726"
"303","28.681","0.673"
"304","0.688","0.284"
"305","0.239","16.513"
"306","16.588","0.404"
"307","0.404","0.359"
"308","0.434","11.442"
"309","11.291","0.644"
"310","0.719","0.659"
"311","0.254","0.134"
"312","0.584","13.293"
"313","13.233","0.433"
"314","0.224","0.374"
"315","0.388","12.240"
"316","12.270","1.363"
"317","1.617","0.420"
"318","0.345","0.269"
"319","0.224","13.687"
"320","13.762","0.359"
"321","0.403","0.464"
"322","0.165","13.905"
"323","13.980","1.424"
"324","1.470","12.707"
"325","12.751","0.300"
"326","0.300","0.555"
"327","0.674","0.315"
"328","0.299","0.210"
"329","0.150","17.700"
"330","17.582","0.195"
"331","0.388","0.524"
"332","0.450","0.194"
"333","0.194","13.996"
"334","13.802","0.660"
"335","0.928","0.523"
"336","0.433","0.584"
"337","0.285","0.180"
"338","0.509","13.394"
"339","13.214","1.633"
"340","1.363","0.375"
"341","0.778","0.179"
"342","0.165","0.749"
"343","0.419","0.404"
"344","0.644","0.105"
"345","0.315","17.283"
"346","16.997","1.107"
"347","1.348","0.253"
"348","0.179","0.615"
"349","0.344","0.285"
"350","0.509","14.827"
"351","14.932","1.798"
"352","1.784","0.164"
"353","0.164","0.900"
"354","0.959","0.193"
"355","0.105","13.277"
"356","13.096","11.950"
"357","12.264","2.518"
"358","1.754","0.135"
"359","0.839","1.393"
"360","0.897","0.944"
"361","1.170","13.935"
"362","13.741","0.269"
"363","0.748","0.867"
"364","0.807","0.403"
"365","0.254","14.909"
"366","15.013","2.365"
"367","2.471","1.335"
"368","1.154","36.864"
"369","36.954","0.210"
"370","0.239","1.362"
"371","0.896","20.708"
"372","21.219","0.329"
"373","0.285","0.314"
"374","0.388","0.119"
"375","0.060","15.537"
"376","15.027","0.285"
"377","0.719","17.258"
"378","16.912","0.329"
"379","0.810","0.253"
"380","0.179","14.603"
"381","14.363","19.730"
"382","19.536","0.764"
"383","1.168","23.472"
"384","22.827","0.149"
"385","0.900","0.239"
"386","0.193","15.135"
"387","15.090","3.630"
"388","3.705","0.733"
"389","0.688","0.555"
"390","0.285","36.682"
"391","36.502","0.389"
"392","0.734","0.314"
"393","0.253","0.210"
"394","0.420","0.254"
"395","0.105","0.329"
"396","0.523","0.359"
"397","0.059","21.492"
"398","21.673","0.644"
"399","0.704","0.433"
"400","0.373","27.538"
"401","27.613","0.344"
"402","0.240","0.674"
"403","0.644","0.405"
"404","0.345","0.359"
"405","0.375","194.782"
"406","194.841","0.449"
"407","0.525","18.577"
"408","18.606","0.583"
"409","0.463","0.298"
"410","0.344","0.253"
"411","0.224","19.856"
"412","19.914","0.464"
"413","0.555","0.600"
"414","0.239","18.935"
"415","19.132","0.345"
"416","0.224","19.219"
"417","19.367","0.958"
"418","0.795","1.018"
"419","1.182","24.385"
"420","24.490","0.315"
"421","0.179","0.719"
"422","0.780","0.391"
"423","0.463","0.269"
"424","0.150","0.178"
"425","0.224","0.224"
"426","0.210","0.164"
"427","0.179","31.356"
"428","31.115","18.265"
"429","17.861","1.362"
"430","1.752","0.689"
"431","0.717","0.733"
"432","0.853","20.572"
"433","20.783","0.615"
"434","0.359","0.824"
"435","1.019","0.360"
"436","0.210","21.168"
"437","21.184","38.659"
"438","38.764","0.269"
"439","0.224","0.554"
"440","0.644","0.284"
"441","0.239","0.299"
"442","0.284","0.283"
"443","0.210","16.997"
"444","17.086","0.255"
"445","0.148","0.554"
"446","0.450","14.480"
"447","14.674","4.744"
"448","4.715","6.003"
"449","6.108","0.434"
"450","0.253","11.569"
"451","11.556","0.629"
"452","0.449","1.481"
"453","1.391","20.047"
"454","20.346","0.478"
"455","0.375","0.210"
"456","0.479","12.798"
"457","12.677","0.373"
"458","0.269","0.615"
"459","0.405","36.474"
"460","36.788","0.882"
"461","0.778","31.126"
"462","31.277","0.867"
"463","0.688","1.438"
"464","1.152","16.510"
"465","17.095","4.282"
"466","4.163","0.224"
"467","0.223","17.276"
"468","17.187","0.329"
"469","0.344","0.300"
"470","0.240","0.239"
"471","0.329","0.208"
"472","0.344","0.120"
"473","0.119","0.074"
"474","0.105","0.480"
"475","0.315","30.233"
"476","30.009","0.194"
"477","0.568","0.329"
"478","0.224","0.659"
"479","0.449","36.884"
"480","37.077","0.061"
"481","0.166","0.507"
"482","0.059","20.943"
"483","21.391","1.271"
"484","0.987","0.418"
"485","0.733","0.329"
"486","0.119","0.479"
"487","0.463","110.906"
"488","111.070","0.358"
"489","0.374","78.976"
"490","78.990","1.813"
"491","1.018",
