"Row_Name","Nose_Poke #1: On","Tray #1: On","Nose_Poke #1: Off","Tray #1: Off"
"N","411","33","412","34"
"Mean","8.725","72.841","8.704","70.314"
"Median","0.971","16.970","0.822","14.465"
"Mode","0.315","All values","0.405, 0.374, 0.315, 0.390","All values"
"SD","38.682","146.510","38.912","147.889"
"Min","0.030","0.030","0.045","0.045"
"Max","613.817","563.081","614.266","573.137"
"Blank",,,,
"1","16.896","16.476","17.000","11.040"
"2","0.373","12.026","0.195","18.720"
"3","0.149","18.967","0.178","15.356"
"4","11.023","16.970","11.143","13.574"
"5","0.329","11.685","0.344","2.950"
"6","0.329","3.084","0.314","12.232"
"7","17.405","16.262","17.497","16.470"
"8","0.329","21.674","0.569","22.702"
"9","0.570","27.522","0.089","25.812"
"10","0.060","91.672","0.390","82.805"
"11","0.481","4.868","0.329","5.752"
"12","0.314","55.121","0.256","73.499"
"13","13.779","41.227","13.945","22.205"
"14","0.405","141.890","0.329","161.774"
"15","0.314","451.490","0.164","432.923"
"16","0.853","7.055","1.033","16.442"
"17","0.299","204.404","0.496","219.624"
"18","0.838","563.081","0.448","573.137"
"19","0.106","46.282","0.298","18.273"
"20","0.417","18.125","0.284","11.728"
"21","10.113","1.932","10.052","0.075"
"22","0.165","0.178","0.254","0.178"
"23","0.254","22.802","0.270","23.176"
"24","0.269","0.673","0.238","0.284"
"25","0.239","2.008","0.675","2.038"
"26","1.947","0.314","1.451","0.285"
"27","0.433","7.599","0.418","8.002"
"28","0.134","1.108","0.179","1.768"
"29","0.165","528.499","0.463","551.089"
"30","0.612","26.001","0.493","5.451"
"31","0.420","40.790","0.329","31.396"
"32","10.436","0.030","10.361","6.289"
"33","0.597","1.945","1.003","0.045"
"34","0.582",,"0.673","3.595"
"35","0.750",,"0.256",
"36","0.164",,"0.178",
"37","0.239",,"0.210",
"38","0.269",,"0.283",
"39","0.269",,"0.209",
"40","0.224",,"0.405",
"41","0.358",,"0.149",
"42","0.405",,"0.480",
"43","0.209",,"0.674",
"44","1.034",,"0.569",
"45","0.195",,"0.420",
"46","0.479",,"0.375",
"47","11.466",,"11.705",
"48","0.554",,"0.090",
"49","0.030",,"0.388",
"50","0.778",,"0.613",
"51","0.313",,"0.239",
"52","0.224",,"0.344",
"53","0.915",,"0.868",
"54","0.238",,"0.373",
"55","0.448",,"0.344",
"56","0.299",,"0.433",
"57","1.138",,"0.823",
"58","0.120",,"0.510",
"59","0.822",,"0.477",
"60","0.135",,"0.343",
"61","0.328",,"0.239",
"62","0.359",,"0.659",
"63","0.628",,"0.253",
"64","0.269",,"0.329",
"65","2.528",,"2.498",
"66","0.239",,"0.105",
"67","12.240",,"12.988",
"68","0.853",,"0.629",
"69","0.823",,"0.328",
"70","0.164",,"0.330",
"71","0.405",,"0.405",
"72","0.344",,"0.373",
"73","1.570",,"1.556",
"74","1.108",,"1.122",
"75","0.329",,"0.556",
