"Row_Name","Nose_Poke #1: On","Tray #1: On","Nose_Poke #1: Off","Tray #1: Off"
"N","341","182","334","182"
"Mean","9.282","17.298","9.477","17.328"
"Median","0.778","12.937","0.793","12.585"
"Mode","0.045","13.342, 0.120, 14.705, 0.150, 0.270, 0.239","0.404","0.105, 0.299, 13.641"
"SD","41.200","54.451","41.597","54.360"
"Min","0.029","0.120","0.045","0.090"
"Max","622.437","623.949","622.361","626.487"
"Blank",,,,
"1","0.808","1.214","1.693","0.899"
"2","2.096","1.062","1.213","2.605"
"3","140.740","2.456","140.589","2.814"
"4","1.707","2.320","1.813","10.734"
"5","0.283","62.763","0.269","66.028"
"6","0.165","37.020","0.104","25.909"
"7","39.406","21.490","39.452","22.180"
"8","1.377","3.549","1.406","17.264"
"9","26.353","22.906","26.220","6.406"
"10","0.270","1.302","0.300","1.018"
"11","5.378","0.658","5.512","0.689"
"12","20.016","1.033","19.957","0.807"
"13","0.254","0.269","0.299","0.105"
"14","0.493","0.133","0.509","0.598"
"15","0.224","11.155","0.103","30.425"
"16","21.385","26.594","21.385","9.437"
"17","0.180","5.437","0.389","18.055"
"18","26.110","20.721","25.976","22.686"
"19","0.164","21.864","0.555","23.669"
"20","0.554","27.146","0.465","8.448"
"21","27.770","0.807","27.394","0.896"
"22","0.269","1.870","0.298","1.603"
"23","0.178","0.209","0.598","1.601"
"24","0.030","2.905","26.771","16.854"
"25","26.413","22.123","0.403","7.126"
"26","0.867","0.538","0.793","15.331"
"27","1.153","19.301","19.951","4.313"
"28","19.875","0.509","0.807","1.497"
"29","0.614","7.831","22.669","19.365"
"30","22.819","21.387","0.554","18.452"
"31","0.673","10.709","0.149","7.408"
"32","0.120","12.245","16.139","16.678"
"33","16.122","11.108","0.404","0.793"
"34","0.345","7.038","0.149","15.930"
"35","0.254","16.110","0.254","20.670"
"36","0.044","20.792","15.948","8.431"
"37","15.349","8.548","0.193","16.351"
"38","0.942","15.861","0.105","18.554"
"39","0.120","12.833","22.124","2.397"
"40","21.538","8.277","8.172","17.042"
"41","8.773","13.916","0.404","11.214"
"42","0.403","9.657","15.248","3.818"
"43","15.144","8.877","0.299","20.945"
"44","0.313","14.432","0.298","0.403"
"45","0.240","0.810","19.254","2.905"
"46","19.418","5.254","0.749","12.128"
"47","0.195","14.553","0.253","15.349"
"48","0.898","14.032","0.090","4.207"
"49","0.627","0.120","0.702","10.538"
"50","13.466","16.271","13.841","7.426"
"51","0.524","6.335","0.090","11.725"
"52","14.747","7.051","14.731","0.208"
"53","0.313","5.735","0.298","15.563"
"54","0.045","13.915","0.210","12.024"
"55","0.882","11.619","0.793","5.225"
"56","0.989","6.918","1.900","14.947"
"57","1.047","16.878","0.105","17.656"
"58","20.679","16.158","20.620","17.851"
"59","0.044","16.367","0.524","16.856"
