"Row_Name","Nose_Poke #1: On","Tray #1: On","Nose_Poke #1: Off","Tray #1: Off"
"N","566","204","557","204"
"Mean","6.274","17.415","6.375","17.433"
"Median","0.555","5.391","0.494","5.369"
"Mode","0.375","4.289, 5.535, 4.351, 4.380, 5.505, 4.980","0.300","4.875"
"SD","22.213","34.528","22.418","34.666"
"Min","0.030","1.153","0.045","1.843"
"Max","323.065","324.280","323.111","324.750"
"Blank",,,,
"1","0.958","2.159","0.704","2.292"
"2","1.275","1.197","1.303","3.523"
"3","3.582","3.839","3.508","2.188"
"4","0.225","1.875","0.196","3.810"
"5","1.904","4.559","2.008","4.499"
"6","3.839","4.439","3.795","5.295"
"7","0.224","5.415","0.510","4.603"
"8","0.495","4.770","0.194","4.814"
"9","3.868","4.289","4.003","4.215"
"10","0.375","4.799","0.195","4.813"
"11","0.195","4.453","0.300","4.605"
"12","4.696","4.214","4.801","4.095"
"13","0.390","4.575","0.194","4.498"
"14","0.179","4.634","0.210","4.515"
"15","0.210","4.664","0.195","4.996"
"16","3.824","5.385","4.004","5.009"
"17","0.390","4.334","0.195","4.396"
"18","0.208","4.801","0.209","4.560"
"19","0.254","4.289","0.301","4.843"
"20","3.870","4.829","3.853","4.515"
"21","0.195","4.786","0.256","4.709"
"22","0.253","4.784","0.119","5.596"
"23","4.171","5.444","4.500","5.219"
"24","0.434","5.534","0.194","5.216"
"25","0.209","4.948","0.195","4.800"
"26","3.897","4.440","3.912","4.604"
"27","0.179","4.843","0.091","4.411"
"28","0.135","4.409","0.298","4.814"
"29","4.245","5.896","4.215","7.096"
"30","4.050","6.164","4.095","5.413"
"31","0.375","4.963","0.210","4.498"
"32","0.284","4.860","0.390","4.816"
"33","3.914","4.829","3.899","4.709"
"34","0.299","4.859","0.299","4.996"
"35","0.270","4.350","0.210","4.424"
"36","0.210","4.905","0.300","4.604"
"37","3.719","4.890","3.614","6.420"
"38","0.151","5.534","0.179","4.919"
"39","0.208","5.489","0.300","5.009"
"40","0.256","4.619","0.210","4.409"
"41","0.240","4.935","0.300","4.920"
"42","4.200","4.994","4.200","4.798"
"43","0.284","4.246","0.495","4.321"
"44","0.554","4.664","0.298","4.530"
"45","0.301","3.975","0.225","4.003"
"46","3.793","4.153","4.183","4.305"
"47","0.539","4.288","0.135","2.625"
"48","3.870","2.251","4.066","3.629"
"49","0.435","4.498","0.299","4.693"
"50","0.390","4.681","0.329","4.515"
"51","3.766","4.394","3.990","5.564"
"52","0.493","5.925","0.283","5.114"
"53","0.225","4.574","0.301","4.425"
"54","4.093","4.919","4.198","3.360"
"55","0.406","2.579","0.405","3.929"
"56","0.358","4.485","0.210","4.605"
"57","4.066","4.289","4.289","4.469"
"58","0.418","4.185","0.301","4.544"
"59","0.286","4.769","0.299","4.515"
"60","3.825","4.725","4.215","4.650"
"61","0.689","4.814","0.194","4.664"
"62","0.283","4.139","0.300","4.110"
"63","4.425","4.348","5.009","4.740"
"64","0.839","5.266","0.195","4.860"
"65","0.166","4.259","0.298","4.214"
"66","4.484","4.350","4.621","4.230"
"67","0.449","4.379","0.494","4.605"
"68","0.645","4.514","0.405","4.528"
"69","3.972","4.725","4.317","4.529"
"70","0.629","4.528","0.194","4.483"
"71","0.269","3.973","0.406","4.050"
"72","3.795","4.379","3.810","4.634"
"73","0.344","4.993","0.284","4.859"
"74","0.331","4.663","0.194","5.355"
"75","3.929","5.176","4.109","4.560"
"76","0.299","5.294","0.195","5.144"
"77","0.210","4.995","0.194","5.129"
"78","0.479","14.189","0.510","14.384"
"79","3.389","5.504","3.719","5.115"
"80","0.494","4.605","0.195","4.725"
"81","0.511","4.904","0.404","3.344"
"82","3.869","2.280","4.094","6.014"
"83","0.345","8.113","0.105","6.284"
"84","0.554","16.920","1.199","15.239"
"85","0.914","3.314","0.405","5.505"
"86","5.491","5.099","5.506","4.470"
"87","0.313","4.650","0.299","1.843"
"88","0.286","1.153","0.300","4.021"
"89","0.254","4.754","0.194","4.875"
"90","4.348","4.740","4.408","4.875"
"91","0.284","5.564","0.195","5.039"
"92","0.284","4.470","0.298","5.384"
"93","3.975","5.354","4.111","4.589"
"94","0.390","4.890","0.403","4.755"
"95","0.478","4.664","0.390","4.875"
"96","3.871","5.159","4.125","4.752"
"97","0.525","4.512","0.090","4.694"
