"Row_Name","Nose_Poke #1: On","Nose_Poke #1: Off"
"N","643","642"
"Mean","2.818","2.823"
"Median","0.465","0.493"
"Mode","0.270","0.240"
"SD","4.815","4.796"
"Min","0.029","0.044"
"Max","60.456","60.143"
"Blank",,
"1","0.164","0.882"
"2","0.897","0.344"
"3","0.029","14.036"
"4","13.512","0.553"
"5","0.853","7.353"
"6","6.678","0.509"
"7","1.123","0.792"
"8","0.882","0.255"
"9","0.479","0.405"
"10","0.239","10.195"
"11","9.748","5.343"
"12","5.942","0.298"
"13","0.268","1.483"
"14","0.688","0.403"
"15","1.079","0.314"
"16","0.403","12.652"
"17","11.959","0.134"
"18","1.005","13.699"
"19","12.695","0.434"
"20","1.257","12.561"
"21","12.518","0.344"
"22","0.359","0.463"
"23","0.313","11.784"
"24","11.784","0.119"
"25","0.449","0.391"
"26","0.269","10.788"
"27","10.716","0.165"
"28","0.359","0.223"
"29","0.135","0.330"
"30","0.253","0.508"
"31","0.645","9.895"
"32","9.607","0.328"
"33","0.616","0.524"
"34","0.179","8.427"
"35","8.757","0.299"
"36","0.254","0.495"
"37","0.299","0.044"
"38","0.388","10.584"
"39","10.435","0.149"
"40","0.224","0.463"
"41","0.358","9.863"
"42","9.550","0.300"
"43","0.552","0.253"
"44","0.299","9.419"
"45","8.805","0.748"
"46","0.883","0.181"
"47","0.810","0.074"
"48","0.104","0.435"
"49","0.390","0.134"
"50","0.120","10.820"
"51","10.715","0.328"
"52","0.224","0.135"
"53","0.388","0.388"
"54","0.150","0.270"
"55","0.344","8.445"
"56","8.610","1.062"
"57","0.807","0.375"
"58","0.359","8.665"
"59","8.530","0.403"
"60","0.644","3.051"
"61","2.977","0.658"
"62","0.479","0.569"
"63","0.674","15.361"
"64","15.138","0.344"
"65","0.747","0.418"
"66","0.343","8.686"
"67","8.851","0.179"
"68","0.179","4.344"
"69","3.176","0.507"
"70","1.495","0.240"
"71","0.299","11.617"
"72","11.768","0.360"
"73","0.134","0.360"
"74","0.435","0.209"
"75","0.329","13.971"
"76","13.747","0.163"
"77","0.449","0.225"
"78","0.105","0.435"
"79","0.435","8.908"
"80","8.622","0.180"
"81","0.509","0.240"
"82","0.180","0.375"
"83","0.225","9.248"
"84","9.158","0.105"
"85","0.435","0.163"
"86","0.103","8.805"
"87","8.925","0.270"
"88","0.194","0.163"
"89","0.105","0.300"
"90","0.194","7.155"
"91","7.275","0.254"
"92","0.225","7.611"
"93","7.612","0.165"
"94","0.254","0.358"
"95","0.269","8.179"
"96","7.819","0.464"
"97","0.868","0.314"
"98","0.210","7.382"
"99","7.531","0.480"
"100","0.344","0.373"
"101","0.329","9.955"
"102","9.805","0.329"
"103","0.420","0.284"
"104","0.389","0.165"
"105","0.315","0.613"
"106","0.119","6.929"
"107","7.243","7.249"
"108","7.384","0.285"
"109","0.194","0.883"
"110","0.599","0.358"
"111","0.538","11.619"
"112","11.887","0.403"
"113","0.210","0.240"
"114","0.283","0.657"
"115","0.329","7.846"
"116","8.204","0.165"
"117","0.209","0.209"
"118","0.151","0.420"
"119","0.253","8.085"
"120","8.326","0.149"
"121","0.178","0.180"
"122","0.210","0.150"
"123","0.104","7.230"
"124","7.216","0.764"
"125","0.569","0.269"
"126","0.330","7.663"
"127","7.438","0.134"
"128","0.509","0.463"
"129","0.134","9.608"
"130","9.863","0.194"
"131","0.179","7.114"
"132","7.173","0.358"
"133","0.387","0.418"
"134","0.270","8.189"
"135","7.678","0.180"
"136","0.824","2.709"
"137","2.350","0.238"
"138","0.478","0.225"
"139","0.283","0.134"
"140","0.270","0.359"
"141","0.209","0.241"
"142","0.209","9.928"
"143","9.990","0.300"
"144","0.149","0.103"
"145","0.360","0.449"
"146","0.194","0.224"
"147","0.298","0.149"
"148","0.299","0.569"
"149","0.493","10.437"
"150","10.391","0.105"
"151","0.196","0.523"
"152","0.373","9.033"
"153","9.091","0.867"
"154","0.255","0.238"
"155","0.823","7.100"
"156","7.249","0.463"
"157","0.360","0.658"
"158","0.389","8.279"
"159","8.623","0.163"
"160","0.165","0.300"
"161","0.178","7.710"
"162","7.831","0.314"
"163","0.269","0.389"
"164","0.270","7.946"
"165","7.495","0.644"
"166","0.793","0.254"
"167","0.599","7.302"
"168","7.437","0.208"
"169","0.195","0.524"
"170","0.495","0.403"
"171","0.178","9.763"
"172","9.761","0.240"
"173","0.480","0.553"
"174","0.224","7.500"
"175","7.861","0.254"
"176","0.178","7.813"
"177","7.783","0.957"
"178","0.359","0.328"
"179","0.882","7.021"
"180","7.080","1.165"
"181","0.553","0.553"
"182","1.198","0.210"
"183","0.178","7.201"
"184","7.172","0.163"
"185","0.298","0.569"
"186","0.089","7.161"
"187","7.656","0.405"
"188","0.210","0.644"
"189","0.344","6.471"
"190","6.891","0.478"
"191","0.568","0.195"
"192","0.134","0.284"
"193","0.181","7.036"
"194","7.200","0.375"
"195","0.375","0.328"
"196","0.165","0.705"
"197","0.404","0.269"
"198","0.554","7.499"
"199","7.633","0.299"
"200","0.345","0.748"
"201","0.389","0.644"
"202","0.538","7.813"
"203","8.189","0.285"
"204","0.298","7.067"
"205","7.052","0.581"
"206","0.613","0.060"
"207","0.134","0.884"
"208","0.254","0.389"
"209","0.702","8.351"
"210","8.306","0.314"
"211","0.403","0.344"
"212","0.405","6.125"
"213","6.168","0.164"
"214","0.300","0.822"
"215","0.477","0.494"
"216","0.466","1.034"
"217","0.626","6.753"
"218","7.549","0.179"
"219","0.135","8.281"
"220","8.250","0.269"
"221","0.330","0.375"
"222","0.284","0.598"
"223","0.194","0.089"
"224","0.584","7.721"
"225","7.645","0.254"
"226","0.269","0.884"
"227","0.555","0.388"
"228","0.494","6.033"
"229","6.272","0.644"
"230","0.479","0.344"
"231","0.328","0.899"
"232","0.360","6.480"
"233","7.139","0.612"
"234","0.314","0.404"
"235","0.478","0.359"
"236","0.465","0.389"
"237","0.283","8.365"
"238","8.591","0.240"
"239","0.194","0.284"
"240","0.419","0.390"
"241","0.225","6.886"
"242","6.991","0.330"
"243","0.269","0.463"
"244","0.300","8.535"
"245","8.309","6.840"
"246","7.350","0.600"
"247","0.433","0.705"
"248","0.330","6.139"
"249","6.619","0.971"
"250","0.687","0.583"
"251","0.599","0.464"
"252","0.463","6.706"
"253","6.990","0.194"
"254","0.239","7.092"
"255","7.076","0.375"
"256","0.360","0.358"
"257","0.194","7.976"
"258","8.156","0.405"
"259","0.105","0.120"
"260","0.419","0.133"
"261","0.090","0.210"
"262","0.149","0.195"
"263","0.240","0.284"
"264","0.208","8.443"
"265","8.595","0.359"
"266","0.312","0.552"
"267","0.224","0.345"
"268","0.509","0.627"
"269","0.313","0.524"
"270","0.673","8.175"
"271","8.579","0.120"
"272","0.104","0.524"
"273","0.195","7.503"
"274","7.832","0.509"
"275","0.360","0.748"
"276","0.345","6.575"
"277","7.129","0.315"
"278","0.269","0.389"
"279","0.343","1.032"
"280","0.270","7.099"
"281","7.772","0.870"
"282","0.464","0.194"
"283","0.644","5.958"
"284","5.764","0.164"
"285","0.433","0.493"
"286","0.120","6.734"
"287","7.153","0.135"
"288","0.179","1.106"
"289","0.149","10.210"
"290","11.168","10.017"
"291","9.929","0.374"
"292","0.133","0.673"
"293","0.539","7.676"
"294","7.645","0.899"
"295","0.719","0.239"
"296","0.703","7.191"
"297","6.590","0.284"
"298","1.019","0.836"
"299","0.508","6.365"
"300","6.544","1.990"
"301","0.494","0.090"
"302","1.781","0.240"
"303","0.134","6.077"
"304","6.093","0.615"
"305","0.644","7.798"
"306","7.663","0.328"
"307","0.374","0.105"
"308","0.269","0.180"
"309","0.058","0.208"
"310","0.166","6.634"
"311","6.707","0.208"
"312","0.313","0.105"
"313","0.045","7.127"
"314","7.141","7.865"
"315","7.610","0.223"
"316","0.465","0.509"
"317","0.358","6.929"
"318","7.109","0.450"
"319","0.105","0.240"
"320","0.434","0.480"
"321","0.285","6.605"
"322","6.711","0.673"
"323","0.373","0.298"
"324","0.644","6.948"
"325","6.949","0.210"
"326","0.358","0.164"
"327","0.180","0.390"
"328","0.179","6.256"
"329","6.451","0.584"
"330","0.345","6.544"
"331","6.201","0.345"
"332","0.793","7.212"
"333","6.734","0.448"
"334","0.733","0.614"
"335","0.763","6.696"
"336","6.740","0.582"
"337","0.688","0.254"
"338","0.179","8.207"
"339","7.233","0.374"
"340","1.259","0.359"
"341","0.359","6.466"
"342","6.584","0.269"
"343","0.299","0.314"
"344","0.254","0.314"
"345","0.269","7.081"
"346","7.038","1.228"
"347","0.462","0.283"
"348","1.095","7.382"
"349","7.455","0.360"
"350","0.390","0.553"
"351","0.388","9.223"
"352","9.165","0.150"
"353","0.433","0.539"
"354","0.134","6.812"
"355","7.097","0.254"
"356","0.315","0.360"
"357","0.329","0.509"
"358","0.210","5.461"
"359","5.867","0.599"
"360","0.239","0.149"
"361","0.463","0.358"
"362","0.149","7.922"
"363","7.501","0.719"
"364","1.138","0.208"
"365","0.330","6.485"
"366","6.618","0.269"
"367","0.135","0.269"
"368","0.298","0.210"
"369","0.254","0.403"
"370","0.134","0.178"
"371","0.523","0.643"
"372","0.358","8.606"
"373","8.786","0.149"
"374","0.225","0.134"
"375","0.120","0.687"
"376","0.388","0.359"
"377","0.418","6.918"
"378","7.203","0.210"
"379","0.180","0.075"
"380","0.105","0.240"
"381","0.210","0.269"
"382","0.194","0.119"
"383","0.225","1.019"
"384","0.089","7.263"
"385","8.132","0.240"
"386","0.149","7.174"
"387","7.340","0.224"
"388","0.164","0.389"
"389","0.418","0.119"
"390","0.120","0.286"
"391","0.119","0.254"
"392","0.285","7.936"
"393","8.057","0.973"
"394","0.403","0.150"
