"Row_Name","Nose_Poke #1: On","Nose_Poke #1: Off"
"182","0.253","0.194"
"183","5.422","5.423"
"184","0.254","0.973"
"185","3.894","3.159"
"186","0.074","0.075"
"187","4.896","4.895"
"188","0.867","1.003"
"189","4.326","4.235"
"190","0.240","0.375"
"191","0.344","0.164"
"192","0.028","0.359"
"193","4.489","4.233"
"194","0.360","0.300"
"195","0.058","0.598"
"196","4.715","4.312"
"197","0.240","0.223"
"198","0.329","0.329"
"199","4.372","4.283"
"200","0.165","0.345"
"201","1.017","0.807"
"202","3.864","3.954"
"203","0.269","0.223"
"204","0.194","0.239"
"205","5.012","4.907"
"206","0.090","0.090"
"207","0.029","0.314"
"208","5.060","4.805"
"209","0.269","0.238"
"210","0.028","0.090"
"211","0.105","0.283"
"212","4.447","4.597"
"213","4.956","4.597"
"214","2.261","2.289"
"215","0.180","0.301"
"216","4.278","4.189"
"217","0.224","0.149"
"218","0.105","0.104"
"219","0.074","0.088"
"220","5.015","5.001"
"221","0.075","0.089"
"222","6.036","6.425"
"223","0.599","1.198"
"224","2.694","1.721"
"225","0.089","0.238"
"226","3.956","4.256"
"227","0.778","0.418"
"228","0.164","0.314"
"229","4.788","4.653"
"230","0.434","0.329"
"231","0.029","0.254"
"232","0.120","4.238"
"233","4.105","4.324"
"234","4.353","0.075"
"235","0.298","0.210"
"236","0.120","4.310"
"237","4.326","0.314"
"238","0.420","0.045"
"239","0.029","5.000"
"240","4.956","0.164"
"241","0.194","0.254"
"242","0.209","4.629"
"243","4.673","0.254"
"244","0.210","0.223"
"245","0.268","0.150"
"246","0.165","4.473"
"247","4.383","0.687"
"248","0.509","4.489"
"249","4.668","0.269"
"250","0.298","0.269"
"251","0.164","0.134"
"252","0.225","4.776"
"253","4.806","2.305"
"254","2.334","0.074"
"255","0.060","0.060"
"256","0.105","4.359"
"257","4.134","4.356"
"258","4.400","0.149"
"259","0.225","0.120"
"260","0.195","0.359"
"261","0.298","4.324"
"262","4.294","0.210"
"263","0.284","0.418"
"264","0.374","1.154"
"265","1.229","0.120"
"266","0.090","0.600"
"267","0.286","10.585"
"268","10.913","0.761"
"269","0.701","5.019"
"270","5.094","0.180"
"271","0.269","0.073"
"272","0.044","0.345"
"273","4.478","4.267"
"274","0.448","0.404"
"275","0.359","0.658"
"276","4.312","4.055"
"277","0.269","0.210"
"278","1.765","2.004"
"279","0.403","0.225"
"280","4.444","4.370"
"281","0.300","0.629"
"282","4.400","4.056"
"283","0.359","0.464"
"284","0.210","0.254"
"285","4.430","4.311"
"286","0.210","0.313"
"287","0.374","0.254"
"288","0.044","0.432"
"289","4.701","4.552"
"290","0.538","0.403"
"291","4.330","4.329"
"292","0.477","0.388"
"293","0.448","0.718"
"294","4.519","4.264"
"295","0.149","0.299"
"296","0.629","0.508"
"297","0.224","0.179"
"298","0.059","0.283"
"299","4.520","4.355"
"300","4.223","4.210"
"301","0.509","0.463"
"302","0.313","0.300"
"303","0.045","0.374"
"304","4.299","3.955"
"305","0.149","0.163"
"306","4.369","4.399"
"307","0.434","0.420"
"308","2.319","2.333"
"309","4.187","4.278"
"310","0.328","0.193"
"311","0.060","0.090"
"312","0.164","0.195"
"313","7.322","7.321"
"314","27.952","28.341"
"315","5.432","5.254"
"316","0.554","0.328"
"317","0.375","0.404"
"318","0.120","0.089"
"319","4.264","4.311"
"320","0.567","0.537"
"321","4.836","4.836"
"322","0.269","0.419"
"323","0.747","0.552"
"324","0.120","0.223"
"325","4.115","4.116"
"326","0.509","0.448"
"327","0.163","0.224"
"328","4.221","4.190"
"329","0.374","0.418"
"330","4.836","4.748"
"331","0.389","1.303"
"332","1.079","0.134"
"333","4.584","4.585"
"334","0.912","1.017"
"335","0.254","0.239"
"336","0.225","0.134"
"337","4.427","4.667"
"338","0.582","0.463"
"339","4.326","4.357"
"340","0.389","0.554"
"341","1.139","0.899"
"342","4.120","4.120"
"343","0.165","0.464"
"344","3.038","2.723"
"345","4.254","4.973"
"346","0.882","0.687"
"347","3.277","2.769"
"348","4.114","4.098"
"349","0.299","0.389"
"350","0.612","0.494"
"351","0.075","0.164"
"352","0.359","0.314"
"353","3.820","3.759"
"354","5.138","5.139"
"355","0.269","0.554"
"356","0.405","0.178"
"357","4.218","4.160"
"358","0.389","0.734"
"359","0.719","0.403"
"360","7.245","7.425"
"361","0.298","0.193"
"362","0.598","0.464"
"363","0.194","0.194"
"364","0.029","0.075"
"365","4.940","4.984"
"366","4.308","4.264"
"367","0.569","0.597"
"368","1.166","1.182"
"369","4.178","4.269"
"370","0.808","1.197"
"371","0.659","0.269"
"372","4.057","3.908"
"373","0.749","0.793"
"374","1.423","1.454"
"375","4.043","4.013"
"376","0.448","0.418"
"377","0.090","0.075"
"378","0.059","0.074"
"379","0.345","0.299"
"380","0.104","0.119"
"381","4.684","4.730"
"382","0.149","0.269"
"383","0.299","0.149"
"384","0.179","0.195"
"385","4.384","4.338"
"386","0.239","0.433"
"387","4.771","4.623"
"388","0.614","0.703"
"389","0.254","0.119"
"390","0.149","0.225"
"391","4.803","4.744"
"392","0.285","0.269"
"393","0.029","0.074"
"394","8.850","8.879"
"395","0.343","0.314"
"396","5.230","5.379"
"397","1.301","1.271"
"398","2.124","1.974"
"399","4.315","4.346"
"400","0.509","0.478"
"401","0.045","0.030"
"402","0.029","0.120"
"403","4.510","4.540"
"404","0.164","0.315"
"405","9.703","9.702"
"406","0.688","0.492"
"407","1.975","1.931"
"408","4.612","4.642"
"409","0.582","0.628"
"410","0.166","0.270"
"411","30.139","30.169"
"412","0.375","0.210"
"413","0.552","0.717"
"414","4.720","4.600"
"415","0.793","0.702"
"416","0.419","0.389"
"417","0.029","0.060"
"418","0.075","0.238"
"419","4.881","4.733"
"420","0.210","0.194"
"421","4.792","4.807"
"422","0.374","0.494"
"423","0.224","0.134"
"424","4.540","4.524"
"425","0.164","0.134"
"426","6.379","6.379"
"427","0.345","0.538"
"428","0.283","0.120"
"429","4.870","4.825"
"430","0.524","0.764"
"431","0.313","0.149"
"432","0.210","0.195"
"433","7.549","7.894"
"434","1.197","0.807"
"435","6.469","6.528"
"436","0.194","0.120"
"437","0.045","0.225"
"438","4.852","4.687"
"439","0.315","0.390"
"440","0.495","0.600"
"441","6.855","7.185"
"442","0.644","0.120"
"443","0.045","0.299"
"444","4.819","4.670"
"445","0.450","0.585"
"446","0.375","0.389"
"447","5.106","5.196"
"448","0.644","0.434"
"449","0.299","0.359"
"450","9.173","9.427"
"451","0.523","0.164"
"452","0.975","0.945"
"453","4.722","4.798"
"454","0.405","0.554"
"455","0.673","0.403"
"456","0.120","0.120"
"457","0.074","0.060"
"458","4.100","4.266"
"459","5.230","5.065"
"460","0.165","0.238"
"461","0.208","0.316"
"462","10.375","10.779"
"463","0.736","0.211"
"464","0.029","7.339"
"465","6.829","0.254"
"466","0.810","0.059"
"467","0.028","4.944"
"468","4.913","0.448"
"469","0.418","0.375"
"470","0.225","4.537"
"471","4.777","0.284"
"472","0.164","0.224"
"473","0.344","0.104"
"474","0.029","7.800"
"475","7.560","0.598"
"476","0.854","4.778"
"477","4.644","0.509"
"478","0.687","0.193"
"479","0.059","5.080"
"480","5.183","0.164"
"481","0.134","2.574"
"482","2.484","4.611"
"483","4.268","0.404"
"484","0.868","0.494"
"485","0.374","9.716"
"486","9.642","0.269"
"487","0.389","0.419"
"488","0.479","0.075"
"489","0.120","8.981"
"490","8.068","0.344"
"491","1.271","0.044"
"492","0.045","0.134"
"493","0.075","5.221"
"494","5.086","5.583"
"495","5.521","0.508"
"496","0.283","0.253"
"497","0.644","5.211"
"498","5.121","0.465"
"499","0.539","0.418"
"500","0.433","4.969"
"501","4.833","1.735"
"502","1.826","0.375"
"503","0.480","5.047"
"504","4.926","0.256"
"505","0.255","0.150"
"506","0.300","0.074"
"507","0.045","8.459"
"508","7.156","1.917"
"509","3.038","5.287"
"510","5.274","0.269"
"511","0.269","0.105"
"512","0.298","0.060"
"513","0.059","7.261"
"514","6.738","0.134"
"515","0.673","0.119"
"516","0.044","5.221"
"517","5.192","0.403"
"518","0.464","16.601"
"519","15.912","0.388"
"520","1.062","0.852"
"521","0.882","0.210"
"522","0.119","5.460"
"523","4.817","0.585"
"524","1.123","10.027"
"525","8.933","0.793"
"526","1.453","0.913"
"527","1.392","5.571"
"528","5.167","0.360"
"529","0.913","0.584"
"530","0.583","0.163"
"531","0.163","5.288"
"532","5.303","0.269"
"533","0.269","0.059"
"534","0.059","6.721"
"535","6.602","0.180"
"536","0.269","13.395"
"537","12.587","0.164"
"538","0.913","0.598"
"539","0.523","6.663"
"540","6.469","0.119"
"541","0.420","0.283"
"542","0.373","0.059"
"543","0.029","6.854"
"544","6.419","0.119"
"545","0.523","42.945"
"546","42.735","0.614"
"547","0.839","0.613"
"548","0.418","6.028"
"549","5.835","0.224"
"550","0.478","0.239"
"551","0.418","0.464"
"552","0.029","5.493"
"553","5.599","0.972"
"554","1.152","4.937"
"555","5.057","0.284"
"556","0.298","0.329"
"557","0.059","6.919"
"558","5.615","2.636"
"559","4.105","0.374"
"560","0.253","5.226"
"561","5.407","0.478"
"562","0.433","0.403"
"563","0.239","5.299"
"564","5.419","0.165"
"565","0.314","0.104"
"566","0.029","6.378"
"567","6.063","0.058"
"568","0.448","0.164"
"569","0.029","0.105"
"570","0.225","0.045"
"571","16.035","16.588"
"572","0.898","0.315"
"573","5.583","5.597"
"574","0.477","0.462"
"575","0.644","0.808"
"576","4.793","4.717"
"577","0.315","0.270"
"578","0.134","0.269"
"579","6.019","6.543"
"580","0.778","0.165"
"581","0.418","0.433"
"582","0.223","0.088"
"583","4.804","5.387"
"584","0.764","0.868"
"585","6.002","5.554"
"586","0.375","0.210"
"587","0.658","0.824"
"588","5.123","5.077"
"589","0.450","0.255"
"590","0.045","0.434"
"591","30.252","30.537"
"592","0.867","0.269"
"593","0.359","0.538"
"594","7.455","7.306"
"595","0.479","0.389"
"596","0.075","0.283"
"597","0.957","0.403"
"598","4.205","0.345"
"599","0.224","4.295"
"600","0.075","0.134"
"601","0.702","0.419"
"602","0.134","0.343"
"603","0.059","0.149"
"604","0.164","0.075"
"605","0.494","0.284"
"606","0.464","0.389"
"607","0.210","0.569"
"608","5.239","0.105"
"609","0.523","5.314"
"610","0.328","0.479"
"611","0.150","0.298"
"612","10.644","0.240"
"613","0.314","10.779"
"614","0.029","0.043"
"615","11.287","0.269"
"616","0.539","11.451"
"617","0.538","0.613"
"618","5.090","0.089"
"619","0.990","5.723"
"620","0.688","0.657"
"621","0.045","0.374"
"622","4.714","0.285"
"623","0.285","4.534"
"624","9.534","0.479"
"625","0.975","10.151"
"626","0.359","0.375"
"627","0.045","0.329"
"628","6.019","6.064"
"629","0.299","0.240"
"630","7.143","7.246"
"631","0.433","0.150"
"632","0.045","0.059"
"633","7.360","7.601"
"634","0.659","0.464"
"635","0.345","0.522"
"636","5.647","6.279"
"637","1.153","0.568"
"638","1.183","0.913"
"639","0.105","0.164"
"640","4.731","4.716"
"641","0.164","0.179"
"642","0.149","0.224"
"643","8.428","8.279"
"644","0.479","0.538"
"645","0.420","0.404"
"646","0.194","0.149"
"647","0.045","0.074"
"648","78.541","78.722"
"649","254.388","255.602"
"650","851.211","849.951"
"651","16.368","16.472"
"652","2.410","2.396"
"653","0.358","0.255"
"654","13.418","13.357"
"655","0.180","0.913"
"656","1.121","0.359"
"657","11.594","12.521"
"658","1.137","0.164"
"659","0.358","0.389"
"660","0.614","0.553"
"661","7.322","7.952"
"662","0.764","0.195"
"663","8.606","9.144"
"664","0.778","0.239"
"665","0.089","0.644"
"666","7.597","7.507"
"667","0.853","0.358"
"668","0.344","0.552"
"669","9.259","9.559"
"670","0.719","0.224"
"671","0.329","0.494"
"672","6.811","6.916"
"673","0.478","0.239"
"674","0.269","0.433"
"675","13.953","14.312"
"676","1.363","1.033"
"677","0.358","0.135"
"678","5.869","6.230"
"679","0.570","0.958"
"680","1.031","0.284"
"681","0.195","0.418"
"682","5.894","5.925"
"683","2.291","2.172"
"684","5.583","5.686"
"685","0.389","0.135"
"686","0.389","0.418"
"687","0.089","0.224"
"688","17.070","17.790"
"689","1.064","0.269"
"690","1.152","1.287"
"691","5.499","5.408"
"692","0.210","0.150"
"693","0.210","0.135"
"694","11.229","11.410"
"695","0.705","0.719"
"696","6.513","6.768"
"697","0.689","0.255"
"698","0.449","0.614"
"699","7.079","7.333"
"700","0.717","0.449"
"701","0.284","0.210"
"702","0.180","0.119"
"703","7.384","7.670"
"704","0.539","0.150"
"705","8.251","0.089"
"706","0.973","8.701"
"707","0.344","0.494"
"708","0.150","0.434"
"709","0.045","0.045"
"710","9.823","0.195"
"711","6.902","9.972"
"712","0.390","6.797"
"713","0.357","0.434"
"714","7.722","0.150"
"715","0.539","7.960"
"716","0.090","0.285"
"717","7.919","0.105"
"718","0.286","8.146"
"719","0.298","0.224"
"720","10.890","0.149"
"721","0.359","11.175"
"722","0.628","0.179"
"723","0.612","0.493"
"724","5.960","0.778"
"725","0.300","5.958"
"726","0.253","0.269"
"727","0.045","0.119"
"728","8.999","0.075"
"729","578.659","9.177"
"730","3.251","579.800"
"731",,"2.576"
