"Row_Name","Nose_Poke #1: On","Tray #1: On","Nose_Poke #1: Off","Tray #1: Off"
"N","9","24","9","23"
"Mean","247.340","94.005","247.345","98.114"
"Median","0.330","1.027","0.148","1.888"
"Mode","All values","0.030","All values","All values"
"SD","697.261","282.246","697.248","287.672"
"Min","0.045","0.029","0.090","0.060"
"Max","2,219.491","1,190.127","2,219.461","1,190.577"
"Blank",,,,
"1","0.150","0.104","0.135","0.104"
"2","0.104","7.928","0.135","7.957"
"3","2.607","0.195","3.026","1.229"
"4","0.540","12.879","0.105","12.026"
"5","0.148","0.269","0.300","0.254"
"6","0.330","10.793","0.148","10.598"
"7","2,219.491","0.075","2,219.461","0.105"
"8","0.045","0.405","0.090","0.405"
"9","2.650","8.417","2.710","8.400"
"10",,"31.435",,"31.435"
"11",,"0.134",,"0.119"
"12",,"0.030",,"0.060"
"13",,"36.726",,"36.711"
"14",,"100.217",,"100.204"
"15",,"0.180",,"7.149"
"16",,"18.639",,"11.668"
"17",,"0.286",,"0.286"
"18",,"1.649",,"1.663"
"19",,"1.901",,"1.888"
"20",,"0.030",,"0.105"
"21",,"833.336",,"833.274"
"22",,"0.344",,"0.403"
"23",,"0.029",,"1,190.577"
"24",,"1,190.127",,
